sub ageGroup block trialType cond stim acc rt
211 1 block2 exp neutral $ 1 0.524441
211 1 block2 exp incongruent 3333 1 0.547276
211 1 block2 exp congruent 4444 1 0.576428
211 1 block2 exp incongruent 2 1 0.621247
211 1 block2 exp neutral $ 1 0.640047
211 1 block2 exp congruent 4444 1 0.626282
211 1 block2 exp neutral $$ 1 0.653142
211 1 block2 exp congruent 333 1 0.614653
211 1 block2 exp congruent 22 1 0.522153
211 1 block2 exp incongruent 11 1 0.65697
211 1 block2 exp incongruent 3333 1 0.570552
211 1 block2 exp congruent 333 1 0.582331
211 1 block2 exp congruent 22 1 0.579155
211 1 block2 exp congruent 1 1 0.600021
211 1 block2 exp incongruent 444 1 1.00417
211 1 block2 exp congruent 22 1 0.631841
211 1 block2 exp congruent 4444 1 0.538663
211 1 block2 exp neutral $$$ 1 0.648817
211 1 block2 exp incongruent 3333 1 0.610996
211 1 block2 exp neutral $$$ 1 0.629506
211 1 block2 exp neutral $ 1 0.568366
211 1 block2 exp neutral $$ 1 0.677162
211 1 block2 exp incongruent 2 1 0.638077
211 1 block2 exp neutral $$$$ 1 0.55224
211 1 block2 exp neutral $ 1 0.541757
211 1 block2 exp incongruent 2 1 0.563892
211 1 block2 exp congruent 333 1 0.896442
211 1 block2 exp neutral $$ 1 0.560678
211 1 block2 exp neutral $$$ 1 0.606195
211 1 block2 exp neutral $$ 1 0.553685
211 1 block2 exp congruent 22 1 0.551151
211 1 block2 exp incongruent 444 1 0.564668
211 1 block2 exp incongruent 11 1 0.618108
211 1 block2 exp incongruent 2 1 0.860976
211 1 block2 exp neutral $$ 1 0.758603
211 1 block2 exp incongruent 3333 1 0.619189
211 1 block2 exp congruent 22 1 0.582023
211 1 block2 exp incongruent 444 1 0.786856
211 1 block2 exp incongruent 11 1 0.695098
211 1 block2 exp neutral $$ 1 0.695321
211 1 block2 exp neutral $ 1 0.575528
211 1 block2 exp incongruent 444 1 0.604357
211 1 block2 exp congruent 333 1 0.622944
211 1 block2 exp incongruent 2 1 0.737747
211 1 block2 exp neutral $$$$ 1 0.631934
211 1 block2 exp congruent 1 1 0.578798
211 1 block2 exp neutral $$$$ 1 0.623609
211 1 block2 exp incongruent 3333 1 0.610442
211 1 block2 exp incongruent 11 1 0.661956
211 1 block3 warm-up neutral $$$ 1 0.703477
211 1 block3 warm-up neutral $$$$ 1 0.606023
211 1 block3 exp congruent 22 1 0.537497
211 1 block3 exp congruent 333 1 0.535697
211 1 block3 exp incongruent 2 0 0.581831
211 1 block3 exp neutral $$ 1 0.642628
211 1 block3 exp incongruent 2 1 0.580842
211 1 block3 exp incongruent 11 1 0.681686
211 1 block3 exp incongruent 2 1 0.554544
211 1 block3 exp congruent 22 1 0.808008
211 1 block3 exp congruent 333 1 0.538587
211 1 block3 exp incongruent 444 1 0.648738
211 1 block3 exp congruent 333 1 0.674957
211 1 block3 exp neutral $$ 1 0.57981
211 1 block3 exp neutral $$$$ 1 0.50464
211 1 block3 exp incongruent 444 1 0.544125
211 1 block3 exp neutral $ 1 0.614283
211 1 block3 exp neutral $$$$ 1 0.560852
211 1 block3 exp incongruent 3333 1 0.862321
211 1 block3 exp congruent 22 1 0.655903
211 1 block3 exp incongruent 444 1 0.689401
211 1 block3 exp congruent 4444 1 0.545583
211 1 block3 exp neutral $$ 1 0.607776
211 1 block3 exp congruent 333 1 0.475254
211 1 block3 exp neutral $$$$ 1 0.492061
211 1 block3 exp neutral $$$ 1 0.580189
211 1 block3 exp neutral $$$$ 1 0.472015
211 1 block3 exp incongruent 11 1 0.656827
211 1 block3 exp neutral $ 1 0.522353
211 1 block3 exp incongruent 11 1 0.521124
211 1 block3 exp incongruent 3333 1 0.527934
211 1 block3 exp congruent 1 1 0.55075
211 1 block3 exp neutral $$$ 1 0.628253
211 1 block3 exp neutral $$$$ 1 0.671098
211 1 block3 exp congruent 333 1 0.639956
211 1 block3 exp incongruent 2 1 0.721171
211 1 block3 exp neutral $ 1 0.63201
211 1 block3 exp congruent 22 1 0.714906
211 1 block3 exp incongruent 11 1 0.690438
211 1 block3 exp congruent 22 1 0.570625
211 1 block3 exp congruent 4444 1 0.655481
211 1 block3 exp incongruent 444 1 0.641021
211 1 block3 exp incongruent 11 1 0.770205
211 1 block3 exp incongruent 2 1 0.623115
211 1 block3 exp neutral $ 1 0.537961
211 1 block3 exp neutral $$$ 1 0.776131
211 1 block3 exp neutral $ 1 0.501036
211 1 block3 exp incongruent 3333 1 0.556462
211 1 block3 exp neutral $$$ 1 0.54597
211 1 block3 exp congruent 333 1 0.512122
211 1 block3 exp incongruent 444 1 0.51963
211 1 block3 exp incongruent 3333 1 0.485382
211 1 block3 exp congruent 1 1 0.525533
211 1 block3 exp congruent 4444 1 0.524327
211 1 block3 exp neutral $$ 1 0.659164
211 1 block3 exp incongruent 444 1 0.51667
211 1 block3 exp incongruent 11 1 0.660152
211 1 block3 exp incongruent 2 1 0.549689
211 1 block3 exp congruent 4444 1 0.531826
211 1 block3 exp incongruent 3333 1 0.569633
211 1 block3 exp neutral $$$ 1 0.51846
211 1 block3 exp incongruent 3333 1 0.54122
211 1 block3 exp neutral $$ 1 0.523404
211 1 block3 exp congruent 4444 1 0.482201
211 1 block3 exp congruent 1 1 0.459012
211 1 block3 exp congruent 4444 1 0.420458
211 1 block3 exp congruent 1 1 0.487239
211 1 block3 exp neutral $$ 1 0.518353
211 1 block3 exp congruent 22 1 0.549242
211 1 block3 exp congruent 1 1 0.547326
211 1 block3 exp neutral $ 1 0.537474
211 1 block3 exp congruent 1 1 0.463625
211 1 block3 exp neutral $$$ 1 0.753143
211 1 block3 exp neutral $$$$ 1 0.462597
211 1 block4 warm-up neutral $$$$ 0 0.599206
211 1 block4 warm-up incongruent 11 1 0.563395
211 1 block4 exp congruent 4444 1 0.536838
211 1 block4 exp incongruent 11 1 0.56702
211 1 block4 exp incongruent 2 1 0.627826
211 1 block4 exp congruent 1 1 0.50267
211 1 block4 exp neutral $ 1 0.582165
211 1 block4 exp incongruent 11 1 0.546968
211 1 block4 exp congruent 4444 1 0.433121
211 1 block4 exp neutral $$$$ 1 0.514911
211 1 block4 exp neutral $ 1 0.506373
211 1 block4 exp incongruent 444 1 0.64984
211 1 block4 exp congruent 333 1 0.508014
211 1 block4 exp neutral $$$$ 1 0.523518
211 1 block4 exp congruent 1 1 0.498291
211 1 block4 exp congruent 333 1 0.530428
211 1 block4 exp congruent 1 1 0.489198
211 1 block4 exp neutral $$ 1 0.680364
211 1 block4 exp congruent 1 1 0.52126
211 1 block4 exp incongruent 444 1 0.536048
211 1 block4 exp congruent 22 1 0.758165
211 1 block4 exp incongruent 2 1 0.539771
211 1 block4 exp neutral $$$ 1 0.505937
211 1 block4 exp neutral $$$$ 1 0.545359
211 1 block4 exp incongruent 444 1 0.551523
211 1 block4 exp neutral $$$ 1 0.493004
211 1 block4 exp neutral $$$$ 1 0.532138
211 1 block4 exp congruent 22 1 0.522977
211 1 block4 exp congruent 4444 1 0.569762
211 1 block4 exp incongruent 11 1 0.646621
211 1 block4 exp incongruent 3333 1 0.504813
211 1 block4 exp incongruent 444 1 0.568243
211 1 block4 exp congruent 4444 1 0.485085
211 1 block4 exp neutral $$$ 1 0.500298
211 1 block4 exp incongruent 3333 1 0.508344
211 1 block4 exp neutral $ 1 0.587831
211 1 block4 exp incongruent 2 1 0.527961
211 1 block4 exp incongruent 11 1 0.534797
211 1 block4 exp incongruent 3333 1 0.436922
211 1 block4 exp congruent 333 1 0.559056
211 1 block4 exp incongruent 2 1 0.588527
211 1 block4 exp neutral $$ 1 0.520697
211 1 block4 exp congruent 22 1 0.494523
211 1 block4 exp congruent 1 1 0.518642
211 1 block4 exp congruent 22 1 0.597413
211 1 block4 exp neutral $$ 1 0.721678
211 1 block4 exp congruent 333 1 1.000527
211 1 block4 exp congruent 22 1 0.708203
211 1 block4 exp neutral $ 1 0.507722
211 1 block4 exp incongruent 3333 1 0.603191
211 1 block4 exp neutral $$ 1 0.573719
211 1 block4 exp neutral $$$ 1 0.618497
211 1 block4 exp incongruent 2 1 0.54138
211 1 block4 exp neutral $$$ 1 0.595574
211 1 block4 exp congruent 333 1 0.655705
211 1 block4 exp incongruent 444 1 0.753252
211 1 block4 exp incongruent 3333 1 0.550799
211 1 block4 exp neutral $ 1 0.660303
211 1 block4 exp congruent 1 1 0.525821
211 1 block4 exp incongruent 2 1 0.531641
211 1 block4 exp congruent 333 1 0.49043
211 1 block4 exp congruent 22 1 0.474576
211 1 block4 exp congruent 4444 1 0.53932
211 1 block4 exp neutral $$$$ 1 0.705475
211 1 block4 exp neutral $$ 1 0.617057
211 1 block4 exp neutral $ 1 0.651906
211 1 block4 exp congruent 4444 1 0.533425
211 1 block4 exp incongruent 11 1 0.931253
211 1 block4 exp incongruent 3333 1 0.714203
211 1 block4 exp incongruent 444 1 0.633754
211 1 block4 exp neutral $$$ 1 0.555919
211 1 block4 exp neutral $$ 1 0.561431
211 1 block4 exp neutral $$$$ 1 0.590876
211 1 block4 exp incongruent 11 1 0.555099
212 1 practice exp congruent 333 0 0.911372
212 1 practice exp neutral $$ 1 0.574051
212 1 practice exp neutral $$$$ 1 0.666885
212 1 practice exp congruent 4444 1 0.412434
212 1 practice exp neutral $$$$ 1 0.343873
212 1 practice exp incongruent 444 1 0.62999
212 1 practice exp incongruent 2 0 0.520865
212 1 practice exp congruent 333 1 0.511721
212 1 practice exp neutral $$$ 1 0.591235
212 1 practice exp neutral $ 1 0.70742
212 1 practice exp neutral $$ 0 0.523001
212 1 practice exp incongruent 11 1 0.960892
212 1 practice exp incongruent 444 1 0.598539
212 1 practice exp congruent 1 1 0.602704
212 1 practice exp congruent 4444 1 0.894308
212 1 practice exp incongruent 11 1 0.670628
212 1 practice exp incongruent 2 0 1.151485
212 1 practice exp neutral $ 1 0.565258
212 1 practice exp incongruent 3333 1 0.64979
212 1 practice exp neutral $$$ 1 0.587995
212 1 practice exp congruent 22 1 0.648214
212 1 practice exp congruent 1 1 0.586425
212 1 practice exp congruent 22 1 0.678658
212 1 practice exp incongruent 3333 1 0.527531
212 1 block1 warm-up incongruent 444 1 0.901521
212 1 block1 warm-up neutral $ 1 1.0372
212 1 block1 exp congruent 22 1 0.687533
212 1 block1 exp incongruent 2 1 0.711799
212 1 block1 exp neutral $$ 1 0.58238
212 1 block1 exp neutral $ 1 0.523218
212 1 block1 exp neutral $$$$ 1 0.570091
212 1 block1 exp neutral $ 1 0.614916
212 1 block1 exp congruent 4444 1 0.474475
212 1 block1 exp incongruent 3333 1 0.587291
212 1 block1 exp incongruent 11 0 0.495473
212 1 block1 exp congruent 4444 1 0.679657
212 1 block1 exp congruent 333 1 0.551572
212 1 block1 exp neutral $$$ 1 0.557086
212 1 block1 exp congruent 1 1 0.594562
212 1 block1 exp congruent 22 1 0.510786
212 1 block1 exp neutral $$$$ 1 0.462292
212 1 block1 exp congruent 333 1 0.543761
212 1 block1 exp congruent 4444 1 0.629925
212 1 block1 exp congruent 1 1 0.576838
212 1 block1 exp incongruent 3333 1 0.524657
212 1 block1 exp incongruent 444 1 0.595537
212 1 block1 exp incongruent 3333 1 0.439698
212 1 block1 exp neutral $$$ 1 0.553863
212 1 block1 exp neutral $$ 1 0.631395
212 1 block1 exp incongruent 11 1 0.578273
212 1 block1 exp incongruent 2 1 0.583132
212 1 block1 exp congruent 22 1 0.547948
212 1 block1 exp incongruent 2 1 0.505217
212 1 block1 exp congruent 1 1 0.528655
212 1 block1 exp congruent 333 0 0.551487
212 1 block1 exp neutral $$ 1 0.573004
212 1 block1 exp neutral $ 1 0.537856
212 1 block1 exp incongruent 11 1 0.696028
212 1 block1 exp incongruent 444 1 0.656308
212 1 block1 exp incongruent 11 1 0.673871
212 1 block1 exp neutral $$$ 1 0.714762
212 1 block1 exp incongruent 444 1 0.633357
212 1 block1 exp congruent 4444 1 0.50026
212 1 block1 exp congruent 1 1 0.51634
212 1 block1 exp incongruent 2 0 0.53186
212 1 block1 exp incongruent 444 1 0.802719
212 1 block1 exp congruent 333 1 0.766306
212 1 block1 exp congruent 1 1 0.811937
212 1 block1 exp neutral $$$ 1 0.631514
212 1 block1 exp incongruent 11 1 0.530415
212 1 block1 exp neutral $$ 0 0.496247
212 1 block1 exp incongruent 11 1 0.864427
212 1 block1 exp congruent 333 1 0.57805
212 1 block1 exp neutral $ 1 0.614941
212 1 block1 exp neutral $$$$ 1 0.642463
212 1 block1 exp incongruent 3333 1 0.604718
212 1 block1 exp neutral $$$ 1 0.672231
212 1 block1 exp congruent 333 1 0.536106
212 1 block1 exp neutral $$ 1 0.750293
212 1 block1 exp neutral $ 1 0.65191
212 1 block1 exp congruent 22 1 0.749479
212 1 block1 exp neutral $$$$ 1 0.611727
212 1 block1 exp incongruent 3333 1 0.543205
212 1 block1 exp congruent 4444 1 0.485458
212 1 block1 exp incongruent 2 0 0.709596
212 1 block1 exp congruent 22 1 0.629151
212 1 block1 exp incongruent 2 1 0.719102
212 1 block1 exp neutral $$$$ 1 0.533975
212 1 block1 exp incongruent 444 1 0.62816
212 1 block1 exp neutral $$$$ 1 0.566984
212 1 block1 exp neutral $$ 1 0.603891
212 1 block1 exp congruent 4444 1 0.535406
212 1 block1 exp congruent 22 1 0.885614
212 1 block1 exp neutral $$$ 1 0.589933
212 1 block1 exp congruent 1 1 0.729123
212 1 block1 exp incongruent 444 0 0.536018
212 1 block1 exp incongruent 3333 1 0.686246
212 1 block1 exp neutral $ 1 0.758439
212 1 block2 warm-up incongruent 3333 1 0.709152
212 1 block2 warm-up incongruent 11 1 0.644678
212 1 block2 exp incongruent 2 1 0.518885
212 1 block2 exp incongruent 11 1 0.637739
212 1 block2 exp congruent 4444 1 0.791957
212 1 block2 exp incongruent 444 1 0.604213
212 1 block2 exp neutral $$$$ 1 0.471702
212 1 block2 exp congruent 1 1 0.487559
212 1 block2 exp neutral $$$ 1 0.599713
212 1 block2 exp neutral $$$$ 1 0.491932
212 1 block2 exp congruent 333 1 0.596117
212 1 block2 exp congruent 1 1 0.57627
212 1 block2 exp neutral $$$ 1 0.613146
212 1 block2 exp incongruent 11 1 0.520704
212 1 block2 exp congruent 1 1 0.671533
212 1 block2 exp neutral $ 1 0.575423
212 1 block2 exp congruent 4444 1 0.484278
212 1 block2 exp congruent 1 1 0.748437
212 1 block2 exp incongruent 3333 1 1.178746
212 1 block2 exp incongruent 444 1 0.631812
212 1 block2 exp neutral $$$ 1 0.618644
212 1 block2 exp congruent 4444 1 0.469626
212 1 block2 exp congruent 22 1 0.685381
212 1 block2 exp congruent 333 1 0.549604
212 1 block2 exp neutral $$$$ 1 0.531778
212 1 block2 exp neutral $ 1 0.618611
212 1 block2 exp incongruent 3333 1 0.805511
212 1 block2 exp congruent 4444 1 0.801119
212 1 block2 exp incongruent 2 0 0.844741
212 1 block2 exp neutral $ 1 0.511041
212 1 block2 exp congruent 4444 1 0.494517
212 1 block2 exp neutral $$ 1 0.645663
212 1 block2 exp congruent 333 1 0.447927
212 1 block2 exp congruent 22 1 0.538021
212 1 block2 exp incongruent 11 1 0.568232
212 1 block2 exp incongruent 3333 1 0.645045
212 1 block2 exp congruent 333 1 0.559324
212 1 block2 exp congruent 22 1 0.516819
212 1 block2 exp congruent 1 1 0.500369
212 1 block2 exp incongruent 444 1 0.675483
212 1 block2 exp congruent 22 1 0.476357
212 1 block2 exp congruent 4444 1 0.469206
212 1 block2 exp neutral $$$ 1 0.758023
212 1 block2 exp incongruent 3333 0 0.659612
212 1 block2 exp neutral $$$ 1 0.741186
212 1 block2 exp neutral $ 1 0.571439
212 1 block2 exp neutral $$ 1 0.680296
212 1 block2 exp incongruent 2 1 0.960222
212 1 block2 exp neutral $$$$ 1 0.597862
212 1 block2 exp neutral $ 1 0.586026
212 1 block2 exp incongruent 2 1 0.766242
212 1 block2 exp congruent 333 1 0.659869
212 1 block2 exp neutral $$ 1 0.805406
212 1 block2 exp neutral $$$ 1 0.753027
212 1 block2 exp neutral $$ 1 0.534628
212 1 block2 exp congruent 22 1 0.539811
212 1 block2 exp incongruent 444 1 0.642005
212 1 block2 exp incongruent 11 1 0.604191
212 1 block2 exp incongruent 2 1 0.695773
212 1 block2 exp neutral $$ 1 0.560006
212 1 block2 exp incongruent 3333 1 0.509505
212 1 block2 exp congruent 22 1 0.589019
212 1 block2 exp incongruent 444 1 0.673213
212 1 block2 exp incongruent 11 1 0.746118
212 1 block2 exp neutral $$ 1 0.575353
212 1 block2 exp neutral $ 1 0.652229
212 1 block2 exp incongruent 444 1 0.541798
212 1 block2 exp congruent 333 1 0.579948
212 1 block2 exp incongruent 2 1 0.68082
212 1 block2 exp neutral $$$$ 1 0.529733
212 1 block2 exp congruent 1 1 0.58454
212 1 block2 exp neutral $$$$ 1 0.492728
212 1 block2 exp incongruent 3333 1 0.571879
212 1 block2 exp incongruent 11 1 0.61676
212 1 block3 warm-up neutral $$$ 1 1.183698
212 1 block3 warm-up neutral $$$$ 1 0.436092
212 1 block3 exp congruent 22 1 0.566249
212 1 block3 exp congruent 333 1 0.667759
212 1 block3 exp incongruent 2 1 0.779696
212 1 block3 exp neutral $$ 1 0.584596
212 1 block3 exp incongruent 2 1 0.660824
212 1 block3 exp incongruent 11 1 0.558355
212 1 block3 exp incongruent 2 1 0.62788
212 1 block3 exp congruent 22 1 0.534752
212 1 block3 exp congruent 333 1 0.54892
212 1 block3 exp incongruent 444 1 0.627116
212 1 block3 exp congruent 333 1 0.484986
212 1 block3 exp neutral $$ 1 0.693169
212 1 block3 exp neutral $$$$ 1 0.77341
212 1 block3 exp incongruent 444 1 0.53031
212 1 block3 exp neutral $ 1 0.593148
212 1 block3 exp neutral $$$$ 1 0.549337
212 1 block3 exp incongruent 3333 1 0.49955
212 1 block3 exp congruent 22 1 0.611699
212 1 block3 exp incongruent 444 1 0.615244
212 1 block3 exp congruent 4444 1 0.417774
212 1 block3 exp neutral $$ 1 0.612582
212 1 block3 exp congruent 333 1 0.472108
212 1 block3 exp neutral $$$$ 1 0.472929
212 1 block3 exp neutral $$$ 1 0.56977
212 1 block3 exp neutral $$$$ 1 0.422601
212 1 block3 exp incongruent 11 1 0.561392
212 1 block3 exp neutral $ 1 0.606965
212 1 block3 exp incongruent 11 1 0.489432
212 1 block3 exp incongruent 3333 1 0.561621
212 1 block3 exp congruent 1 1 0.543157
212 1 block3 exp neutral $$$ 1 0.605341
212 1 block3 exp neutral $$$$ 1 0.48887
212 1 block3 exp congruent 333 1 0.489
212 1 block3 exp incongruent 2 1 0.681183
212 1 block3 exp neutral $ 1 0.618057
212 1 block3 exp congruent 22 1 0.539936
212 1 block3 exp incongruent 11 1 0.666094
212 1 block3 exp congruent 22 1 0.651663
212 1 block3 exp congruent 4444 1 0.549249
212 1 block3 exp incongruent 444 1 0.611421
212 1 block3 exp incongruent 11 1 0.534972
212 1 block3 exp incongruent 2 1 0.581112
212 1 block3 exp neutral $ 1 0.649996
212 1 block3 exp neutral $$$ 1 0.580209
212 1 block3 exp neutral $ 1 0.528058
212 1 block3 exp incongruent 3333 1 0.638925
212 1 block3 exp neutral $$$ 1 0.433124
212 1 block3 exp congruent 333 1 0.467878
212 1 block3 exp incongruent 444 1 0.556707
212 1 block3 exp incongruent 3333 1 0.51425
212 1 block3 exp congruent 1 1 0.609757
212 1 block3 exp congruent 4444 1 0.421277
212 1 block3 exp neutral $$ 1 0.639074
212 1 block3 exp incongruent 444 1 0.673315
212 1 block3 exp incongruent 11 1 1.018204
212 1 block3 exp incongruent 2 1 1.349283
212 1 block3 exp congruent 4444 1 0.491738
212 1 block3 exp incongruent 3333 1 0.76393
212 1 block3 exp neutral $$$ 1 0.481474
212 1 block3 exp incongruent 3333 1 1.042333
212 1 block3 exp neutral $$ 1 0.771705
212 1 block3 exp congruent 4444 1 0.504645
212 1 block3 exp congruent 1 1 0.544155
212 1 block3 exp congruent 4444 1 0.470301
212 1 block3 exp congruent 1 1 0.575136
212 1 block3 exp neutral $$ 1 0.628006
212 1 block3 exp congruent 22 1 0.462853
212 1 block3 exp congruent 1 1 0.568358
212 1 block3 exp neutral $ 1 0.476184
212 1 block3 exp congruent 1 1 0.661022
212 1 block3 exp neutral $$$ 1 0.542541
212 1 block3 exp neutral $$$$ 1 0.404749
212 1 block4 warm-up neutral $$$$ 1 0.931849
212 1 block4 warm-up incongruent 11 1 0.594843
212 1 block4 exp congruent 4444 1 0.43906
212 1 block4 exp incongruent 11 1 0.536169
212 1 block4 exp incongruent 2 1 0.69436
212 1 block4 exp congruent 1 1 0.510568
212 1 block4 exp neutral $ 1 0.742092
212 1 block4 exp incongruent 11 1 0.908338
212 1 block4 exp congruent 4444 1 0.523994
212 1 block4 exp neutral $$$$ 1 0.458819
212 1 block4 exp neutral $ 1 0.516271
212 1 block4 exp incongruent 444 1 0.906808
212 1 block4 exp congruent 333 1 0.514486
212 1 block4 exp neutral $$$$ 1 0.505947
212 1 block4 exp congruent 1 1 0.62544
212 1 block4 exp congruent 333 1 0.54831
212 1 block4 exp congruent 1 1 0.698558
212 1 block4 exp neutral $$ 1 0.730778
212 1 block4 exp congruent 1 1 0.793703
212 1 block4 exp incongruent 444 1 0.581954
212 1 block4 exp congruent 22 1 0.697829
212 1 block4 exp incongruent 2 1 0.762055
212 1 block4 exp neutral $$$ 1 0.607636
212 1 block4 exp neutral $$$$ 1 0.515208
212 1 block4 exp incongruent 444 1 0.666717
212 1 block4 exp neutral $$$ 1 0.548259
212 1 block4 exp neutral $$$$ 1 0.490432
212 1 block4 exp congruent 22 1 1.138608
212 1 block4 exp congruent 4444 1 0.45599
212 1 block4 exp incongruent 11 1 0.601475
212 1 block4 exp incongruent 3333 1 0.485025
212 1 block4 exp incongruent 444 1 0.501175
212 1 block4 exp congruent 4444 1 0.452676
212 1 block4 exp neutral $$$ 1 0.638164
212 1 block4 exp incongruent 3333 1 0.464354
212 1 block4 exp neutral $ 1 0.585853
212 1 block4 exp incongruent 2 1 0.661023
212 1 block4 exp incongruent 11 1 0.494579
212 1 block4 exp incongruent 3333 1 0.542778
212 1 block4 exp congruent 333 1 0.612947
212 1 block4 exp incongruent 2 1 0.640493
212 1 block4 exp neutral $$ 1 0.522703
212 1 block4 exp congruent 22 1 0.657531
212 1 block4 exp congruent 1 1 0.555108
212 1 block4 exp congruent 22 1 0.647626
212 1 block4 exp neutral $$ 1 0.48986
212 1 block4 exp congruent 333 1 0.441953
212 1 block4 exp congruent 22 1 0.580126
212 1 block4 exp neutral $ 1 0.528993
212 1 block4 exp incongruent 3333 1 0.623799
212 1 block4 exp neutral $$ 1 0.610683
212 1 block4 exp neutral $$$ 1 0.670222
212 1 block4 exp incongruent 2 1 0.519132
212 1 block4 exp neutral $$$ 1 0.556963
212 1 block4 exp congruent 333 1 0.482472
212 1 block4 exp incongruent 444 1 0.539295
212 1 block4 exp incongruent 3333 1 0.481478
212 1 block4 exp neutral $ 1 0.570317
212 1 block4 exp congruent 1 1 0.503129
212 1 block4 exp incongruent 2 1 0.542655
212 1 block4 exp congruent 333 1 0.539951
212 1 block4 exp congruent 22 1 0.409969
212 1 block4 exp congruent 4444 1 0.445468
212 1 block4 exp neutral $$$$ 1 0.471577
212 1 block4 exp neutral $$ 1 0.512437
212 1 block4 exp neutral $ 1 0.479909
212 1 block4 exp congruent 4444 1 0.472738
212 1 block4 exp incongruent 11 1 0.641541
212 1 block4 exp incongruent 3333 1 0.579782
212 1 block4 exp incongruent 444 1 0.672645
212 1 block4 exp neutral $$$ 1 0.472537
212 1 block4 exp neutral $$ 1 0.441356
212 1 block4 exp neutral $$$$ 1 0.619479
212 1 block4 exp incongruent 11 1 0.510345
213 1 practice exp congruent 333 1 1.741606
213 1 practice exp neutral $$ 1 0.844179
213 1 practice exp neutral $$$$ 1 0.590438
213 1 practice exp congruent 4444 1 0.546637
213 1 practice exp neutral $$$$ 1 0.576776
213 1 practice exp incongruent 111 1 0.708654
213 1 practice exp incongruent 4 1 0.540159
213 1 practice exp congruent 333 1 0.714316
213 1 practice exp neutral $$$ 1 0.537858
213 1 practice exp neutral $ 1 0.55201
213 1 practice exp neutral $$ 1 0.477443
213 1 practice exp incongruent 33 1 0.518265
213 1 practice exp incongruent 111 1 0.605043
213 1 practice exp congruent 1 1 0.520554
213 1 practice exp congruent 4444 1 0.503415
213 1 practice exp incongruent 33 1 0.461829
213 1 practice exp incongruent 4 1 0.495322
213 1 practice exp neutral $ 1 0.535466
213 1 practice exp incongruent 2222 1 0.55758
213 1 practice exp neutral $$$ 1 0.475101
213 1 practice exp congruent 22 1 0.459878
213 1 practice exp congruent 1 1 0.50132
213 1 practice exp congruent 22 1 0.555836
213 1 practice exp incongruent 2222 1 0.529255
213 1 block1 warm-up incongruent 111 1 0.956404
213 1 block1 warm-up neutral $ 1 0.546019
213 1 block1 exp congruent 22 1 0.43117
213 1 block1 exp incongruent 4 1 0.841959
213 1 block1 exp neutral $$ 1 0.556148
213 1 block1 exp neutral $ 1 0.577702
213 1 block1 exp neutral $$$$ 1 0.486518
213 1 block1 exp neutral $ 1 0.55063
213 1 block1 exp congruent 4444 1 0.564123
213 1 block1 exp incongruent 2222 1 0.553627
213 1 block1 exp incongruent 33 1 0.774166
213 1 block1 exp congruent 4444 1 0.531011
213 1 block1 exp congruent 333 1 0.561834
213 1 block1 exp neutral $$$ 1 0.53531
213 1 block1 exp congruent 1 1 0.493479
213 1 block1 exp congruent 22 1 0.533581
213 1 block1 exp neutral $$$$ 1 0.532405
213 1 block1 exp congruent 333 1 1.107255
213 1 block1 exp congruent 4444 1 0.457924
213 1 block1 exp congruent 1 1 0.459345
213 1 block1 exp incongruent 2222 1 0.492806
213 1 block1 exp incongruent 111 1 0.628925
213 1 block1 exp incongruent 2222 1 0.503779
213 1 block1 exp neutral $$$ 1 0.511252
213 1 block1 exp neutral $$ 1 0.58276
213 1 block1 exp incongruent 33 1 0.651608
213 1 block1 exp incongruent 4 1 0.549074
213 1 block1 exp congruent 22 1 0.522256
213 1 block1 exp incongruent 4 1 0.481054
213 1 block1 exp congruent 1 1 0.441841
213 1 block1 exp congruent 333 1 0.531973
213 1 block1 exp neutral $$ 1 0.506772
213 1 block1 exp neutral $ 1 0.594248
213 1 block1 exp incongruent 33 1 0.558413
213 1 block1 exp incongruent 111 1 0.635881
213 1 block1 exp incongruent 33 1 0.533086
213 1 block1 exp neutral $$$ 1 0.61193
213 1 block1 exp incongruent 111 1 0.535389
213 1 block1 exp congruent 4444 1 0.565541
213 1 block1 exp congruent 1 1 0.507042
213 1 block1 exp incongruent 4 1 0.810533
213 1 block1 exp incongruent 111 1 0.542097
213 1 block1 exp congruent 333 1 0.500244
213 1 block1 exp congruent 1 1 0.492366
213 1 block1 exp neutral $$$ 1 0.515518
213 1 block1 exp incongruent 33 1 0.586995
213 1 block1 exp neutral $$ 1 0.623172
213 1 block1 exp incongruent 33 1 0.577982
213 1 block1 exp congruent 333 1 0.47082
213 1 block1 exp neutral $ 1 0.511598
213 1 block1 exp neutral $$$$ 1 0.663054
213 1 block1 exp incongruent 2222 1 0.480558
213 1 block1 exp neutral $$$ 1 0.584388
213 1 block1 exp congruent 333 1 0.668576
213 1 block1 exp neutral $$ 1 0.493415
213 1 block1 exp neutral $ 1 0.573564
213 1 block1 exp congruent 22 1 0.554379
213 1 block1 exp neutral $$$$ 1 0.535879
213 1 block1 exp incongruent 2222 1 0.517989
213 1 block1 exp congruent 4444 1 0.428812
213 1 block1 exp incongruent 4 1 0.559605
213 1 block1 exp congruent 22 1 0.452109
213 1 block1 exp incongruent 4 1 0.509567
213 1 block1 exp neutral $$$$ 1 0.468995
213 1 block1 exp incongruent 111 1 0.605823
213 1 block1 exp neutral $$$$ 1 0.45733
213 1 block1 exp neutral $$ 1 0.522718
