subject,session,list,setsize,senterrors,lettertotal,rspantotal
9014,1,8,4,1,4,28
9014,1,9,3,0,3,31
9014,1,10,3,0,3,34
9015,1,1,4,0,4,4
9015,1,2,3,0,3,7
9015,1,3,7,1,6,13
9015,1,4,5,0,5,18
9015,1,5,5,0,5,23
9015,1,6,6,2,6,29
9015,1,7,4,0,4,33
9015,1,8,6,1,6,39
9015,1,9,3,0,3,42
9015,1,10,7,3,4,46
9016,1,1,5,1,3,3
9016,1,2,4,0,2,5
9016,1,3,7,0,1,6
9016,1,4,6,1,0,6
9016,1,5,3,0,3,9
9016,1,6,6,1,4,13
9016,1,7,3,0,3,16
9016,1,8,4,0,3,19
9016,1,9,7,1,4,23
9016,1,10,5,0,3,26
9017,1,1,6,0,6,6
9017,1,2,5,0,4,10
9017,1,3,5,0,5,15
9017,1,4,3,0,3,18
9017,1,5,4,0,4,22
9017,1,6,7,3,5,27
9017,1,7,3,0,3,30
9017,1,8,4,1,4,34
9017,1,9,6,0,4,38
9017,1,10,7,2,7,45
9018,1,1,4,0,4,4
9018,1,2,4,0,4,8
9018,1,3,5,1,5,13
9018,1,4,7,0,7,20
9018,1,5,7,0,7,27
9018,1,6,3,0,3,30
9018,1,7,6,0,2,32
9018,1,8,5,2,4,36
9018,1,9,6,0,6,42
9018,1,10,3,0,3,45
9019,1,1,3,1,1,1
9019,1,2,4,0,3,4
9019,1,3,6,0,1,5
9019,1,4,4,0,1,6
9019,1,5,5,1,4,10
9019,1,6,6,0,4,14
9019,1,7,7,1,6,20
9019,1,8,5,1,1,21
9019,1,9,3,0,3,24
9019,1,10,7,1,4,28
9020,1,1,5,2,0,0
9020,1,2,6,0,3,3
9020,1,3,6,0,2,5
9020,1,4,4,2,2,7
9020,1,5,4,1,2,9
9020,1,6,7,0,1,10
9020,1,7,3,0,0,10
9020,1,8,3,0,1,11
9020,1,9,5,0,0,11
9020,1,10,7,2,0,11
9021,1,1,3,0,3,3
9021,1,2,7,1,3,6
9021,1,3,4,0,4,10
9021,1,4,4,0,4,14
9021,1,5,3,0,3,17
9021,1,6,5,0,5,22
9021,1,7,7,1,4,26
9021,1,8,6,0,6,32
9021,1,9,6,0,6,38
9021,1,10,5,1,1,39
9022,1,1,7,0,7,7
9022,1,2,3,0,3,10
9022,1,3,5,1,3,13
9022,1,4,4,2,4,17
9022,1,5,6,1,4,21
9022,1,6,7,1,2,23
9022,1,7,4,0,4,27
9022,1,8,6,0,3,30
9022,1,9,3,0,3,33
9022,1,10,5,1,5,38
9023,1,1,5,0,5,5
9023,1,2,3,0,2,7
9023,1,3,6,0,6,13
9023,1,4,3,0,3,16
9023,1,5,4,0,4,20
9023,1,6,4,0,4,24
9023,1,7,7,1,4,28
9023,1,8,5,0,5,33
9023,1,9,7,0,7,40
9023,1,10,6,1,4,44
9024,1,1,7,2,6,6
9024,1,2,4,1,1,7
9024,1,3,6,2,5,12
9024,1,4,6,4,0,12
9024,1,5,5,1,5,17
9024,1,6,3,0,3,20
9024,1,7,4,1,2,22
9024,1,8,7,1,0,22
9024,1,9,5,0,0,22
9024,1,10,3,1,3,25
9025,1,1,5,0,5,5
9025,1,2,4,0,4,9
9025,1,3,5,2,5,14
9025,1,4,3,0,3,17
9025,1,5,6,0,6,23
9025,1,6,3,0,3,26
9025,1,7,4,0,4,30
9025,1,8,7,0,2,32
9025,1,9,6,0,5,37
9025,1,10,7,2,4,41
9026,1,1,4,0,4,4
9026,1,2,5,1,4,8
9026,1,3,6,1,3,11
9026,1,4,7,2,6,17
9026,1,5,3,0,2,19
9026,1,6,5,0,5,24
9026,1,7,7,1,6,30
9026,1,8,6,0,6,36
9026,1,9,4,0,4,40
9026,1,10,3,0,3,43
9027,1,1,3,0,3,3
9027,1,2,6,0,3,6
9027,1,3,4,0,4,10
9027,1,4,7,0,7,17
9027,1,5,5,0,3,20
9027,1,6,7,1,4,24
9027,1,7,6,1,3,27
9027,1,8,5,0,5,32
9027,1,9,3,0,3,35
9027,1,10,4,0,4,39
9028,1,1,3,0,3,3
9028,1,2,5,1,5,8
9028,1,3,4,1,4,12
9028,1,4,7,2,2,14
9028,1,5,7,1,3,17
9028,1,6,4,0,4,21
9028,1,7,6,1,6,27
9028,1,8,3,0,3,30
9028,1,9,6,2,4,34
9028,1,10,5,2,2,36
9029,1,1,4,1,4,4
9029,1,2,4,1,2,6
9029,1,3,5,1,1,7
9029,1,4,7,1,5,12
9029,1,5,3,0,3,15
9029,1,6,7,0,1,16
9029,1,7,5,0,3,19
9029,1,8,6,1,5,24
9029,1,9,3,0,3,27
9029,1,10,6,0,5,32
9030,1,1,7,2,6,6
9030,1,2,5,1,3,9
9030,1,3,6,0,3,12
9030,1,4,4,1,3,15
9030,1,5,5,0,3,18
9030,1,6,3,1,0,18
9030,1,7,3,0,2,20
9030,1,8,7,0,3,23
9030,1,9,4,0,4,27
9030,1,10,6,1,4,31
9031,1,1,5,0,2,2
9031,1,2,3,0,3,5
9031,1,3,3,0,3,8
9031,1,4,7,0,5,13
9031,1,5,6,0,4,17
9031,1,6,6,0,0,17
9031,1,7,4,0,4,21
9031,1,8,7,0,5,26
9031,1,9,5,0,5,31
9031,1,10,4,0,4,35
9032,1,1,7,1,7,7
9032,1,2,4,1,4,11
9032,1,3,7,0,3,14
9032,1,4,5,0,3,17
9032,1,5,3,0,3,20
9032,1,6,4,1,4,24
9032,1,7,6,0,6,30
9032,1,8,3,0,3,33
9032,1,9,6,0,2,35
9032,1,10,5,0,2,37
9033,1,1,4,0,4,4
9033,1,2,5,0,3,7
9033,1,3,6,1,6,13
9033,1,4,6,0,6,19
9033,1,5,3,0,3,22
9033,1,6,4,0,4,26
9033,1,7,7,0,7,33
9033,1,8,5,0,5,38
9033,1,9,7,2,5,43
9033,1,10,3,0,3,46
9034,1,1,5,1,2,2
9034,1,2,6,1,3,5
9034,1,3,6,1,1,6
9034,1,4,7,1,2,8
9034,1,5,4,0,2,10
9034,1,6,3,0,3,13
9034,1,7,3,0,3,16
9034,1,8,5,0,4,20
9034,1,9,7,0,0,20
9034,1,10,4,0,4,24
9035,1,1,4,0,4,4
9035,1,2,6,1,3,7
9035,1,3,3,1,2,9
9035,1,4,3,0,3,12
9035,1,5,7,2,4,16
9035,1,6,7,2,0,16
9035,1,7,4,0,1,17
9035,1,8,6,2,5,22
9035,1,9,5,0,5,27
9035,1,10,5,1,5,32
9036,1,1,6,2,5,5
9036,1,2,3,0,3,8
9036,1,3,5,0,5,13
9036,1,4,4,0,4,17
9036,1,5,7,0,7,24
9036,1,6,4,0,3,27
9036,1,7,3,0,3,30
9036,1,8,7,2,3,33
9036,1,9,6,1,5,38
9036,1,10,5,0,5,43
9037,1,1,6,0,6,6
9037,1,2,7,0,7,13
9037,1,3,6,0,6,19
9037,1,4,5,0,5,24
9037,1,5,7,0,7,31
9037,1,6,5,1,5,36
9037,1,7,4,0,4,40
9037,1,8,3,1,2,42
9037,1,9,3,0,1,43
9037,1,10,4,0,3,46
9038,1,1,3,1,2,2
9038,1,2,5,2,2,4
9038,1,3,4,0,0,4
9038,1,4,7,3,4,8
9038,1,5,6,3,6,14
9038,1,6,4,1,3,17
9038,1,7,6,1,6,23
9038,1,8,3,0,3,26
9038,1,9,5,2,4,30
9038,1,10,7,6,2,32
9039,1,1,3,0,3,3
9039,1,2,7,1,4,7
9039,1,3,5,1,5,12
9039,1,4,4,1,2,14
9039,1,5,6,1,2,16
9039,1,6,7,2,4,20
9039,1,7,6,0,2,22
9039,1,8,5,1,1,23
9039,1,9,3,0,3,26
9039,1,10,4,0,4,30
9041,1,1,6,1,6,6
9041,1,2,4,0,3,9
9041,1,3,5,0,5,14
9041,1,4,5,0,1,15
9041,1,5,3,0,3,18
9041,1,6,7,0,5,23
9041,1,7,3,0,2,25
9041,1,8,7,1,2,27
9041,1,9,4,0,4,31
9041,1,10,6,0,5,36
9042,1,1,3,0,3,3
9042,1,2,4,1,4,7
9042,1,3,7,2,3,10
9042,1,4,7,1,6,16
9042,1,5,6,3,2,18
9042,1,6,6,2,4,22
9042,1,7,4,1,3,25
9042,1,8,5,0,2,27
9042,1,9,3,0,3,30
9042,1,10,5,0,5,35
9043,1,1,5,0,5,5
9043,1,2,7,3,1,6
9043,1,3,4,1,4,10
9043,1,4,5,1,5,15
9043,1,5,3,0,3,18
9043,1,6,4,0,0,18
9043,1,7,6,0,4,22
9043,1,8,6,2,1,23
9043,1,9,7,1,0,23
9043,1,10,3,1,3,26
9044,1,1,5,0,1,1
9044,1,2,7,3,5,6
9044,1,3,6,4,2,8
9044,1,4,4,1,2,10
9044,1,5,6,2,0,10
9044,1,6,7,0,1,11
9044,1,7,3,0,1,12
9044,1,8,5,0,3,15
9044,1,9,3,1,1,16
9044,1,10,4,0,1,17
9045,1,1,7,0,1,1
9045,1,2,3,0,3,4
9045,1,3,4,0,4,8
9045,1,4,6,0,2,10
9045,1,5,5,0,1,11
9045,1,6,6,1,1,12
9045,1,7,4,0,3,15
9045,1,8,5,0,1,16
9045,1,9,7,1,3,19
9045,1,10,3,0,3,22
9046,1,1,7,2,2,2
9046,1,2,5,1,1,3
9046,1,3,7,0,1,4
9046,1,4,3,1,0,4
9046,1,5,5,0,5,9
9046,1,6,4,0,2,11
9046,1,7,4,2,3,14
9046,1,8,3,0,3,17
9046,1,9,6,1,0,17
9046,1,10,6,0,4,21
9047,1,1,7,1,7,7
9047,1,2,5,1,5,12
9047,1,3,4,3,4,16
9047,1,4,7,3,5,21
9047,1,5,3,0,2,23
9047,1,6,3,1,3,26
9047,1,7,6,1,6,32
9047,1,8,6,0,6,38
9047,1,9,4,0,3,41
9047,1,10,5,1,5,46
9048,1,1,3,0,3,3
9048,1,2,6,0,4,7
9048,1,3,5,2,4,11
9048,1,4,6,1,3,14
9048,1,5,7,2,2,16
9048,1,6,5,1,5,21
9048,1,7,7,0,7,28
9048,1,8,4,0,4,32
9048,1,9,4,1,4,36
9048,1,10,3,1,3,39
9049,1,1,3,0,2,2
9049,1,2,7,0,4,6
9049,1,3,4,0,2,8
9049,1,4,7,1,3,11
9049,1,5,6,1,0,11
9049,1,6,6,0,3,14
9049,1,7,5,0,5,19
9049,1,8,4,0,4,23
9049,1,9,5,0,4,27
9049,1,10,3,0,3,30
9050,1,1,5,0,5,5
9050,1,2,3,0,3,8
9050,1,3,3,0,3,11
9050,1,4,4,0,4,15
9050,1,5,4,0,4,19
9050,1,6,5,0,4,23
9050,1,7,6,0,6,29
9050,1,8,6,0,6,35
9050,1,9,7,1,7,42
9050,1,10,7,1,7,49
9051,1,1,5,0,5,5
9051,1,2,7,1,5,10
9051,1,3,5,1,5,15
9051,1,4,6,1,6,21
9051,1,5,7,2,7,28
9051,1,6,3,1,3,31
9051,1,7,4,0,3,34
9051,1,8,4,1,3,37
9051,1,9,3,1,2,39
9051,1,10,6,3,0,39
9052,1,1,6,1,4,4
9052,1,2,7,2,3,7
9052,1,3,7,1,4,11
9052,1,4,4,1,4,15
9052,1,5,4,1,4,19
9052,1,6,5,1,5,24
9052,1,7,3,0,2,26
9052,1,8,5,1,4,30
9052,1,9,6,0,6,36
9052,1,10,3,0,3,39
9053,1,1,4,0,4,4
9053,1,2,6,0,2,6
9053,1,3,4,0,3,9
9053,1,4,5,0,2,11
9053,1,5,6,1,3,14
9053,1,6,7,0,3,17
9053,1,7,5,0,4,21
9053,1,8,3,1,1,22
9053,1,9,3,0,3,25
9053,1,10,7,0,2,27
9054,1,1,7,1,5,5
9054,1,2,4,1,4,9
9054,1,3,5,1,3,12
9054,1,4,4,0,4,16
9054,1,5,3,0,3,19
9054,1,6,5,2,3,22
9054,1,7,3,0,3,25
9054,1,8,7,0,5,30
9054,1,9,6,1,6,36
9054,1,10,6,2,5,41
9055,1,1,3,0,3,3
9055,1,2,6,0,5,8
9055,1,3,5,1,2,10
9055,1,4,4,0,2,12
9055,1,5,7,2,5,17
9055,1,6,4,0,4,21
9055,1,7,6,1,3,24
9055,1,8,7,1,3,27
9055,1,9,3,0,3,30
9055,1,10,5,0,5,35
9056,1,1,3,0,3,3
9056,1,2,3,0,3,6
9056,1,3,6,0,3,9
9056,1,4,5,0,5,14
9056,1,5,5,1,5,19
9056,1,6,7,0,6,25
9056,1,7,6,1,3,28
9056,1,8,4,0,3,31
9056,1,9,7,2,7,38
9056,1,10,4,0,4,42
9057,1,1,6,0,4,4
9057,1,2,5,0,5,9
9057,1,3,7,0,3,12
9057,1,4,5,0,5,17
9057,1,5,4,0,3,20
9057,1,6,3,0,3,23
9057,1,7,6,0,5,28
9057,1,8,7,0,1,29
9057,1,9,4,1,4,33
9057,1,10,3,0,3,36
9058,1,1,3,0,2,2
9058,1,2,6,1,6,8
9058,1,3,5,0,5,13
9058,1,4,7,1,2,15
9058,1,5,5,0,3,18
9058,1,6,3,1,3,21
9058,1,7,4,0,4,25
9058,1,8,6,0,6,31
9058,1,9,7,0,4,35
9058,1,10,4,1,4,39
9059,1,1,4,0,4,4
9059,1,2,5,1,5,9
9059,1,3,6,0,3,12
9059,1,4,3,0,3,15
9059,1,5,4,0,2,17
9059,1,6,5,2,1,18
9059,1,7,7,2,4,22
9059,1,8,6,0,5,27
9059,1,9,3,0,3,30
9059,1,10,7,2,6,36
9060,1,1,5,0,5,5
9060,1,2,4,0,4,9
9060,1,3,5,1,3,12
9060,1,4,3,0,3,15
9060,1,5,3,0,3,18
9060,1,6,7,0,1,19
9060,1,7,6,0,6,25
9060,1,8,6,0,6,31
9060,1,9,7,0,5,36
9060,1,10,4,1,4,40
9061,1,1,3,0,3,3
9061,1,2,4,0,2,5
9061,1,3,4,0,4,9
9061,1,4,5,0,5,14
9061,1,5,5,0,5,19
9061,1,6,3,0,3,22
9061,1,7,6,0,4,26
9061,1,8,7,0,7,33
9061,1,9,6,0,5,38
9061,1,10,7,2,6,44
9062,1,1,3,0,3,3
9062,1,2,7,1,2,5
9062,1,3,6,1,6,11
9062,1,4,6,0,6,17
9062,1,5,4,0,4,21
9062,1,6,3,0,3,24
9062,1,7,5,2,2,26
9062,1,8,5,1,5,31
9062,1,9,7,0,3,34
9062,1,10,4,0,3,37
9063,1,1,6,0,2,2
9063,1,2,4,1,0,2
9063,1,3,3,0,3,5
9063,1,4,5,0,5,10
9063,1,5,3,2,2,12
9063,1,6,7,1,2,14
9063,1,7,4,1,2,16
9063,1,8,7,0,0,16
9063,1,9,5,0,2,18
9063,1,10,6,0,6,24
9066,1,1,4,0,4,4
9066,1,2,3,0,3,7
9066,1,3,6,0,4,11
9066,1,4,5,0,2,13
9066,1,5,4,0,4,17
9066,1,6,7,0,4,21
9066,1,7,3,0,1,22
9066,1,8,5,0,2,24
9066,1,9,6,0,4,28
9066,1,10,7,0,5,33
9067,1,1,6,0,6,6
9067,1,2,5,0,5,11
9067,1,3,4,1,4,15
9067,1,4,6,0,6,21
9067,1,5,3,0,3,24
9067,1,6,4,0,4,28
9067,1,7,7,0,7,35
9067,1,8,7,0,7,42
9067,1,9,5,0,5,47
9067,1,10,3,0,3,50
9068,1,1,7,0,2,2
9068,1,2,4,0,4,6
9068,1,3,5,0,5,11
9068,1,4,6,0,2,13
9068,1,5,3,0,3,16
9068,1,6,4,0,4,20
9068,1,7,3,0,3,23
9068,1,8,5,0,1,24
9068,1,9,7,1,4,28
9068,1,10,6,0,2,30
9069,1,1,5,0,5,5
9069,1,2,7,1,7,12
9069,1,3,6,0,4,16
9069,1,4,4,1,4,20
9069,1,5,3,0,3,23
9069,1,6,5,1,5,28
9069,1,7,6,1,6,34
9069,1,8,4,0,4,38
9069,1,9,3,0,3,41
9069,1,10,7,1,3,44
9070,1,1,3,0,3,3
9070,1,2,6,3,3,6
9070,1,3,5,1,1,7
9070,1,4,6,0,4,11
9070,1,5,4,0,4,15
9070,1,6,4,0,2,17
9070,1,7,5,3,5,22
9070,1,8,3,2,2,24
9070,1,9,7,1,7,31
9070,1,10,7,0,3,34
9071,1,1,7,1,3,3
9071,1,2,3,1,3,6
9071,1,3,6,0,3,9
9071,1,4,3,0,2,11
9071,1,5,4,1,4,15
9071,1,6,7,3,1,16
9071,1,7,5,0,5,21
9071,1,8,4,0,4,25
9071,1,9,6,0,6,31
9071,1,10,5,1,4,35
9072,1,1,7,1,4,4
9072,1,2,4,0,4,8
9072,1,3,5,0,4,12
9072,1,4,6,0,3,15
9072,1,5,7,0,2,17
9072,1,6,4,0,4,21
9072,1,7,3,1,3,24
9072,1,8,3,0,3,27
9072,1,9,5,2,5,32
9072,1,10,6,0,3,35
9073,1,1,6,0,2,2
9073,1,2,5,1,0,2
9073,1,3,7,0,0,2
9073,1,4,4,1,0,2
9073,1,5,3,0,0,2
9073,1,6,3,0,1,3
9073,1,7,5,1,0,3
9073,1,8,7,0,0,3
9073,1,9,4,1,0,3
9073,1,10,6,0,0,3
9074,1,1,3,0,3,3
9074,1,2,7,0,5,8
9074,1,3,5,1,2,10
9074,1,4,4,0,4,14
9074,1,5,6,0,6,20
9074,1,6,6,0,6,26
9074,1,7,4,0,4,30
9074,1,8,5,0,5,35
9074,1,9,3,0,3,38
9074,1,10,7,0,7,45
9077,1,1,4,0,4,4
9077,1,2,6,0,6,10
9077,1,3,3,1,3,13
9077,1,4,5,1,3,16
9077,1,5,4,0,4,20
9077,1,6,7,0,6,26
9077,1,7,5,0,5,31
9077,1,8,7,0,7,38
9077,1,9,6,2,6,44
9077,1,10,3,0,3,47
9078,1,1,3,1,3,3
9078,1,2,4,1,4,7
9078,1,3,3,1,3,10
9078,1,4,7,1,0,10
9078,1,5,5,0,3,13
9078,1,6,7,2,2,15
9078,1,7,5,0,0,15
9078,1,8,6,2,4,19
9078,1,9,6,1,0,19
9078,1,10,4,0,4,23
9079,1,1,7,0,5,5
9079,1,2,5,0,5,10
9079,1,3,6,1,5,15
9079,1,4,5,1,5,20
9079,1,5,3,1,2,22
9079,1,6,3,0,3,25
9079,1,7,6,0,4,29
9079,1,8,4,1,4,33
9079,1,9,7,0,7,40
9079,1,10,4,0,4,44
9080,1,1,7,1,3,3
9080,1,2,7,1,1,4
9080,1,3,5,0,5,9
9080,1,4,3,2,2,11
9080,1,5,6,0,2,13
9080,1,6,4,1,4,17
9080,1,7,4,0,4,21
9080,1,8,5,1,3,24
9080,1,9,6,1,3,27
9080,1,10,3,1,3,30
9081,1,1,5,0,5,5
9081,1,2,3,2,3,8
9081,1,3,5,1,5,13
9081,1,4,7,1,3,16
9081,1,5,7,1,7,23
9081,1,6,6,0,3,26
9081,1,7,6,1,6,32
9081,1,8,4,2,4,36
9081,1,9,3,0,2,38
9081,1,10,4,0,4,42
9082,1,1,3,0,3,3
9082,1,2,6,0,2,5
9082,1,3,4,0,4,9
9082,1,4,5,0,1,10
9082,1,5,4,0,4,14
9082,1,6,7,2,0,14
9082,1,7,5,0,4,18
9082,1,8,6,0,3,21
9082,1,9,3,0,3,24
9082,1,10,7,2,2,26
9083,1,1,4,0,4,4
9083,1,2,7,2,6,10
9083,1,3,3,0,3,13
9083,1,4,6,1,3,16
9083,1,5,4,0,4,20
9083,1,6,5,1,5,25
9083,1,7,5,2,2,27
9083,1,8,6,1,3,30
9083,1,9,7,2,7,37
9083,1,10,3,0,1,38
9084,1,1,6,0,3,3
9084,1,2,6,2,4,7
9084,1,3,4,0,0,7
9084,1,4,7,1,3,10
9084,1,5,3,0,3,13
9084,1,6,7,1,6,19
9084,1,7,5,1,3,22
9084,1,8,3,1,3,25
9084,1,9,4,0,4,29
9084,1,10,5,0,5,34
9085,1,1,7,0,4,4
9085,1,2,5,0,2,6
9085,1,3,6,1,3,9
9085,1,4,3,2,3,12
9085,1,5,4,1,3,15
9085,1,6,3,1,1,16
9085,1,7,5,1,4,20
9085,1,8,4,1,3,23
9085,1,9,6,0,0,23
9085,1,10,7,2,5,28
9086,1,1,3,0,3,3
9086,1,2,5,1,5,8
9086,1,3,6,0,6,14
9086,1,4,4,0,4,18
9086,1,5,7,0,5,23
9086,1,6,4,0,4,27
9086,1,7,6,0,6,33
9086,1,8,5,0,5,38
9086,1,9,7,1,7,45
9086,1,10,3,0,3,48
9087,1,1,6,2,1,1
9087,1,2,3,0,3,4
9087,1,3,5,0,5,9
9087,1,4,3,2,3,12
9087,1,5,6,0,6,18
9087,1,6,4,1,4,22
9087,1,7,7,1,4,26
9087,1,8,4,1,4,30
9087,1,9,5,1,5,35
9087,1,10,7,0,6,41
9088,1,1,5,1,2,2
9088,1,2,6,0,0,2
9088,1,3,6,0,0,2
9088,1,4,7,2,0,2
9088,1,5,3,0,3,5
9088,1,6,5,0,3,8
9088,1,7,4,0,4,12
9088,1,8,7,0,4,16
9088,1,9,4,1,4,20
9088,1,10,3,0,2,22
9089,1,1,7,0,7,7
9089,1,2,4,0,4,11
9089,1,3,3,0,3,14
9089,1,4,7,0,0,14
9089,1,5,3,0,3,17
9089,1,6,5,1,1,18
9089,1,7,4,1,1,19
9089,1,8,6,0,0,19
9089,1,9,6,1,0,19
9089,1,10,5,0,0,19
9090,1,1,6,0,5,5
9090,1,2,5,0,5,10
9090,1,3,3,0,3,13
9090,1,4,5,2,3,16
9090,1,5,4,0,4,20
9090,1,6,7,0,5,25
9090,1,7,4,0,4,29
9090,1,8,6,1,2,31
9090,1,9,7,0,5,36
9090,1,10,3,0,3,39
9091,1,1,3,1,1,1
9091,1,2,6,0,6,7
9091,1,3,7,1,4,11
9091,1,4,5,0,5,16
9091,1,5,7,1,7,23
9091,1,6,4,1,4,27
9091,1,7,6,1,6,33
9091,1,8,4,0,4,37
9091,1,9,3,0,1,38
9091,1,10,5,1,4,42
9092,1,1,7,1,2,2
9092,1,2,3,0,2,4
9092,1,3,4,0,2,6
9092,1,4,6,2,1,7
9092,1,5,6,0,2,9
9092,1,6,5,0,2,11
9092,1,7,5,0,1,12
9092,1,8,7,2,2,14
9092,1,9,3,0,2,16
9092,1,10,4,0,4,20
9093,1,1,4,2,4,4
9093,1,2,5,1,5,9
9093,1,3,6,1,5,14
9093,1,4,3,1,3,17
9093,1,5,6,2,4,21
9093,1,6,7,1,5,26
9093,1,7,5,0,5,31
9093,1,8,7,2,6,37
9093,1,9,4,0,4,41
9093,1,10,3,1,3,44
9094,1,1,4,1,4,4
9094,1,2,6,2,2,6
9094,1,3,6,1,6,12
9094,1,4,3,0,3,15
9094,1,5,5,0,5,20
9094,1,6,4,2,4,24
9094,1,7,5,1,4,28
9094,1,8,7,0,2,30
9094,1,9,7,0,0,30
9094,1,10,3,0,3,33
9095,1,1,7,1,3,3
9095,1,2,7,2,4,7
9095,1,3,4,0,4,11
9095,1,4,5,1,5,16
9095,1,5,4,0,2,18
9095,1,6,6,1,1,19
9095,1,7,5,1,3,22
9095,1,8,3,1,0,22
9095,1,9,6,3,0,22
9095,1,10,3,3,3,25
9096,1,1,6,1,6,6
9096,1,2,3,0,3,9
9096,1,3,4,1,3,12
9096,1,4,7,4,1,13
9096,1,5,3,0,3,16
9096,1,6,4,1,0,16
9096,1,7,5,1,5,21
9096,1,8,5,1,2,23
9096,1,9,6,1,0,23
9096,1,10,7,1,5,28
9097,1,1,3,2,3,3
9097,1,2,3,1,1,4
9097,1,3,5,0,5,9
9097,1,4,4,0,4,13
9097,1,5,7,2,3,16
9097,1,6,6,1,1,17
9097,1,7,5,1,3,20
9097,1,8,6,0,4,24
9097,1,9,4,1,2,26
9097,1,10,7,2,2,28
9099,1,1,3,0,3,3
9099,1,2,3,0,3,6
9099,1,3,6,0,4,10
9099,1,4,4,0,4,14
9099,1,5,7,0,6,20
9099,1,6,6,0,6,26
9099,1,7,5,0,5,31
9099,1,8,7,0,4,35
9099,1,9,5,0,5,40
9099,1,10,4,0,4,44
9100,1,1,3,0,2,2
9100,1,2,7,0,4,6
9100,1,3,4,0,4,10
9100,1,4,7,0,0,10
9100,1,5,6,0,2,12
9100,1,6,4,0,4,16
9100,1,7,5,0,1,17
9100,1,8,3,0,1,18
9100,1,9,6,0,4,22
