subject,session,block,list,setsize,matherrors,lettertotal,ospantotal,motivation,alertness
9012,1,realblock,4,5,1,4,15,NA,NA
9012,1,realblock,5,3,0,3,18,NA,NA
9012,1,realblock,6,7,0,0,18,NA,NA
9012,1,realblock,7,6,1,3,21,NA,NA
9012,1,realblock,8,6,0,3,24,NA,NA
9012,1,realblock,9,5,1,2,26,NA,NA
9012,1,realblock,10,3,0,3,29,NA,NA
9013,1,realblock,1,7,0,7,7,NA,NA
9013,1,realblock,2,3,0,3,10,NA,NA
9013,1,realblock,3,4,0,4,14,NA,NA
9013,1,realblock,4,3,1,3,17,NA,NA
9013,1,realblock,5,4,0,3,20,NA,NA
9013,1,realblock,6,5,1,5,25,NA,NA
9013,1,realblock,7,6,0,6,31,NA,NA
9013,1,realblock,8,7,1,0,31,NA,NA
9013,1,realblock,9,5,1,5,36,NA,NA
9013,1,realblock,10,6,0,6,42,NA,NA
9014,1,realblock,1,3,1,1,1,NA,NA
9014,1,realblock,2,7,2,6,7,NA,NA
9014,1,realblock,3,6,1,2,9,NA,NA
9014,1,realblock,4,3,1,3,12,NA,NA
9014,1,realblock,5,4,0,4,16,NA,NA
9014,1,realblock,6,4,2,4,20,NA,NA
9014,1,realblock,7,5,2,3,23,NA,NA
9014,1,realblock,8,6,2,4,27,NA,NA
9014,1,realblock,9,5,0,4,31,NA,NA
9014,1,realblock,10,7,2,6,37,NA,NA
9015,1,realblock,1,5,0,5,5,NA,NA
9015,1,realblock,2,7,1,3,8,NA,NA
9015,1,realblock,3,4,0,4,12,NA,NA
9015,1,realblock,4,4,0,4,16,NA,NA
9015,1,realblock,5,5,0,5,21,NA,NA
9015,1,realblock,6,3,0,3,24,NA,NA
9015,1,realblock,7,7,1,5,29,NA,NA
9015,1,realblock,8,6,0,3,32,NA,NA
9015,1,realblock,9,3,0,3,35,NA,NA
9015,1,realblock,10,6,1,6,41,NA,NA
9016,1,realblock,1,7,0,6,6,NA,NA
9016,1,realblock,2,4,1,4,10,NA,NA
9016,1,realblock,3,3,0,2,12,NA,NA
9016,1,realblock,4,5,1,5,17,NA,NA
9016,1,realblock,5,4,0,4,21,NA,NA
9016,1,realblock,6,5,1,1,22,NA,NA
9016,1,realblock,7,6,0,6,28,NA,NA
9016,1,realblock,8,3,0,3,31,NA,NA
9016,1,realblock,9,6,0,4,35,NA,NA
9016,1,realblock,10,7,1,7,42,NA,NA
9017,1,realblock,1,4,0,4,4,NA,NA
9017,1,realblock,2,6,0,6,10,NA,NA
9017,1,realblock,3,6,0,4,14,NA,NA
9017,1,realblock,4,3,2,3,17,NA,NA
9017,1,realblock,5,7,1,7,24,NA,NA
9017,1,realblock,6,3,0,3,27,NA,NA
9017,1,realblock,7,5,0,5,32,NA,NA
9017,1,realblock,8,4,1,4,36,NA,NA
9017,1,realblock,9,7,0,7,43,NA,NA
9017,1,realblock,10,5,0,5,48,NA,NA
9018,1,realblock,1,7,0,7,7,NA,NA
9018,1,realblock,2,7,0,7,14,NA,NA
9018,1,realblock,3,3,0,3,17,NA,NA
9018,1,realblock,4,5,0,5,22,NA,NA
9018,1,realblock,5,6,0,6,28,NA,NA
9018,1,realblock,6,4,1,4,32,NA,NA
9018,1,realblock,7,6,2,2,34,NA,NA
9018,1,realblock,8,4,1,4,38,NA,NA
9018,1,realblock,9,5,0,5,43,NA,NA
9018,1,realblock,10,3,0,3,46,NA,NA
9019,1,realblock,1,3,0,3,3,NA,NA
9019,1,realblock,2,7,2,3,6,NA,NA
9019,1,realblock,3,3,1,1,7,NA,NA
9019,1,realblock,4,6,0,0,7,NA,NA
9019,1,realblock,5,5,0,3,10,NA,NA
9019,1,realblock,6,5,0,4,14,NA,NA
9019,1,realblock,7,4,1,4,18,NA,NA
9019,1,realblock,8,6,0,2,20,NA,NA
9019,1,realblock,9,4,0,4,24,NA,NA
9019,1,realblock,10,7,1,4,28,NA,NA
9020,1,realblock,1,7,1,2,2,NA,NA
9020,1,realblock,2,7,1,4,6,NA,NA
9020,1,realblock,3,3,0,3,9,NA,NA
9020,1,realblock,4,6,1,2,11,NA,NA
9020,1,realblock,5,6,1,3,14,NA,NA
9020,1,realblock,6,3,0,3,17,NA,NA
9020,1,realblock,7,4,1,4,21,NA,NA
9020,1,realblock,8,4,1,0,21,NA,NA
9020,1,realblock,9,5,2,1,22,NA,NA
9020,1,realblock,10,5,0,0,22,NA,NA
9021,1,realblock,1,3,1,3,3,NA,NA
9021,1,realblock,2,4,0,4,7,NA,NA
9021,1,realblock,3,6,1,6,13,NA,NA
9021,1,realblock,4,7,0,7,20,NA,NA
9021,1,realblock,5,6,0,6,26,NA,NA
9021,1,realblock,6,5,0,5,31,NA,NA
9021,1,realblock,7,7,1,7,38,NA,NA
9021,1,realblock,8,4,0,4,42,NA,NA
9021,1,realblock,9,5,1,5,47,NA,NA
9021,1,realblock,10,3,2,3,50,NA,NA
9022,1,realblock,1,7,2,3,3,NA,NA
9022,1,realblock,2,5,0,2,5,NA,NA
9022,1,realblock,3,7,2,3,8,NA,NA
9022,1,realblock,4,3,1,3,11,NA,NA
9022,1,realblock,5,6,0,4,15,NA,NA
9022,1,realblock,6,3,1,3,18,NA,NA
9022,1,realblock,7,4,0,4,22,NA,NA
9022,1,realblock,8,6,0,5,27,NA,NA
9022,1,realblock,9,4,1,4,31,NA,NA
9022,1,realblock,10,5,0,2,33,NA,NA
9023,1,realblock,1,4,0,4,4,NA,NA
9023,1,realblock,2,7,0,7,11,NA,NA
9023,1,realblock,3,6,0,6,17,NA,NA
9023,1,realblock,4,7,1,3,20,NA,NA
9023,1,realblock,5,3,1,3,23,NA,NA
9023,1,realblock,6,5,1,5,28,NA,NA
9023,1,realblock,7,4,1,4,32,NA,NA
9023,1,realblock,8,6,1,5,37,NA,NA
9023,1,realblock,9,3,0,3,40,NA,NA
9023,1,realblock,10,5,1,5,45,NA,NA
9024,1,realblock,1,6,0,6,6,NA,NA
9024,1,realblock,2,3,0,3,9,NA,NA
9024,1,realblock,3,6,1,3,12,NA,NA
9024,1,realblock,4,7,1,5,17,NA,NA
9024,1,realblock,5,4,2,4,21,NA,NA
9024,1,realblock,6,3,0,3,24,NA,NA
9024,1,realblock,7,5,1,5,29,NA,NA
9024,1,realblock,8,4,2,4,33,NA,NA
9024,1,realblock,9,5,0,5,38,NA,NA
9024,1,realblock,10,7,1,7,45,NA,NA
9025,1,realblock,1,3,0,3,3,NA,NA
9025,1,realblock,2,7,0,4,7,NA,NA
9025,1,realblock,3,4,0,4,11,NA,NA
9025,1,realblock,4,7,1,7,18,NA,NA
9025,1,realblock,5,5,0,5,23,NA,NA
9025,1,realblock,6,5,0,5,28,NA,NA
9025,1,realblock,7,6,0,6,34,NA,NA
9025,1,realblock,8,4,0,4,38,NA,NA
9025,1,realblock,9,3,0,3,41,NA,NA
9025,1,realblock,10,6,0,6,47,NA,NA
9026,1,realblock,1,6,1,4,4,NA,NA
9026,1,realblock,2,5,1,5,9,NA,NA
9026,1,realblock,3,3,0,3,12,NA,NA
9026,1,realblock,4,4,0,4,16,NA,NA
9026,1,realblock,5,6,0,6,22,NA,NA
9026,1,realblock,6,7,0,6,28,NA,NA
9026,1,realblock,7,7,0,4,32,NA,NA
9026,1,realblock,8,3,1,1,33,NA,NA
9026,1,realblock,9,5,0,5,38,NA,NA
9026,1,realblock,10,4,1,4,42,NA,NA
9027,1,realblock,1,3,1,1,1,NA,NA
9027,1,realblock,2,5,0,5,6,NA,NA
9027,1,realblock,3,6,0,6,12,NA,NA
9027,1,realblock,4,7,0,7,19,NA,NA
9027,1,realblock,5,7,0,6,25,NA,NA
9027,1,realblock,6,3,2,3,28,NA,NA
9027,1,realblock,7,6,1,6,34,NA,NA
9027,1,realblock,8,4,0,4,38,NA,NA
9027,1,realblock,9,4,0,4,42,NA,NA
9027,1,realblock,10,5,0,5,47,NA,NA
9028,1,realblock,1,6,0,6,6,NA,NA
9028,1,realblock,2,6,0,5,11,NA,NA
9028,1,realblock,3,3,1,3,14,NA,NA
9028,1,realblock,4,7,1,3,17,NA,NA
9028,1,realblock,5,4,0,4,21,NA,NA
9028,1,realblock,6,4,0,4,25,NA,NA
9028,1,realblock,7,7,0,5,30,NA,NA
9028,1,realblock,8,5,0,5,35,NA,NA
9028,1,realblock,9,3,0,3,38,NA,NA
9028,1,realblock,10,5,1,5,43,NA,NA
9029,1,realblock,1,5,2,2,2,NA,NA
9029,1,realblock,2,6,1,4,6,NA,NA
9029,1,realblock,3,4,0,4,10,NA,NA
9029,1,realblock,4,5,1,5,15,NA,NA
9029,1,realblock,5,4,1,0,15,NA,NA
9029,1,realblock,6,7,2,1,16,NA,NA
9029,1,realblock,7,3,1,1,17,NA,NA
9029,1,realblock,8,3,1,3,20,NA,NA
9029,1,realblock,9,7,1,2,22,NA,NA
9029,1,realblock,10,6,3,2,24,NA,NA
9030,1,realblock,1,5,2,3,3,NA,NA
9030,1,realblock,2,7,0,3,6,NA,NA
9030,1,realblock,3,4,1,3,9,NA,NA
9030,1,realblock,4,4,0,4,13,NA,NA
9030,1,realblock,5,7,0,4,17,NA,NA
9030,1,realblock,6,5,0,1,18,NA,NA
9030,1,realblock,7,3,0,3,21,NA,NA
9030,1,realblock,8,6,0,1,22,NA,NA
9030,1,realblock,9,3,0,3,25,NA,NA
9030,1,realblock,10,6,2,3,28,NA,NA
9031,1,realblock,1,5,1,5,5,NA,NA
9031,1,realblock,2,5,1,5,10,NA,NA
9031,1,realblock,3,7,1,5,15,NA,NA
9031,1,realblock,4,6,1,6,21,NA,NA
9031,1,realblock,5,7,0,5,26,NA,NA
9031,1,realblock,6,4,1,2,28,NA,NA
9031,1,realblock,7,4,1,4,32,NA,NA
9031,1,realblock,8,6,0,0,32,NA,NA
9031,1,realblock,9,3,1,3,35,NA,NA
9031,1,realblock,10,3,0,2,37,NA,NA
9033,1,realblock,1,6,0,4,4,NA,NA
9033,1,realblock,2,6,1,6,10,NA,NA
9033,1,realblock,3,3,0,3,13,NA,NA
9033,1,realblock,4,5,0,5,18,NA,NA
9033,1,realblock,5,7,0,7,25,NA,NA
9033,1,realblock,6,3,0,3,28,NA,NA
9033,1,realblock,7,4,0,4,32,NA,NA
9033,1,realblock,8,7,0,7,39,NA,NA
9033,1,realblock,9,5,0,5,44,NA,NA
9033,1,realblock,10,4,0,4,48,NA,NA
9034,1,realblock,1,5,0,5,5,NA,NA
9034,1,realblock,2,3,0,3,8,NA,NA
9034,1,realblock,3,5,2,2,10,NA,NA
9034,1,realblock,4,3,0,3,13,NA,NA
9034,1,realblock,5,4,0,4,17,NA,NA
9034,1,realblock,6,6,0,4,21,NA,NA
9034,1,realblock,7,7,0,4,25,NA,NA
9034,1,realblock,8,4,0,4,29,NA,NA
9034,1,realblock,9,7,0,4,33,NA,NA
9034,1,realblock,10,6,0,1,34,NA,NA
9035,1,realblock,1,4,1,0,0,NA,NA
9035,1,realblock,2,6,3,4,4,NA,NA
9035,1,realblock,3,5,0,3,7,NA,NA
9035,1,realblock,4,7,1,7,14,NA,NA
9035,1,realblock,5,7,0,7,21,NA,NA
9035,1,realblock,6,5,1,5,26,NA,NA
9035,1,realblock,7,3,0,3,29,NA,NA
9035,1,realblock,8,4,1,1,30,NA,NA
9035,1,realblock,9,3,1,3,33,NA,NA
9035,1,realblock,10,6,0,6,39,NA,NA
9036,1,realblock,1,5,0,5,5,NA,NA
9036,1,realblock,2,4,0,4,9,NA,NA
9036,1,realblock,3,6,2,6,15,NA,NA
9036,1,realblock,4,7,1,7,22,NA,NA
9036,1,realblock,5,4,0,4,26,NA,NA
9036,1,realblock,6,6,1,6,32,NA,NA
9036,1,realblock,7,7,0,7,39,NA,NA
9036,1,realblock,8,5,0,5,44,NA,NA
9036,1,realblock,9,3,0,3,47,NA,NA
9036,1,realblock,10,3,0,3,50,NA,NA
9037,1,realblock,1,7,1,7,7,NA,NA
9037,1,realblock,2,4,2,4,11,NA,NA
9037,1,realblock,3,3,0,3,14,NA,NA
9037,1,realblock,4,6,1,6,20,NA,NA
9037,1,realblock,5,3,1,3,23,NA,NA
9037,1,realblock,6,4,0,4,27,NA,NA
9037,1,realblock,7,5,1,5,32,NA,NA
9037,1,realblock,8,5,1,3,35,NA,NA
9037,1,realblock,9,7,0,7,42,NA,NA
9037,1,realblock,10,6,1,6,48,NA,NA
9039,1,realblock,1,3,2,3,3,NA,NA
9039,1,realblock,2,4,0,3,6,NA,NA
9039,1,realblock,3,3,0,3,9,NA,NA
9039,1,realblock,4,6,1,2,11,NA,NA
9039,1,realblock,5,5,0,5,16,NA,NA
9039,1,realblock,6,6,2,1,17,NA,NA
9039,1,realblock,7,7,0,5,22,NA,NA
9039,1,realblock,8,4,0,2,24,NA,NA
9039,1,realblock,9,7,2,3,27,NA,NA
9039,1,realblock,10,5,0,5,32,NA,NA
9041,1,realblock,1,7,0,7,7,NA,NA
9041,1,realblock,2,4,1,4,11,NA,NA
9041,1,realblock,3,3,0,3,14,NA,NA
9041,1,realblock,4,6,2,6,20,NA,NA
9041,1,realblock,5,6,2,3,23,NA,NA
9041,1,realblock,6,7,2,3,26,NA,NA
9041,1,realblock,7,5,1,5,31,NA,NA
9041,1,realblock,8,3,0,3,34,NA,NA
9041,1,realblock,9,5,1,4,38,NA,NA
9041,1,realblock,10,4,0,4,42,NA,NA
9042,1,realblock,1,6,0,2,2,NA,NA
9042,1,realblock,2,7,1,4,6,NA,NA
9042,1,realblock,3,3,0,3,9,NA,NA
9042,1,realblock,4,4,0,4,13,NA,NA
9042,1,realblock,5,3,1,3,16,NA,NA
9042,1,realblock,6,7,0,3,19,NA,NA
9042,1,realblock,7,6,0,3,22,NA,NA
9042,1,realblock,8,5,0,2,24,NA,NA
9042,1,realblock,9,5,0,2,26,NA,NA
9042,1,realblock,10,4,0,4,30,NA,NA
9043,1,realblock,1,4,1,4,4,NA,NA
9043,1,realblock,2,6,0,6,10,NA,NA
9043,1,realblock,3,5,0,4,14,NA,NA
9043,1,realblock,4,3,0,3,17,NA,NA
9043,1,realblock,5,7,0,7,24,NA,NA
9043,1,realblock,6,6,0,6,30,NA,NA
9043,1,realblock,7,7,0,7,37,NA,NA
9043,1,realblock,8,4,0,4,41,NA,NA
9043,1,realblock,9,5,1,5,46,NA,NA
9043,1,realblock,10,3,0,3,49,NA,NA
9044,1,realblock,1,3,0,3,3,NA,NA
9044,1,realblock,2,6,1,2,5,NA,NA
9044,1,realblock,3,5,0,1,6,NA,NA
9044,1,realblock,4,5,0,0,6,NA,NA
9044,1,realblock,5,4,0,0,6,NA,NA
9044,1,realblock,6,4,0,0,6,NA,NA
9044,1,realblock,7,3,1,1,7,NA,NA
9044,1,realblock,8,7,0,5,12,NA,NA
9044,1,realblock,9,7,1,0,12,NA,NA
9044,1,realblock,10,6,1,5,17,NA,NA
9045,1,realblock,1,5,0,5,5,NA,NA
9045,1,realblock,2,4,0,4,9,NA,NA
9045,1,realblock,3,3,1,3,12,NA,NA
9045,1,realblock,4,5,1,3,15,NA,NA
9045,1,realblock,5,7,0,3,18,NA,NA
9045,1,realblock,6,4,0,4,22,NA,NA
9045,1,realblock,7,3,1,0,22,NA,NA
9045,1,realblock,8,6,0,3,25,NA,NA
9045,1,realblock,9,7,1,2,27,NA,NA
9045,1,realblock,10,6,1,3,30,NA,NA
9046,1,realblock,1,6,0,6,6,NA,NA
9046,1,realblock,2,5,0,5,11,NA,NA
9046,1,realblock,3,6,0,4,15,NA,NA
9046,1,realblock,4,5,0,4,19,NA,NA
9046,1,realblock,5,7,0,5,24,NA,NA
9046,1,realblock,6,3,1,3,27,NA,NA
9046,1,realblock,7,4,1,3,30,NA,NA
9046,1,realblock,8,7,2,3,33,NA,NA
9046,1,realblock,9,4,1,4,37,NA,NA
9046,1,realblock,10,3,1,0,37,NA,NA
9047,1,realblock,1,7,2,3,3,NA,NA
9047,1,realblock,2,3,0,3,6,NA,NA
9047,1,realblock,3,5,0,5,11,NA,NA
9047,1,realblock,4,4,0,3,14,NA,NA
9047,1,realblock,5,7,1,7,21,NA,NA
9047,1,realblock,6,6,0,6,27,NA,NA
9047,1,realblock,7,5,0,5,32,NA,NA
9047,1,realblock,8,4,0,4,36,NA,NA
9047,1,realblock,9,3,0,3,39,NA,NA
9047,1,realblock,10,6,0,4,43,NA,NA
9048,1,realblock,1,5,0,5,5,NA,NA
9048,1,realblock,2,3,0,3,8,NA,NA
9048,1,realblock,3,4,0,4,12,NA,NA
9048,1,realblock,4,3,0,3,15,NA,NA
9048,1,realblock,5,7,1,7,22,NA,NA
9048,1,realblock,6,7,0,7,29,NA,NA
9048,1,realblock,7,6,0,6,35,NA,NA
9048,1,realblock,8,6,4,4,39,NA,NA
9048,1,realblock,9,4,2,4,43,NA,NA
9048,1,realblock,10,5,0,5,48,NA,NA
9049,1,realblock,1,7,2,5,5,NA,NA
9049,1,realblock,2,6,1,2,7,NA,NA
9049,1,realblock,3,4,0,4,11,NA,NA
9049,1,realblock,4,3,0,3,14,NA,NA
9049,1,realblock,5,3,0,3,17,NA,NA
9049,1,realblock,6,5,2,4,21,NA,NA
9049,1,realblock,7,5,0,5,26,NA,NA
9049,1,realblock,8,6,0,6,32,NA,NA
9049,1,realblock,9,7,1,7,39,NA,NA
9049,1,realblock,10,4,0,4,43,NA,NA
9050,1,realblock,1,6,0,6,6,NA,NA
9050,1,realblock,2,7,0,7,13,NA,NA
9050,1,realblock,3,7,1,7,20,NA,NA
9050,1,realblock,4,5,1,5,25,NA,NA
9050,1,realblock,5,5,3,0,25,NA,NA
9050,1,realblock,6,3,0,3,28,NA,NA
9050,1,realblock,7,6,2,2,30,NA,NA
9050,1,realblock,8,4,0,4,34,NA,NA
9050,1,realblock,9,3,1,3,37,NA,NA
9050,1,realblock,10,4,1,4,41,NA,NA
9051,1,realblock,1,3,1,3,3,NA,NA
9051,1,realblock,2,6,2,1,4,NA,NA
9051,1,realblock,3,4,0,4,8,NA,NA
9051,1,realblock,4,5,0,5,13,NA,NA
9051,1,realblock,5,3,0,3,16,NA,NA
9051,1,realblock,6,4,1,4,20,NA,NA
9051,1,realblock,7,7,2,4,24,NA,NA
9051,1,realblock,8,6,0,6,30,NA,NA
9051,1,realblock,9,5,1,5,35,NA,NA
9051,1,realblock,10,7,0,7,42,NA,NA
9052,1,realblock,1,3,2,0,0,NA,NA
9052,1,realblock,2,3,0,3,3,NA,NA
9052,1,realblock,3,6,1,5,8,NA,NA
9052,1,realblock,4,7,0,3,11,NA,NA
9052,1,realblock,5,4,0,4,15,NA,NA
9052,1,realblock,6,5,1,5,20,NA,NA
9052,1,realblock,7,7,1,1,21,NA,NA
9052,1,realblock,8,5,0,5,26,NA,NA
9052,1,realblock,9,6,0,6,32,NA,NA
9052,1,realblock,10,4,0,4,36,NA,NA
9053,1,realblock,1,5,0,3,3,NA,NA
9053,1,realblock,2,5,1,2,5,NA,NA
9053,1,realblock,3,4,0,4,9,NA,NA
9053,1,realblock,4,6,1,2,11,NA,NA
9053,1,realblock,5,3,0,3,14,NA,NA
9053,1,realblock,6,7,1,5,19,NA,NA
9053,1,realblock,7,4,1,2,21,NA,NA
9053,1,realblock,8,6,1,6,27,NA,NA
9053,1,realblock,9,7,1,5,32,NA,NA
9053,1,realblock,10,3,1,3,35,NA,NA
9054,1,realblock,1,7,0,3,3,NA,NA
9054,1,realblock,2,7,1,4,7,NA,NA
9054,1,realblock,3,3,0,3,10,NA,NA
9054,1,realblock,4,3,1,2,12,NA,NA
9054,1,realblock,5,4,1,4,16,NA,NA
9054,1,realblock,6,6,1,4,20,NA,NA
9054,1,realblock,7,4,0,4,24,NA,NA
9054,1,realblock,8,5,0,3,27,NA,NA
9054,1,realblock,9,5,0,5,32,NA,NA
9054,1,realblock,10,6,1,4,36,NA,NA
9055,1,realblock,1,6,1,3,3,NA,NA
9055,1,realblock,2,7,2,0,3,NA,NA
9055,1,realblock,3,4,0,4,7,NA,NA
9055,1,realblock,4,6,1,4,11,NA,NA
9055,1,realblock,5,3,0,1,12,NA,NA
9055,1,realblock,6,5,1,3,15,NA,NA
9055,1,realblock,7,5,0,5,20,NA,NA
9055,1,realblock,8,4,0,4,24,NA,NA
9055,1,realblock,9,3,0,1,25,NA,NA
9055,1,realblock,10,7,2,1,26,NA,NA
9056,1,realblock,1,7,0,3,3,NA,NA
9056,1,realblock,2,6,1,1,4,NA,NA
9056,1,realblock,3,7,0,5,9,NA,NA
9056,1,realblock,4,4,0,4,13,NA,NA
9056,1,realblock,5,5,0,5,18,NA,NA
9056,1,realblock,6,6,0,3,21,NA,NA
9056,1,realblock,7,5,0,5,26,NA,NA
9056,1,realblock,8,3,0,3,29,NA,NA
9056,1,realblock,9,3,1,3,32,NA,NA
9056,1,realblock,10,4,1,4,36,NA,NA
9057,1,realblock,1,7,2,0,0,NA,NA
9057,1,realblock,2,4,0,4,4,NA,NA
9057,1,realblock,3,4,1,4,8,NA,NA
9057,1,realblock,4,3,1,3,11,NA,NA
9057,1,realblock,5,5,2,2,13,NA,NA
9057,1,realblock,6,6,1,0,13,NA,NA
9057,1,realblock,7,3,0,3,16,NA,NA
9057,1,realblock,8,7,3,4,20,NA,NA
9057,1,realblock,9,6,0,6,26,NA,NA
9057,1,realblock,10,5,1,5,31,NA,NA
9058,1,realblock,1,5,2,1,1,NA,NA
9058,1,realblock,2,4,1,4,5,NA,NA
9058,1,realblock,3,3,0,3,8,NA,NA
9058,1,realblock,4,7,2,2,10,NA,NA
9058,1,realblock,5,4,0,4,14,NA,NA
9058,1,realblock,6,6,1,6,20,NA,NA
9058,1,realblock,7,6,1,6,26,NA,NA
9058,1,realblock,8,7,1,3,29,NA,NA
9058,1,realblock,9,3,0,3,32,NA,NA
9058,1,realblock,10,5,0,5,37,NA,NA
9059,1,realblock,1,3,0,1,1,NA,NA
9059,1,realblock,2,3,1,3,4,NA,NA
9059,1,realblock,3,5,2,1,5,NA,NA
9059,1,realblock,4,4,1,0,5,NA,NA
9059,1,realblock,5,6,3,0,5,NA,NA
9059,1,realblock,6,6,1,0,5,NA,NA
9059,1,realblock,7,4,0,4,9,NA,NA
9059,1,realblock,8,5,0,1,10,NA,NA
9059,1,realblock,9,7,2,1,11,NA,NA
9059,1,realblock,10,7,2,1,12,NA,NA
9060,1,realblock,1,6,0,6,6,NA,NA
9060,1,realblock,2,4,0,4,10,NA,NA
9060,1,realblock,3,7,0,7,17,NA,NA
9060,1,realblock,4,3,0,3,20,NA,NA
9060,1,realblock,5,7,0,5,25,NA,NA
9060,1,realblock,6,5,0,5,30,NA,NA
