sub session blk trl stim cond acc rt
11 1 2 64 0 2 1 0.66506
11 1 2 65 0 2 1 0.93154
11 1 2 67 0 2 1 0.94126
11 1 2 69 0 2 1 0.56978
11 1 2 70 0 1 1 0.74688
11 1 2 73 0 2 1 0.64865
11 1 2 74 0 1 1 0.67503
11 1 2 75 0 2 1 0.84423
11 1 2 76 0 2 1 0.68398
11 1 2 77 0 2 1 0.98959
11 1 2 79 0 2 1 0.51026
11 1 2 80 0 2 1 0.93954
11 1 2 81 0 2 1 0.79018
11 1 2 83 0 2 1 0.55043
11 1 2 85 0 1 1 0.62431
11 1 2 88 0 1 1 0.61818
11 1 2 89 0 1 1 0.85869
11 1 2 91 0 1 1 1.2395
11 1 2 92 0 1 1 0.96953
11 1 2 94 0 2 1 0.92849
11 1 2 95 0 2 1 1.0002
11 1 2 96 0 1 1 0.83454
11 1 2 97 0 1 1 0.73795
11 1 2 98 0 2 1 0.70166
11 1 2 99 0 2 1 0.88105
11 1 2 101 0 1 1 0.97937
11 1 2 102 0 2 1 1.0057
11 1 2 103 0 2 1 1.0824
11 1 2 104 0 1 1 0.62682
11 1 2 105 0 2 1 0.72415
11 1 2 106 0 1 1 0.86437
11 1 2 107 0 1 1 0.53658
11 1 2 108 0 1 1 0.7046
11 1 2 111 0 1 1 0.99949
11 1 2 112 0 2 1 0.62544
11 1 2 113 0 2 1 0.58021
11 1 2 114 0 2 1 0.6424
11 1 2 118 0 2 1 1.2875
11 1 2 121 0 2 1 0.75237
11 1 2 122 0 1 1 0.57947
11 1 2 123 0 1 1 0.86816
11 1 2 124 0 1 1 0.49768
11 1 2 127 0 1 1 0.93396
11 1 2 128 0 1 1 0.82372
11 1 2 129 0 1 1 0.81408
11 1 2 131 0 2 1 0.90202
11 1 2 134 0 1 1 0.9313
11 1 2 135 0 2 1 0.8753
11 1 2 136 0 2 1 0.94699
11 1 2 137 0 1 1 0.79806
11 1 2 138 0 1 1 1.369
11 1 2 139 0 1 1 0.4927
11 1 2 141 0 1 1 0.74864
11 1 2 142 0 2 1 1.0249
11 1 2 143 0 1 1 1.0832
11 1 2 144 0 2 1 0.95861
11 1 3 12 0 1 1 0.69477
11 1 3 13 0 1 1 0.54589
11 1 3 14 0 1 1 0.68951
11 1 3 16 0 2 1 0.99868
11 1 3 17 0 1 1 0.93088
11 1 3 19 0 2 1 0.67302
11 1 3 20 0 2 1 1.3038
11 1 3 22 0 2 1 0.72774
11 1 3 23 0 1 1 0.69121
11 1 3 26 0 1 1 0.72413
11 1 3 28 0 1 1 0.69424
11 1 3 29 0 1 1 0.87234
11 1 3 30 0 2 1 0.91964
11 1 3 32 0 2 1 0.69308
11 1 3 33 0 1 1 0.92843
11 1 3 37 0 2 1 0.65642
11 1 3 38 0 1 1 1.1536
11 1 3 40 0 1 1 0.91338
11 1 3 41 0 2 1 0.75264
11 1 3 42 0 2 1 0.77441
11 1 3 43 0 2 1 0.53058
11 1 3 45 0 1 1 1.1235
11 1 3 46 0 2 1 0.56847
11 1 3 47 0 2 1 0.49479
11 1 3 48 0 1 1 0.65374
11 1 3 50 0 1 1 0.59032
11 1 3 53 0 2 1 0.9322
11 1 3 54 0 1 1 1.0927
11 1 3 55 0 1 1 0.56833
11 1 3 56 0 2 1 1.071
11 1 3 57 0 2 1 0.92164
11 1 3 58 0 2 1 0.78749
11 1 3 63 0 1 1 1.3149
11 1 3 64 0 2 1 0.69373
11 1 3 67 0 2 1 0.78933
11 1 3 70 0 1 1 1.0634
11 1 3 71 0 2 1 1.0117
11 1 3 72 0 2 1 0.80731
11 1 3 75 0 2 1 0.81801
11 1 3 76 0 1 1 1.1253
11 1 3 78 0 1 1 0.88896
11 1 3 80 0 2 1 0.61146
11 1 3 83 0 2 1 0.71247
11 1 3 84 0 1 1 0.73856
11 1 3 85 0 1 1 0.82299
11 1 3 86 0 2 1 1.2452
11 1 3 89 0 1 1 0.51393
11 1 3 91 0 1 1 0.85072
11 1 3 94 0 1 1 0.53358
11 1 3 95 0 2 1 1.2859
11 1 3 96 0 1 1 0.62234
11 1 3 98 0 2 1 0.8225
11 1 3 99 0 1 1 0.61372
11 1 3 100 0 1 1 0.80524
11 1 3 101 0 2 1 0.59614
11 1 3 102 0 2 1 0.74157
11 1 3 103 0 2 1 0.85771
11 1 3 104 0 2 1 0.6558
11 1 3 105 0 1 1 0.83355
11 1 3 106 0 1 1 0.74299
11 1 3 107 0 1 1 0.58713
11 1 3 108 0 1 1 0.98775
11 1 3 109 0 1 1 0.49241
11 1 3 110 0 1 1 1.0371
11 1 3 111 0 2 1 0.56726
11 1 3 113 0 2 1 0.53461
11 1 3 115 0 2 1 0.57458
11 1 3 117 0 1 1 0.86251
11 1 3 118 0 1 1 0.69389
11 1 3 120 0 1 1 0.50763
11 1 3 124 0 2 1 0.71656
11 1 3 125 0 1 1 0.52537
11 1 3 126 0 2 1 0.46027
11 1 3 127 0 2 1 0.82472
11 1 3 128 0 2 1 0.55364
11 1 3 130 0 2 1 0.74377
11 1 3 131 0 1 1 0.58346
11 1 3 132 0 2 1 0.67595
11 1 3 136 0 1 1 0.75065
11 1 3 137 0 2 1 0.53162
11 1 3 138 0 1 1 0.93873
11 1 3 139 0 2 1 0.78859
11 1 3 140 0 1 1 0.6973
11 1 3 143 0 1 1 0.63238
11 1 3 144 0 1 1 0.78709
11 1 4 12 0 2 1 0.76391
11 1 4 14 0 2 1 0.83871
11 1 4 15 0 1 1 0.54928
11 1 4 16 0 1 1 0.67572
11 1 4 17 0 1 1 0.72125
11 1 4 19 0 1 1 0.958
11 1 4 21 0 1 1 0.57341
11 1 4 23 0 2 1 1.0305
11 1 4 25 0 1 1 0.81973
11 1 4 26 0 1 1 0.62477
11 1 4 27 0 1 1 0.89963
11 1 4 28 0 1 1 0.52907
11 1 4 29 0 2 1 1.16
11 1 4 30 0 2 1 0.91924
11 1 4 31 0 2 1 0.63982
11 1 4 32 0 2 1 0.68864
11 1 4 33 0 1 1 0.70999
11 1 4 34 0 1 1 0.59185
11 1 4 37 0 2 1 0.67719
11 1 4 38 0 2 1 0.72787
11 1 4 39 0 1 1 0.64309
11 1 4 41 0 2 1 0.5911
11 1 4 42 0 1 1 0.59334
11 1 4 43 0 2 1 0.78504
11 1 4 44 0 2 1 0.97411
11 1 4 45 0 1 1 0.56834
11 1 4 46 0 1 1 0.53456
11 1 4 49 0 1 1 0.52101
11 1 4 50 0 2 1 0.59236
11 1 4 54 0 2 1 0.53577
11 1 4 56 0 2 1 0.59582
11 1 4 63 0 1 1 0.50016
11 1 4 64 0 2 1 0.51512
11 1 4 67 0 1 1 0.59586
11 1 4 69 0 1 1 0.79963
11 1 4 72 0 2 1 0.73752
11 1 4 73 0 1 1 0.66242
11 1 4 76 0 1 1 0.91844
11 1 4 78 0 2 1 0.91433
11 1 4 80 0 2 1 0.90556
11 1 4 82 0 2 1 0.66022
11 1 4 83 0 1 1 0.82195
11 1 4 84 0 2 1 0.63788
11 1 4 85 0 1 1 0.52462
11 1 4 86 0 2 1 0.83526
11 1 4 87 0 1 1 0.59449
11 1 4 89 0 2 1 0.64302
11 1 4 90 0 1 1 0.50169
11 1 4 91 0 1 1 0.5405
11 1 4 92 0 2 1 0.65028
11 1 4 93 0 1 1 0.58175
11 1 4 94 0 1 1 0.81239
11 1 4 95 0 1 1 0.58924
11 1 4 96 0 1 1 0.66068
11 1 4 100 0 1 1 1.0076
11 1 4 102 0 2 1 0.87632
11 1 4 103 0 1 1 0.78802
11 1 4 104 0 2 1 0.5936
11 1 4 105 0 1 1 0.57827
11 1 4 106 0 2 1 0.6266
11 1 4 108 0 1 1 0.71538
11 1 4 109 0 1 1 0.67836
11 1 4 111 0 2 1 0.70784
11 1 4 112 0 1 1 0.58388
11 1 4 113 0 2 1 0.50417
11 1 4 114 0 1 1 0.62892
11 1 4 115 0 1 1 0.81589
11 1 4 116 0 1 1 0.58961
11 1 4 118 0 2 1 0.59118
11 1 4 119 0 1 1 0.60019
11 1 4 121 0 1 1 0.57895
11 1 4 122 0 2 1 0.66737
11 1 4 123 0 2 1 0.62274
11 1 4 124 0 2 1 0.64794
11 1 4 125 0 2 1 0.63966
11 1 4 126 0 1 1 0.78753
11 1 4 129 0 1 1 0.63224
11 1 4 130 0 2 1 0.74474
11 1 4 131 0 1 1 0.78384
11 1 4 134 0 2 1 0.56087
11 1 4 135 0 2 1 0.87199
11 1 4 137 0 2 1 0.52587
11 1 4 138 0 2 1 0.70885
11 1 4 139 0 2 1 0.49627
11 1 4 141 0 2 1 0.60911
11 1 4 142 0 1 1 0.70583
11 1 4 143 0 2 1 0.57256
11 1 5 11 0 2 1 0.47231
11 1 5 12 0 2 1 1.2627
11 1 5 13 0 2 1 0.89572
11 1 5 14 0 1 1 0.62272
11 1 5 15 0 2 1 0.78658
11 1 5 18 0 2 1 0.89726
11 1 5 19 0 1 1 0.54502
11 1 5 20 0 1 1 0.7541
11 1 5 21 0 1 1 0.63734
11 1 5 22 0 1 1 0.64079
11 1 5 23 0 1 1 0.80837
11 1 5 24 0 1 1 0.58588
11 1 5 26 0 2 1 0.91443
11 1 5 29 0 1 1 0.60241
11 1 5 31 0 2 1 0.7169
11 1 5 32 0 1 1 0.75931
11 1 5 33 0 2 1 0.86881
11 1 5 34 0 2 1 0.62886
11 1 5 35 0 2 1 0.60017
11 1 5 37 0 1 1 0.54268
11 1 5 40 0 1 1 0.76734
11 1 5 41 0 2 1 0.65255
11 1 5 43 0 1 1 0.67078
11 1 5 44 0 1 1 0.6491
11 1 5 45 0 2 1 0.54013
11 1 5 47 0 1 1 0.61292
11 1 5 48 0 2 1 0.76708
11 1 5 49 0 2 1 0.54778
11 1 5 50 0 1 1 0.56195
11 1 5 51 0 2 1 0.78079
11 1 5 52 0 1 1 0.72727
11 1 5 53 0 2 1 0.57082
11 1 5 54 0 2 1 0.66578
11 1 5 56 0 2 1 0.51497
11 1 5 57 0 2 1 0.49715
11 1 5 58 0 2 1 0.51849
11 1 5 59 0 1 1 0.43588
11 1 5 64 0 2 1 0.60107
11 1 5 66 0 2 1 0.57842
11 1 5 67 0 2 1 0.79464
11 1 5 68 0 1 1 0.68888
11 1 5 71 0 1 1 0.5422
11 1 5 72 0 1 1 0.7096
11 1 5 73 0 2 1 0.68896
11 1 5 74 0 1 1 0.43668
11 1 5 76 0 1 1 0.45776
11 1 5 78 0 2 1 0.72562
11 1 5 79 0 1 1 0.57096
11 1 5 81 0 2 1 0.75351
11 1 5 84 0 2 1 0.62855
11 1 5 85 0 1 1 0.52526
11 1 5 86 0 2 1 0.6201
11 1 5 87 0 1 1 0.5902
11 1 5 88 0 1 1 0.61252
11 1 5 91 0 1 1 0.70259
11 1 5 92 0 2 1 0.53735
11 1 5 93 0 1 1 0.54385
11 1 5 94 0 1 1 0.51187
11 1 5 95 0 1 1 0.53607
11 1 5 96 0 2 1 0.47898
11 1 5 98 0 1 1 0.57219
11 1 5 99 0 2 1 1.0195
11 1 5 101 0 2 1 1.0484
11 1 5 102 0 1 1 0.56243
11 1 5 103 0 1 1 0.81763
11 1 5 105 0 1 1 0.75922
11 1 5 106 0 1 1 0.59556
11 1 5 107 0 1 1 0.92451
11 1 5 108 0 2 1 0.58778
11 1 5 109 0 1 1 0.53245
11 1 5 110 0 2 1 0.5706
11 1 5 112 0 1 1 0.86324
11 1 5 115 0 2 1 0.613
11 1 5 116 0 2 1 0.65383
11 1 5 117 0 1 1 0.58039
11 1 5 118 0 1 1 0.693
11 1 5 119 0 2 1 0.91511
11 1 5 121 0 2 1 0.5789
11 1 5 125 0 2 1 0.7337
11 1 5 126 0 1 1 0.61641
11 1 5 127 0 2 1 0.4962
11 1 5 130 0 2 1 0.52208
11 1 5 132 0 1 1 0.68389
11 1 5 136 0 1 1 0.63093
11 1 5 137 0 2 1 1.0394
11 1 5 139 0 2 1 0.82701
11 1 5 142 0 1 1 0.64147
11 1 5 143 0 2 1 0.72317
11 1 5 144 0 1 1 0.63975
11 2 1 26 0 2 1 0.85021
11 2 1 27 0 1 1 0.68879
11 2 1 28 0 2 1 0.67651
11 2 1 31 0 2 1 0.81309
11 2 1 32 0 2 1 0.50617
11 2 1 34 0 2 1 0.58484
11 2 1 35 0 1 1 0.59563
11 2 1 36 0 1 1 0.5623
11 2 1 37 0 2 1 0.57865
11 2 1 38 0 2 1 0.72156
11 2 1 40 0 2 1 0.60527
11 2 1 43 0 1 1 0.69583
11 2 1 44 0 2 1 0.63567
11 2 1 46 0 2 1 1.0139
11 2 1 51 0 1 1 0.50795
11 2 1 52 0 1 1 0.75389
11 2 1 53 0 2 1 0.67849
11 2 1 54 0 1 1 0.66571
11 2 1 55 0 2 1 0.56301
11 2 1 56 0 2 1 0.81063
11 2 1 59 0 1 1 0.46116
11 2 1 60 0 2 1 0.60198
11 2 1 61 0 2 1 0.81998
11 2 1 64 0 1 1 0.53721
11 2 1 65 0 1 1 0.59882
11 2 1 66 0 2 1 0.68063
11 2 1 67 0 1 1 0.71443
11 2 1 69 0 2 1 0.8633
11 2 1 70 0 1 1 0.76884
11 2 1 73 0 2 1 0.67543
11 2 1 74 0 1 1 0.53292
11 2 1 76 0 2 1 0.73879
11 2 1 77 0 2 1 0.48536
11 2 1 78 0 2 1 0.78089
11 2 1 79 0 2 1 0.57723
11 2 1 82 0 2 1 0.90521
11 2 1 84 0 2 1 0.48797
11 2 1 87 0 2 1 0.64724
11 2 1 88 0 2 1 0.49634
11 2 1 89 0 1 1 1.0864
11 2 1 90 0 1 1 0.76377
11 2 1 92 0 1 1 0.57601
11 2 1 95 0 1 1 0.44218
11 2 1 97 0 1 1 0.84746
11 2 1 98 0 2 1 0.66303
11 2 1 99 0 1 1 0.52752
11 2 1 101 0 1 1 0.42234
11 2 1 102 0 2 1 0.88172
11 2 1 103 0 2 1 0.93796
11 2 1 104 0 1 1 0.48324
11 2 1 105 0 1 1 0.53682
11 2 1 106 0 1 1 0.86499
11 2 1 107 0 1 1 0.86208
11 2 1 111 0 1 1 0.66194
11 2 1 112 0 2 1 0.59253
11 2 1 113 0 2 1 1.088
11 2 1 114 0 1 1 0.64351
11 2 1 115 0 1 1 0.4962
11 2 1 116 0 1 1 0.72338
11 2 1 117 0 1 1 0.62343
11 2 1 118 0 1 1 0.56996
11 2 1 120 0 2 1 0.47139
11 2 1 121 0 1 1 0.57466
11 2 1 123 0 1 1 0.54961
11 2 1 124 0 1 1 0.8054
11 2 1 128 0 1 1 0.60909
11 2 1 129 0 1 1 0.81676
11 2 1 130 0 2 1 0.49503
11 2 1 131 0 2 1 0.7435
11 2 1 134 0 2 1 0.53352
11 2 1 135 0 2 1 0.73323
11 2 1 136 0 2 1 0.85778
11 2 1 137 0 1 1 0.74446
11 2 1 139 0 2 1 0.75934
11 2 1 140 0 2 1 0.51475
11 2 1 143 0 1 1 0.68355
11 2 1 144 0 1 1 0.65486
11 2 2 11 0 2 1 0.47805
11 2 2 12 0 1 1 0.46691
11 2 2 13 0 2 1 0.57575
11 2 2 14 0 1 1 0.99294
11 2 2 15 0 2 1 0.50674
11 2 2 16 0 1 1 0.51388
11 2 2 17 0 2 1 0.59235
11 2 2 18 0 2 1 0.71972
11 2 2 21 0 1 1 0.87096
11 2 2 22 0 1 1 0.4454
11 2 2 23 0 1 1 1.1711
11 2 2 24 0 1 1 0.68918
11 2 2 26 0 1 1 0.65423
11 2 2 27 0 1 1 0.41748
11 2 2 31 0 2 1 0.73572
11 2 2 32 0 2 1 1.0199
11 2 2 33 0 1 1 0.85485
11 2 2 34 0 2 1 0.53343
11 2 2 35 0 2 1 0.54192
11 2 2 36 0 1 1 0.61133
11 2 2 37 0 1 1 1.0295
11 2 2 38 0 1 1 0.57553
11 2 2 39 0 1 1 0.63162
11 2 2 40 0 2 1 0.90632
11 2 2 42 0 2 1 0.57954
11 2 2 43 0 1 1 0.49084
11 2 2 47 0 1 1 0.72675
11 2 2 49 0 1 1 0.59705
11 2 2 50 0 2 1 0.72545
11 2 2 51 0 2 1 0.48021
11 2 2 54 0 1 1 0.76787
11 2 2 55 0 1 1 0.67564
11 2 2 57 0 2 1 0.85733
11 2 2 59 0 2 1 0.59457
11 2 2 61 0 1 1 0.51985
11 2 2 63 0 2 1 0.71603
11 2 2 64 0 2 1 0.46081
11 2 2 65 0 1 1 0.68121
11 2 2 66 0 2 1 0.49341
11 2 2 67 0 2 1 0.67551
11 2 2 68 0 1 1 0.54127
11 2 2 69 0 2 1 0.51601
11 2 2 71 0 2 1 0.47296
11 2 2 73 0 2 1 0.636
11 2 2 74 0 2 1 0.70128
11 2 2 76 0 2 1 0.70802
11 2 2 78 0 1 1 0.70039
11 2 2 79 0 1 1 0.61623
11 2 2 81 0 1 1 0.71305
11 2 2 82 0 2 1 0.61386
11 2 2 85 0 1 1 0.57166
11 2 2 86 0 2 1 0.508
11 2 2 87 0 1 1 0.64142
11 2 2 88 0 2 1 0.59889
11 2 2 90 0 1 1 0.46505
11 2 2 92 0 2 1 0.84577
11 2 2 93 0 2 1 0.42707
11 2 2 95 0 2 1 0.73924
11 2 2 96 0 2 1 0.78966
11 2 2 97 0 2 1 0.57253
11 2 2 99 0 1 1 0.74833
11 2 2 101 0 2 1 0.63034
11 2 2 104 0 2 1 0.75525
11 2 2 105 0 1 1 0.68694
11 2 2 106 0 2 1 0.62625
11 2 2 108 0 1 1 0.81711
11 2 2 109 0 2 1 0.63892
11 2 2 110 0 2 1 0.59989
11 2 2 112 0 2 1 0.64336
11 2 2 113 0 2 1 0.7404
11 2 2 114 0 1 1 0.60853
11 2 2 119 0 1 1 0.60681
11 2 2 120 0 1 1 0.70344
11 2 2 124 0 2 1 0.70116
11 2 2 125 0 1 1 0.59456
11 2 2 126 0 1 1 0.71361
11 2 2 128 0 1 1 0.53235
11 2 2 130 0 1 1 0.61937
11 2 2 133 0 2 1 0.59821
11 2 2 134 0 2 1 0.71672
11 2 2 136 0 2 1 0.44836
11 2 2 138 0 2 1 0.71784
11 2 2 139 0 1 1 0.63236
11 2 2 140 0 1 1 0.64292
11 2 2 141 0 2 1 0.47581
11 2 2 142 0 2 1 0.65054
11 2 2 143 0 1 1 0.59571
11 2 2 144 0 2 1 0.7004
11 2 3 11 0 1 1 0.72118
11 2 3 14 0 1 1 0.76333
11 2 3 17 0 1 1 0.66261
11 2 3 18 0 2 1 0.45773
11 2 3 20 0 1 1 0.59199
11 2 3 21 0 1 1 0.51965
11 2 3 24 0 2 1 0.68879
11 2 3 25 0 1 1 0.84349
11 2 3 28 0 1 1 0.57184
11 2 3 29 0 2 1 0.4667
11 2 3 32 0 1 1 0.5742
11 2 3 33 0 1 1 0.65559
11 2 3 34 0 2 1 0.85656
11 2 3 35 0 1 1 0.87871
11 2 3 40 0 1 1 0.95051
11 2 3 41 0 1 1 0.86272
11 2 3 44 0 2 1 0.59826
11 2 3 45 0 2 1 0.60073
11 2 3 46 0 2 1 0.7455
11 2 3 47 0 2 1 0.6914
11 2 3 48 0 2 1 0.66324
11 2 3 49 0 1 1 0.6329
11 2 3 50 0 1 1 0.61346
11 2 3 52 0 2 1 0.50683
11 2 3 54 0 1 1 0.67158
11 2 3 55 0 1 1 0.56921
11 2 3 56 0 2 1 0.57214
11 2 3 57 0 2 1 0.52164
11 2 3 59 0 1 1 0.58686
11 2 3 60 0 2 1 0.72235
11 2 3 61 0 2 1 0.99007
11 2 3 62 0 2 1 0.47084
11 2 3 64 0 1 1 0.72345
11 2 3 65 0 1 1 1.1049
11 2 3 67 0 2 1 0.89389
11 2 3 68 0 1 1 0.58934
11 2 3 69 0 2 1 0.50057
11 2 3 70 0 2 1 0.5793
11 2 3 71 0 1 1 0.49007
11 2 3 72 0 1 1 0.55282
11 2 3 76 0 1 1 0.51452
11 2 3 77 0 1 1 0.56229
11 2 3 78 0 1 1 0.79965
11 2 3 79 0 2 1 0.66061
11 2 3 80 0 2 1 0.79155
11 2 3 81 0 2 1 0.62779
11 2 3 82 0 1 1 0.52644
11 2 3 84 0 1 1 0.54928
11 2 3 86 0 2 1 0.52072
11 2 3 88 0 1 1 0.82127
11 2 3 89 0 2 1 0.49813
11 2 3 91 0 2 1 0.69826
11 2 3 93 0 1 1 0.80794
11 2 3 94 0 2 1 0.59
11 2 3 96 0 2 1 0.71893
11 2 3 97 0 2 1 0.71421
11 2 3 98 0 1 1 0.53505
11 2 3 100 0 2 1 1.1596
11 2 3 101 0 2 1 0.82747
11 2 3 102 0 1 1 0.7144
11 2 3 103 0 1 1 0.74208
11 2 3 104 0 1 1 0.98575
11 2 3 106 0 2 1 0.7467
11 2 3 108 0 1 1 0.76467
11 2 3 109 0 2 1 0.85732
11 2 3 110 0 1 1 0.76072
11 2 3 111 0 1 1 0.57308
11 2 3 113 0 1 1 0.59889
11 2 3 114 0 2 1 1.1838
11 2 3 117 0 1 1 0.53684
11 2 3 118 0 1 1 0.94209
11 2 3 119 0 2 1 0.6937
11 2 3 120 0 2 1 0.87355
11 2 3 123 0 1 1 0.88614
11 2 3 126 0 2 1 0.65678
11 2 3 127 0 1 1 0.51597
11 2 3 129 0 1 1 0.45513
11 2 3 130 0 2 1 0.3965
11 2 3 132 0 2 1 0.75907
11 2 3 135 0 1 1 0.60266
11 2 3 136 0 2 1 0.69733
11 2 3 137 0 2 1 0.41295
11 2 3 138 0 1 1 0.78497
11 2 3 143 0 2 1 1.161
11 2 3 144 0 2 1 0.87028
11 2 4 12 0 1 1 0.62965
11 2 4 13 0 2 1 0.64865
11 2 4 15 0 1 1 0.61116
11 2 4 16 0 1 1 0.74974
11 2 4 17 0 2 1 0.47129
11 2 4 20 0 2 1 0.89735
11 2 4 22 0 1 1 0.99556
11 2 4 23 0 2 1 0.53293
11 2 4 24 0 1 1 0.48399
11 2 4 25 0 1 1 0.69004
11 2 4 26 0 2 1 0.42233
11 2 4 27 0 2 1 0.77775
11 2 4 30 0 1 1 0.98565
11 2 4 31 0 2 1 0.64345
11 2 4 32 0 1 1 0.52597
11 2 4 34 0 2 1 0.88362
11 2 4 35 0 2 1 0.58576
11 2 4 37 0 2 1 0.45819
11 2 4 40 0 1 1 0.6505
11 2 4 41 0 1 1 0.60558
11 2 4 42 0 1 1 1.0373
11 2 4 43 0 2 1 1.1118
11 2 4 44 0 1 1 0.69373
11 2 4 47 0 1 1 0.60727
11 2 4 49 0 2 1 0.53073
11 2 4 51 0 2 1 0.57233
11 2 4 53 0 2 1 0.88992
11 2 4 54 0 2 1 0.41833
11 2 4 55 0 2 1 0.59145
11 2 4 57 0 2 1 0.81425
11 2 4 58 0 1 1 0.41178
11 2 4 59 0 1 1 0.97509
11 2 4 61 0 1 1 0.72937
11 2 4 63 0 2 1 0.53049
11 2 4 64 0 2 1 0.7221
11 2 4 66 0 1 1 0.69552
11 2 4 69 0 1 1 0.80549
11 2 4 70 0 2 1 0.58704
11 2 4 71 0 1 1 0.40412
11 2 4 73 0 1 1 0.45278
11 2 4 74 0 1 1 0.43259
11 2 4 76 0 2 1 1.1651
11 2 4 78 0 1 1 0.57103
11 2 4 79 0 2 1 0.57892
11 2 4 80 0 2 1 0.48187
11 2 4 82 0 1 1 0.53614
11 2 4 83 0 2 1 0.77478
11 2 4 87 0 1 1 0.87066
11 2 4 90 0 1 1 0.39061
11 2 4 91 0 2 1 0.83342
11 2 4 92 0 2 1 0.6622
11 2 4 93 0 1 1 0.42469
11 2 4 95 0 1 1 0.76695
11 2 4 96 0 1 1 0.61289
11 2 4 98 0 2 1 0.48633
11 2 4 100 0 2 1 0.65162
11 2 4 101 0 1 1 0.67905
11 2 4 102 0 2 1 0.63239
11 2 4 108 0 2 1 0.63194
11 2 4 110 0 1 1 0.53815
11 2 4 111 0 1 1 0.92881
