Subject,TrialProc,Trial,Accuracy,RT,Response,CorrectResponse,Symbol,Time,SessionDate,SessionTime
14425,real,51,1,1109,6,6,0,187934,07-19-2010,14:07:12
14425,real,52,1,1480,5,5,U,189067,07-19-2010,14:07:12
14425,real,53,1,1517,9,9,=,190566,07-19-2010,14:07:12
14425,real,54,1,1168,4,4,L,192099,07-19-2010,14:07:12
14425,real,55,1,1505,8,8,X,193282,07-19-2010,14:07:12
14425,real,56,1,1012,3,3,?,194815,07-19-2010,14:07:12
14425,real,57,1,2250,7,7,?,195848,07-19-2010,14:07:12
14425,real,58,1,1488,2,2,?,198114,07-19-2010,14:07:12
14425,real,59,1,1651,6,6,0,199631,07-19-2010,14:07:12
14425,real,60,1,1025,1,1,–,201297,07-19-2010,14:07:12
14425,real,61,1,1207,5,5,U,202347,07-19-2010,14:07:12
14425,real,62,1,1014,4,4,L,203580,07-19-2010,14:07:12
14425,real,63,1,1645,6,6,0,204613,07-19-2010,14:07:12
14426,practice,1,1,1277,1,1,–,83409,08-17-2018,14:24:43
14426,practice,2,1,2969,3,3,?,84725,08-17-2018,14:24:43
14426,practice,3,1,1361,7,7,?,87725,08-17-2018,14:24:43
14426,practice,4,1,4090,2,2,?,89108,08-17-2018,14:24:43
14426,practice,5,1,1543,4,4,L,93223,08-17-2018,14:24:43
14426,practice,6,1,1033,8,8,X,94789,08-17-2018,14:24:43
14426,practice,7,1,1023,1,1,–,95839,08-17-2018,14:24:43
14426,practice,8,1,1589,5,5,U,96889,08-17-2018,14:24:43
14426,practice,9,1,2149,4,4,L,98505,08-17-2018,14:24:43
14426,real,1,1,1208,2,2,?,103654,08-17-2018,14:24:43
14426,real,2,1,727,1,1,–,104887,08-17-2018,14:24:43
14426,real,3,1,921,3,3,?,105637,08-17-2018,14:24:43
14426,real,4,1,1332,2,2,?,106586,08-17-2018,14:24:43
14426,real,5,1,942,1,1,–,107936,08-17-2018,14:24:43
14426,real,6,1,936,4,4,L,108902,08-17-2018,14:24:43
14426,real,7,1,1010,2,2,?,109852,08-17-2018,14:24:43
14426,real,8,1,1481,3,3,?,110885,08-17-2018,14:24:43
14426,real,9,1,1468,5,5,U,112385,08-17-2018,14:24:43
14426,real,10,1,2833,2,2,?,113868,08-17-2018,14:24:43
14426,real,11,1,912,3,3,?,116717,08-17-2018,14:24:43
14426,real,12,1,923,1,1,–,117650,08-17-2018,14:24:43
14426,real,13,1,2165,4,4,L,118600,08-17-2018,14:24:43
14426,real,14,1,1854,6,6,0,120783,08-17-2018,14:24:43
14426,real,15,1,1540,3,3,?,122665,08-17-2018,14:24:43
14426,real,16,1,1205,1,1,–,124232,08-17-2018,14:24:43
14426,real,17,1,2596,5,5,U,125465,08-17-2018,14:24:43
14426,real,18,1,988,4,4,L,128081,08-17-2018,14:24:43
14426,real,19,1,1348,2,2,?,129097,08-17-2018,14:24:43
14426,real,20,1,1182,7,7,?,130463,08-17-2018,14:24:43
14426,real,21,1,2590,6,6,0,131663,08-17-2018,14:24:43
14426,real,22,1,1142,3,3,?,134279,08-17-2018,14:24:43
14426,real,23,1,1624,5,5,U,135445,08-17-2018,14:24:43
14426,real,24,1,870,7,7,?,137095,08-17-2018,14:24:43
14426,real,25,1,1026,2,2,?,137995,08-17-2018,14:24:43
14426,real,26,1,1097,8,8,X,139044,08-17-2018,14:24:43
14426,real,27,1,2268,5,5,U,140161,08-17-2018,14:24:43
14426,real,28,1,2561,4,4,L,142444,08-17-2018,14:24:43
14426,real,29,1,2363,6,6,0,145026,08-17-2018,14:24:43
14426,real,30,1,988,3,3,?,147409,08-17-2018,14:24:43
14426,real,31,1,1076,7,7,?,148425,08-17-2018,14:24:43
14426,real,32,1,952,2,2,?,149525,08-17-2018,14:24:43
14426,real,33,1,930,8,8,X,150491,08-17-2018,14:24:43
14426,real,34,1,892,1,1,–,151441,08-17-2018,14:24:43
14426,real,35,1,1174,9,9,=,152358,08-17-2018,14:24:43
14426,real,36,1,1223,5,5,U,153557,08-17-2018,14:24:43
14426,real,37,0,1285,9,8,X,154807,08-17-2018,14:24:43
14426,real,38,1,1169,4,4,L,156123,08-17-2018,14:24:43
14426,real,39,1,994,7,7,?,157306,08-17-2018,14:24:43
14426,real,40,1,1305,3,3,?,158323,08-17-2018,14:24:43
14426,real,41,1,1540,6,6,0,159656,08-17-2018,14:24:43
14426,real,42,1,1094,2,2,?,161222,08-17-2018,14:24:43
14426,real,43,1,1722,5,5,U,162338,08-17-2018,14:24:43
14426,real,44,1,788,1,1,–,164088,08-17-2018,14:24:43
14426,real,45,1,996,9,9,=,164904,08-17-2018,14:24:43
14426,real,46,1,1003,2,2,?,165921,08-17-2018,14:24:43
14426,real,47,1,898,8,8,X,166954,08-17-2018,14:24:43
14426,real,48,1,1022,3,3,?,167870,08-17-2018,14:24:43
14426,real,49,1,1076,7,7,?,168920,08-17-2018,14:24:43
14426,real,50,1,2184,4,4,L,170020,08-17-2018,14:24:43
14426,real,51,1,2673,6,6,0,172219,08-17-2018,14:24:43
14426,real,52,1,1814,5,5,U,174918,08-17-2018,14:24:43
14426,real,53,1,829,9,9,=,176751,08-17-2018,14:24:43
14426,real,54,1,971,4,4,L,177601,08-17-2018,14:24:43
14426,real,55,1,1139,8,8,X,178601,08-17-2018,14:24:43
14426,real,56,1,885,3,3,?,179767,08-17-2018,14:24:43
14426,real,57,1,2977,7,7,?,180667,08-17-2018,14:24:43
14426,real,58,1,1194,2,2,?,183666,08-17-2018,14:24:43
14426,real,59,1,1130,6,6,0,184882,08-17-2018,14:24:43
14426,real,60,1,1372,1,1,–,186032,08-17-2018,14:24:43
14426,real,61,1,1428,5,5,U,187432,08-17-2018,14:24:43
14426,real,62,1,1275,4,4,L,188881,08-17-2018,14:24:43
14426,real,63,1,1415,6,6,0,190181,08-17-2018,14:24:43
14426,real,64,1,1198,3,3,?,191614,08-17-2018,14:24:43
14426,real,65,1,942,7,7,?,192830,08-17-2018,14:24:43
14427,practice,1,1,3603,1,1,–,80545,08-17-2018,14:24:18
14427,practice,2,1,2003,3,3,?,84177,08-17-2018,14:24:18
14427,practice,3,1,2898,7,7,?,86210,08-17-2018,14:24:18
14427,practice,4,1,1710,2,2,?,89126,08-17-2018,14:24:18
14427,practice,5,1,1961,4,4,L,90859,08-17-2018,14:24:18
14427,practice,6,1,2251,8,8,X,92841,08-17-2018,14:24:18
14427,practice,7,1,1328,1,1,–,95107,08-17-2018,14:24:18
14427,practice,8,1,2058,5,5,U,96457,08-17-2018,14:24:18
14427,practice,9,1,1975,4,4,L,98540,08-17-2018,14:24:18
14427,real,1,1,2188,2,2,?,106455,08-17-2018,14:24:18
14427,real,2,1,1412,1,1,–,108671,08-17-2018,14:24:18
14427,real,3,1,1627,3,3,?,110104,08-17-2018,14:24:18
14427,real,4,1,1498,2,2,?,111753,08-17-2018,14:24:18
14427,real,5,1,1118,1,1,–,113269,08-17-2018,14:24:18
14427,real,6,1,2193,4,4,L,114402,08-17-2018,14:24:18
14427,real,7,1,2360,2,2,?,116619,08-17-2018,14:24:18
14427,real,8,1,1594,3,3,?,119001,08-17-2018,14:24:18
14427,real,9,1,1993,5,5,U,120618,08-17-2018,14:24:18
14427,real,10,1,1705,2,2,?,122634,08-17-2018,14:24:18
14427,real,11,1,2676,3,3,?,124367,08-17-2018,14:24:18
14427,real,12,1,1017,1,1,–,127066,08-17-2018,14:24:18
14427,real,13,1,1968,4,4,L,128099,08-17-2018,14:24:18
14427,real,14,1,2513,6,6,0,130082,08-17-2018,14:24:18
14427,real,15,1,1933,3,3,?,132614,08-17-2018,14:24:18
14427,real,16,1,879,1,1,–,134564,08-17-2018,14:24:18
14427,real,17,1,1755,5,5,U,135464,08-17-2018,14:24:18
14427,real,18,1,2629,4,4,L,137230,08-17-2018,14:24:18
14427,real,19,1,1467,2,2,?,139879,08-17-2018,14:24:18
14427,real,20,1,2240,7,7,?,141362,08-17-2018,14:24:18
14427,real,21,1,2566,6,6,0,143628,08-17-2018,14:24:18
14427,real,22,1,1871,3,3,?,146211,08-17-2018,14:24:18
14427,real,23,1,1316,5,5,U,148094,08-17-2018,14:24:18
14427,real,24,1,1823,7,7,?,149427,08-17-2018,14:24:18
14427,real,25,1,1350,2,2,?,151276,08-17-2018,14:24:18
14427,real,26,1,1487,8,8,X,152643,08-17-2018,14:24:18
14427,real,27,1,2084,5,5,U,154142,08-17-2018,14:24:18
14427,real,28,1,1552,4,4,L,156242,08-17-2018,14:24:18
14427,real,29,1,1474,6,6,0,157808,08-17-2018,14:24:18
14427,real,30,1,1127,3,3,?,159307,08-17-2018,14:24:18
14427,real,31,1,2201,7,7,?,160457,08-17-2018,14:24:18
14427,real,32,0,961,1,2,?,162673,08-17-2018,14:24:18
14427,real,33,1,2762,8,8,X,163656,08-17-2018,14:24:18
14427,real,34,1,843,1,1,–,166439,08-17-2018,14:24:18
14427,real,35,1,1833,9,9,=,167305,08-17-2018,14:24:18
14427,real,36,1,1919,5,5,U,169155,08-17-2018,14:24:18
14427,real,37,1,1650,8,8,X,171088,08-17-2018,14:24:18
14427,real,38,1,2384,4,4,L,172754,08-17-2018,14:24:18
14427,real,39,1,1793,7,7,?,175153,08-17-2018,14:24:18
14427,real,40,1,1256,3,3,?,176970,08-17-2018,14:24:18
14427,real,41,1,1637,6,6,0,178253,08-17-2018,14:24:18
14427,real,42,1,2436,2,2,?,179902,08-17-2018,14:24:18
14427,real,43,1,5330,5,5,U,182352,08-17-2018,14:24:18
14427,real,44,1,925,1,1,–,187700,08-17-2018,14:24:18
14427,real,45,1,1607,9,9,=,188650,08-17-2018,14:24:18
14427,real,46,1,1574,2,2,?,190283,08-17-2018,14:24:18
14427,real,47,1,4231,8,8,X,191882,08-17-2018,14:24:18
14427,real,48,1,846,3,3,?,196131,08-17-2018,14:24:18
14428,practice,1,1,2273,1,1,–,129721,07-13-2010,12:11:55
14428,practice,2,1,1973,3,3,?,132021,07-13-2010,12:11:55
14428,practice,3,1,1397,7,7,?,134037,07-13-2010,12:11:55
14428,practice,4,1,1613,2,2,?,135453,07-13-2010,12:11:55
14428,practice,5,1,1756,4,4,L,137086,07-13-2010,12:11:55
14428,practice,6,1,2293,8,8,X,138869,07-13-2010,12:11:55
14428,practice,7,1,1465,1,1,–,141185,07-13-2010,12:11:55
14428,practice,8,1,3982,5,5,U,142668,07-13-2010,12:11:55
14428,practice,9,1,2543,4,4,L,146667,07-13-2010,12:11:55
14428,real,1,1,2023,2,2,?,158931,07-13-2010,12:11:55
14428,real,2,1,1158,1,1,–,160980,07-13-2010,12:11:55
14428,real,3,1,1591,3,3,?,162163,07-13-2010,12:11:55
14428,real,4,1,1895,2,2,?,163779,07-13-2010,12:11:55
14428,real,5,1,1146,1,1,–,165696,07-13-2010,12:11:55
14428,real,6,1,1372,4,4,L,166862,07-13-2010,12:11:55
14428,real,7,1,1220,2,2,?,168262,07-13-2010,12:11:55
14428,real,8,1,1123,3,3,?,169511,07-13-2010,12:11:55
14428,real,9,1,1525,5,5,U,170661,07-13-2010,12:11:55
14428,real,10,1,1191,2,2,?,172211,07-13-2010,12:11:55
14428,real,11,1,1175,3,3,?,173427,07-13-2010,12:11:55
14428,real,12,1,1447,1,1,–,174627,07-13-2010,12:11:55
14428,real,13,1,1293,4,4,L,176093,07-13-2010,12:11:55
14428,real,14,1,2057,6,6,0,177409,07-13-2010,12:11:55
14428,real,15,1,2022,3,3,?,179492,07-13-2010,12:11:55
14428,real,16,1,1620,1,1,–,181542,07-13-2010,12:11:55
14428,real,17,1,3491,5,5,U,183175,07-13-2010,12:11:55
14428,real,18,1,1736,4,4,L,186690,07-13-2010,12:11:55
14428,real,19,1,1458,2,2,?,188440,07-13-2010,12:11:55
14428,real,20,1,1415,7,7,?,189923,07-13-2010,12:11:55
14428,real,21,1,2430,6,6,0,191356,07-13-2010,12:11:55
14428,real,22,1,1085,3,3,?,193805,07-13-2010,12:11:55
14428,real,23,1,2673,5,5,U,194905,07-13-2010,12:11:55
14428,real,24,1,1270,7,7,?,197604,07-13-2010,12:11:55
14428,real,25,1,1267,2,2,?,198887,07-13-2010,12:11:55
14428,real,26,1,1360,8,8,X,200170,07-13-2010,12:11:55
14428,real,27,1,2105,5,5,U,201553,07-13-2010,12:11:55
14428,real,28,1,2020,4,4,L,203686,07-13-2010,12:11:55
14428,real,29,1,2642,6,6,0,205736,07-13-2010,12:11:55
14428,real,30,1,1272,3,3,?,208402,07-13-2010,12:11:55
14428,real,31,1,1525,7,7,?,209701,07-13-2010,12:11:55
14428,real,32,1,1350,2,2,?,211251,07-13-2010,12:11:55
14428,real,33,1,1456,8,8,X,212617,07-13-2010,12:11:55
14428,real,34,1,1477,1,1,–,214100,07-13-2010,12:11:55
14428,real,35,1,1177,9,9,=,215600,07-13-2010,12:11:55
14428,real,36,1,1929,5,5,U,216800,07-13-2010,12:11:55
14428,real,37,1,1116,8,8,X,218749,07-13-2010,12:11:55
14428,real,38,1,1263,4,4,L,219882,07-13-2010,12:11:55
14428,real,39,1,1228,7,7,?,221165,07-13-2010,12:11:55
14428,real,40,1,1530,3,3,?,222415,07-13-2010,12:11:55
14428,real,41,1,2252,6,6,0,223965,07-13-2010,12:11:55
14428,real,42,1,1154,2,2,?,226247,07-13-2010,12:11:55
14428,real,43,1,2227,5,5,U,227430,07-13-2010,12:11:55
14428,real,44,1,1273,1,1,–,229680,07-13-2010,12:11:55
14428,real,45,1,5510,9,9,=,230979,07-13-2010,12:11:55
14428,real,46,1,2010,2,2,?,236511,07-13-2010,12:11:55
14428,real,47,1,1449,8,8,X,238544,07-13-2010,12:11:55
14428,real,48,1,1086,3,3,?,240011,07-13-2010,12:11:55
14428,real,49,1,1122,7,7,?,241127,07-13-2010,12:11:55
14428,real,50,1,2580,4,4,L,242277,07-13-2010,12:11:55
14428,real,51,1,1693,6,6,0,244876,07-13-2010,12:11:55
14428,real,52,1,2649,5,5,U,246592,07-13-2010,12:11:55
14429,practice,1,1,4527,1,1,–,38529,07-23-2010,11:58:13
14429,practice,2,1,2100,3,3,?,43228,07-23-2010,11:58:13
14429,practice,3,1,2960,7,7,?,45360,07-23-2010,11:58:13
14429,practice,4,1,2761,2,2,?,48343,07-23-2010,11:58:13
14429,practice,5,1,1786,4,4,L,51126,07-23-2010,11:58:13
14429,practice,6,1,1986,8,8,X,52942,07-23-2010,11:58:13
14429,practice,7,1,1523,1,1,–,54941,07-23-2010,11:58:13
14429,practice,8,1,1589,5,5,U,56491,07-23-2010,11:58:13
14429,practice,9,1,2244,4,4,L,58107,07-23-2010,11:58:13
14429,real,1,1,1697,2,2,?,63422,07-23-2010,11:58:13
14429,real,2,1,1116,1,1,–,65139,07-23-2010,11:58:13
14429,real,3,1,1183,3,3,?,66272,07-23-2010,11:58:13
14429,real,4,1,1248,2,2,?,67471,07-23-2010,11:58:13
14429,real,5,1,829,1,1,–,68738,07-23-2010,11:58:13
14429,real,6,1,1708,4,4,L,69587,07-23-2010,11:58:13
14429,real,7,1,1511,2,2,?,71320,07-23-2010,11:58:13
14429,real,8,1,1642,3,3,?,72853,07-23-2010,11:58:13
14429,real,9,1,1703,5,5,U,74520,07-23-2010,11:58:13
14429,real,10,1,1667,2,2,?,76252,07-23-2010,11:58:13
14429,real,11,1,1120,3,3,?,77935,07-23-2010,11:58:13
14429,real,12,1,994,1,1,–,79085,07-23-2010,11:58:13
14429,real,13,1,1866,4,4,L,80101,07-23-2010,11:58:13
14429,real,14,1,1967,6,6,0,81984,07-23-2010,11:58:13
14429,real,15,1,1680,3,3,?,83967,07-23-2010,11:58:13
14429,real,16,1,1036,1,1,–,85667,07-23-2010,11:58:13
14429,real,17,1,1890,5,5,U,86733,07-23-2010,11:58:13
14429,real,18,1,1302,4,4,L,88649,07-23-2010,11:58:13
14429,real,19,1,1169,2,2,?,89966,07-23-2010,11:58:13
14429,real,20,1,1762,7,7,?,91149,07-23-2010,11:58:13
14429,real,21,1,1676,6,6,0,92931,07-23-2010,11:58:13
14429,real,22,1,1736,3,3,?,94631,07-23-2010,11:58:13
14429,real,23,1,1698,5,5,U,96381,07-23-2010,11:58:13
14429,real,24,1,1742,7,7,?,98097,07-23-2010,11:58:13
14429,real,25,1,1144,2,2,?,99863,07-23-2010,11:58:13
14429,real,26,1,1850,8,8,X,101029,07-23-2010,11:58:13
14429,real,27,1,1488,5,5,U,102895,07-23-2010,11:58:13
14429,real,28,1,1411,4,4,L,104412,07-23-2010,11:58:13
14429,real,29,1,1161,6,6,0,105845,07-23-2010,11:58:13
14429,real,30,1,3082,3,3,?,107028,07-23-2010,11:58:13
14429,real,31,1,1887,7,7,?,110127,07-23-2010,11:58:13
14429,real,32,1,1363,2,2,?,112043,07-23-2010,11:58:13
14429,real,33,1,1676,8,8,X,113426,07-23-2010,11:58:13
14429,real,34,1,904,1,1,–,115126,07-23-2010,11:58:13
14429,real,35,1,1779,9,9,=,116059,07-23-2010,11:58:13
14429,real,36,1,1628,5,5,U,117858,07-23-2010,11:58:13
14429,real,37,1,1690,8,8,X,119508,07-23-2010,11:58:13
14429,real,38,1,1318,4,4,L,121224,07-23-2010,11:58:13
14429,real,39,1,1617,7,7,?,122557,07-23-2010,11:58:13
14429,real,40,1,1856,3,3,?,124190,07-23-2010,11:58:13
14429,real,41,1,1653,6,6,0,126073,07-23-2010,11:58:13
14429,real,42,1,1266,2,2,?,127756,07-23-2010,11:58:13
14429,real,43,1,1279,5,5,U,129039,07-23-2010,11:58:13
14429,real,44,1,956,1,1,–,130338,07-23-2010,11:58:13
14429,real,45,1,2165,9,9,=,131321,07-23-2010,11:58:13
14429,real,46,1,1102,2,2,?,133504,07-23-2010,11:58:13
14429,real,47,1,1809,8,8,X,134621,07-23-2010,11:58:13
14429,real,48,1,1305,3,3,?,136453,07-23-2010,11:58:13
14429,real,49,1,1652,7,7,?,137786,07-23-2010,11:58:13
14429,real,50,1,1153,4,4,L,139453,07-23-2010,11:58:13
14429,real,51,1,1106,6,6,0,140636,07-23-2010,11:58:13
14429,real,52,1,2069,5,5,U,141769,07-23-2010,11:58:13
14429,real,53,1,1554,9,9,=,143852,07-23-2010,11:58:13
14429,real,54,1,1220,4,4,L,145434,07-23-2010,11:58:13
14429,real,55,1,1475,8,8,X,146667,07-23-2010,11:58:13
14429,real,56,1,1543,3,3,?,148167,07-23-2010,11:58:13
14429,real,57,1,1481,7,7,?,149733,07-23-2010,11:58:13
14429,real,58,1,1388,2,2,?,151233,07-23-2010,11:58:13
14429,real,59,1,1844,6,6,0,152649,07-23-2010,11:58:13
14430,practice,1,1,1986,1,1,–,56742,08-17-2014,12:12:08
14430,practice,2,1,1698,3,3,?,58758,08-17-2014,12:12:08
14430,practice,3,1,2942,7,7,?,60474,08-17-2014,12:12:08
14430,practice,4,1,1240,2,2,?,63440,08-17-2014,12:12:08
14430,practice,5,1,1638,4,4,L,64706,08-17-2014,12:12:08
14430,practice,6,1,1876,8,8,X,66372,08-17-2014,12:12:08
14430,practice,7,1,1592,1,1,–,68272,08-17-2014,12:12:08
14430,practice,8,1,2072,5,5,U,69888,08-17-2014,12:12:08
14430,practice,9,1,2692,4,4,L,71988,08-17-2014,12:12:08
14430,real,1,1,899,2,2,?,78053,08-17-2014,12:12:08
14430,real,2,1,815,1,1,–,78969,08-17-2014,12:12:08
14430,real,3,1,718,3,3,?,79802,08-17-2014,12:12:08
14430,real,4,1,721,2,2,?,80535,08-17-2014,12:12:08
14430,real,5,1,899,1,1,–,81285,08-17-2014,12:12:08
14430,real,6,1,1389,4,4,L,82202,08-17-2014,12:12:08
14430,real,7,1,1013,2,2,?,83618,08-17-2014,12:12:08
14430,real,8,1,988,3,3,?,84651,08-17-2014,12:12:08
14430,real,9,1,2260,5,5,U,85667,08-17-2014,12:12:08
14430,real,10,1,889,2,2,?,87950,08-17-2014,12:12:08
14430,real,11,1,1012,3,3,?,88867,08-17-2014,12:12:08
14430,real,12,1,811,1,1,–,89900,08-17-2014,12:12:08
14430,real,13,1,1290,4,4,L,90733,08-17-2014,12:12:08
14430,real,14,1,2598,6,6,0,92049,08-17-2014,12:12:08
14430,real,15,1,1566,3,3,?,94665,08-17-2014,12:12:08
14430,real,16,1,863,1,1,–,96248,08-17-2014,12:12:08
14430,real,17,1,2124,5,5,U,97131,08-17-2014,12:12:08
14430,real,18,1,2854,4,4,L,99281,08-17-2014,12:12:08
14430,real,19,1,964,2,2,?,102163,08-17-2014,12:12:08
14430,real,20,1,1517,7,7,?,103146,08-17-2014,12:12:08
14430,real,21,1,1440,6,6,0,104679,08-17-2014,12:12:08
14430,real,22,1,1110,3,3,?,106145,08-17-2014,12:12:08
14430,real,23,1,1513,5,5,U,107278,08-17-2014,12:12:08
14430,real,24,1,1980,7,7,?,108811,08-17-2014,12:12:08
14430,real,25,1,1100,2,2,?,110811,08-17-2014,12:12:08
14430,real,26,1,1728,8,8,X,111927,08-17-2014,12:12:08
14430,real,27,1,1434,5,5,U,113677,08-17-2014,12:12:08
14430,real,28,1,2769,4,4,L,115126,08-17-2014,12:12:08
14430,real,29,1,1538,6,6,0,117909,08-17-2014,12:12:08
14430,real,30,1,964,3,3,?,119475,08-17-2014,12:12:08
14430,real,31,1,1277,7,7,?,120458,08-17-2014,12:12:08
14430,real,32,1,953,2,2,?,121758,08-17-2014,12:12:08
14430,real,33,1,1155,8,8,X,122724,08-17-2014,12:12:08
14430,real,34,1,868,1,1,–,123907,08-17-2014,12:12:08
14430,real,35,1,800,9,9,=,124791,08-17-2014,12:12:08
14430,real,36,1,1440,5,5,U,125607,08-17-2014,12:12:08
14430,real,37,1,2422,8,8,X,127073,08-17-2014,12:12:08
14430,real,38,1,835,4,4,L,129523,08-17-2014,12:12:08
14430,real,39,1,962,7,7,?,130372,08-17-2014,12:12:08
14430,real,40,1,762,3,3,?,131356,08-17-2014,12:12:08
14430,real,41,1,1947,6,6,0,132139,08-17-2014,12:12:08
14430,real,42,1,1373,2,2,?,134105,08-17-2014,12:12:08
14430,real,43,1,1974,5,5,U,135504,08-17-2014,12:12:08
14430,real,44,1,758,1,1,–,137504,08-17-2014,12:12:08
14430,real,45,1,951,9,9,=,138287,08-17-2014,12:12:08
14430,real,46,1,1217,2,2,?,139253,08-17-2014,12:12:08
14430,real,47,1,1200,8,8,X,140486,08-17-2014,12:12:08
14430,real,48,1,687,3,3,?,141703,08-17-2014,12:12:08
14430,real,49,1,883,7,7,?,142419,08-17-2014,12:12:08
14430,real,50,1,927,4,4,L,143319,08-17-2014,12:12:08
14430,real,51,1,1225,6,6,0,144269,08-17-2014,12:12:08
14430,real,52,1,1831,5,5,U,145519,08-17-2014,12:12:08
14430,real,53,1,798,9,9,=,147368,08-17-2014,12:12:08
14430,real,54,1,862,4,4,L,148184,08-17-2014,12:12:08
14430,real,55,1,1002,8,8,X,149068,08-17-2014,12:12:08
14430,real,56,1,850,3,3,?,150084,08-17-2014,12:12:08
14430,real,57,1,880,7,7,?,150950,08-17-2014,12:12:08
14430,real,58,1,780,2,2,?,151850,08-17-2014,12:12:08
14430,real,59,1,1308,6,6,0,152650,08-17-2014,12:12:08
14430,real,60,1,807,1,1,–,153983,08-17-2014,12:12:08
14430,real,61,1,1894,5,5,U,154816,08-17-2014,12:12:08
14430,real,62,1,906,4,4,L,156732,08-17-2014,12:12:08
14430,real,63,1,1269,6,6,0,157665,08-17-2014,12:12:08
14430,real,64,1,834,3,3,?,158948,08-17-2014,12:12:08
14430,real,65,1,1104,7,7,?,159798,08-17-2014,12:12:08
14430,real,66,1,739,9,9,=,160931,08-17-2014,12:12:08
14430,real,67,1,788,2,2,?,161698,08-17-2014,12:12:08
14430,real,68,1,708,8,8,X,162514,08-17-2014,12:12:08
14430,real,69,1,599,1,1,–,163247,08-17-2014,12:12:08
14430,real,70,1,734,7,7,?,163864,08-17-2014,12:12:08
14430,real,71,1,784,9,9,=,164614,08-17-2014,12:12:08
14430,real,72,1,785,4,4,L,165413,08-17-2014,12:12:08
14430,real,73,1,1185,6,6,0,166213,08-17-2014,12:12:08
14430,real,74,1,833,8,8,X,167413,08-17-2014,12:12:08
14432,practice,1,1,3751,1,1,–,87580,09-28-2014,12:53:45
14432,practice,2,1,4273,3,3,?,91362,09-28-2014,12:53:45
14432,practice,3,1,2790,7,7,?,95661,09-28-2014,12:53:45
14432,practice,4,1,2518,2,2,?,98477,09-28-2014,12:53:45
14432,practice,5,1,2258,4,4,L,101009,09-28-2014,12:53:45
14432,practice,6,1,1879,8,8,X,103292,09-28-2014,12:53:45
14432,practice,7,1,2603,1,1,–,105192,09-28-2014,12:53:45
14432,practice,8,1,4259,5,5,U,107808,09-28-2014,12:53:45
14432,practice,9,1,2441,4,4,L,112090,09-28-2014,12:53:45
14432,real,1,1,3433,2,2,?,119321,09-28-2014,12:53:45
14432,real,2,1,1392,1,1,–,122770,09-28-2014,12:53:45
14432,real,3,1,1847,3,3,?,124187,09-28-2014,12:53:45
14432,real,4,1,2157,2,2,?,126053,09-28-2014,12:53:45
14432,real,5,1,1718,1,1,–,128236,09-28-2014,12:53:45
14432,real,6,1,1985,4,4,L,129969,09-28-2014,12:53:45
14432,real,7,1,2114,2,2,?,131968,09-28-2014,12:53:45
14432,real,8,1,1693,3,3,?,134101,09-28-2014,12:53:45
14432,real,9,1,2569,5,5,U,135817,09-28-2014,12:53:45
14432,real,10,1,1698,2,2,?,138400,09-28-2014,12:53:45
14432,real,11,1,1598,3,3,?,140116,09-28-2014,12:53:45
14432,real,12,1,1214,1,1,–,141732,09-28-2014,12:53:45
14432,real,13,1,1469,4,4,L,142965,09-28-2014,12:53:45
14432,real,14,1,3633,6,6,0,144465,09-28-2014,12:53:45
14432,real,15,1,2448,3,3,?,148114,09-28-2014,12:53:45
14432,real,16,1,1358,1,1,–,150580,09-28-2014,12:53:45
14432,real,17,0,2295,6,5,U,151963,09-28-2014,12:53:45
14432,real,18,1,2539,4,4,L,154279,09-28-2014,12:53:45
14432,real,19,1,2453,2,2,?,156845,09-28-2014,12:53:45
14432,real,20,1,2929,7,7,?,159328,09-28-2014,12:53:45
14432,real,21,1,2252,6,6,0,162277,09-28-2014,12:53:45
14432,real,22,1,2705,3,3,?,164560,09-28-2014,12:53:45
14432,real,23,1,2293,5,5,U,167292,09-28-2014,12:53:45
14432,real,24,1,3257,7,7,?,169608,09-28-2014,12:53:45
14432,real,25,1,2310,2,2,?,172891,09-28-2014,12:53:45
14432,real,26,1,3177,8,8,X,175224,09-28-2014,12:53:45
14432,real,27,1,2506,5,5,U,178423,09-28-2014,12:53:45
14432,real,28,1,4054,4,4,L,180955,09-28-2014,12:53:45
14432,real,29,1,2723,6,6,0,185038,09-28-2014,12:53:45
14432,real,30,1,2886,3,3,?,187787,09-28-2014,12:53:45
14432,real,31,1,3106,7,7,?,190703,09-28-2014,12:53:45
14432,real,32,1,1926,2,2,?,193835,09-28-2014,12:53:45
14432,real,33,1,2648,8,8,X,195785,09-28-2014,12:53:45
14432,real,34,1,2238,1,1,–,198451,09-28-2014,12:53:45
14432,real,35,1,1796,9,9,=,200717,09-28-2014,12:53:45
14432,real,36,1,2140,5,5,U,202533,09-28-2014,12:53:45
14432,real,37,1,4357,8,8,X,204699,09-28-2014,12:53:45
14432,real,38,1,2423,4,4,L,209081,09-28-2014,12:53:45
14433,practice,1,1,4269,1,1,–,304721,07-30-2014,13:25:47
14433,practice,2,1,2386,3,3,?,309020,07-30-2014,13:25:47
14433,practice,3,1,2002,7,7,?,311436,07-30-2014,13:25:47
14433,practice,4,1,2418,2,2,?,313452,07-30-2014,13:25:47
14433,practice,5,1,2096,4,4,L,315885,07-30-2014,13:25:47
14433,practice,6,1,3996,8,8,X,318001,07-30-2014,13:25:47
14433,practice,7,1,2524,1,1,–,322017,07-30-2014,13:25:47
