Subject,Trial,Tone1,Tone2,Difference,CorrectResponse,Accuracy,NextTrial.ACC,Reversal,ReversalNumb,DurationThreshold.last,SessionDate,SessionTime
14433,36,370,320,50,first,1,1,0,NA,60,08-02-2018,12:05:54
14433,37,280,320,40,second,1,1,0,NA,60,08-02-2018,12:05:54
14433,38,350,320,30,first,0,1,1,15,60,08-02-2018,12:05:54
14433,39,320,260,60,first,1,0,1,16,60,08-02-2018,12:05:54
14433,40,330,280,50,first,1,1,0,NA,60,08-02-2018,12:05:54
14433,41,320,280,40,first,1,1,0,NA,60,08-02-2018,12:05:54
14433,42,320,350,30,second,0,1,1,17,60,08-02-2018,12:05:54
14433,43,220,280,60,second,1,0,1,18,60,08-02-2018,12:05:54
14433,44,330,280,50,first,1,1,0,NA,60,08-02-2018,12:05:54
14433,45,360,320,40,first,1,1,0,NA,60,08-02-2018,12:05:54
14433,46,350,380,30,second,1,1,0,NA,60,08-02-2018,12:05:54
14433,47,300,320,20,second,1,1,0,NA,60,08-02-2018,12:05:54
14433,48,360,350,10,first,0,1,1,19,60,08-02-2018,12:05:54
14433,49,280,240,40,first,1,0,1,20,60,08-02-2018,12:05:54
14433,50,320,350,30,second,1,1,0,NA,60,08-02-2018,12:05:54
14433,51,350,370,20,second,1,1,0,NA,60,08-02-2018,12:05:54
14433,52,250,240,10,first,1,1,0,NA,60,08-02-2018,12:05:54
14433,53,280,290,10,second,1,1,0,NA,60,08-02-2018,12:05:54
14433,54,340,350,10,second,0,1,1,21,60,08-02-2018,12:05:54
14433,55,280,320,40,second,1,0,1,22,60,08-02-2018,12:05:54
14433,56,320,350,30,second,0,1,1,23,60,08-02-2018,12:05:54
14433,57,250,190,60,first,1,0,1,24,60,08-02-2018,12:05:54
14433,58,300,250,50,first,1,1,0,NA,60,08-02-2018,12:05:54
14433,59,240,280,40,second,1,1,0,NA,60,08-02-2018,12:05:54
14433,60,280,250,30,first,0,1,1,25,60,08-02-2018,12:05:54
14433,61,190,250,60,second,0,0,0,NA,60,08-02-2018,12:05:54
14433,62,250,340,90,second,1,0,1,26,60,08-02-2018,12:05:54
14433,63,350,430,80,second,1,1,0,NA,60,08-02-2018,12:05:54
14433,64,250,180,70,first,1,1,0,NA,60,08-02-2018,12:05:54
14443,1,280,380,100,second,1,NA,NA,NA,50,09-27-2018,11:40:24
14443,2,330,250,80,first,1,1,0,NA,50,09-27-2018,11:40:24
14443,3,260,320,60,second,1,1,0,NA,50,09-27-2018,11:40:24
14443,4,360,320,40,first,1,1,0,NA,50,09-27-2018,11:40:24
14443,5,280,260,20,first,1,1,0,NA,50,09-27-2018,11:40:24
14443,6,250,240,10,first,1,1,0,NA,50,09-27-2018,11:40:24
14443,7,350,340,10,first,1,1,0,NA,50,09-27-2018,11:40:24
14443,8,290,280,10,first,1,1,0,NA,50,09-27-2018,11:40:24
14443,9,340,350,10,second,0,1,1,1,50,09-27-2018,11:40:24
14443,10,280,240,40,first,1,0,1,2,50,09-27-2018,11:40:24
14443,11,350,320,30,first,1,1,0,NA,50,09-27-2018,11:40:24
14443,12,280,260,20,first,1,1,0,NA,50,09-27-2018,11:40:24
14443,13,240,250,10,second,0,1,1,3,50,09-27-2018,11:40:24
14443,14,280,320,40,second,1,0,1,4,50,09-27-2018,11:40:24
14443,15,250,220,30,first,1,1,0,NA,50,09-27-2018,11:40:24
14443,16,320,300,20,first,1,1,0,NA,50,09-27-2018,11:40:24
14443,17,320,310,10,first,1,1,0,NA,50,09-27-2018,11:40:24
14443,18,280,290,10,second,0,1,1,5,50,09-27-2018,11:40:24
14443,19,280,320,40,second,1,0,1,6,50,09-27-2018,11:40:24
14443,20,250,280,30,second,1,1,0,NA,50,09-27-2018,11:40:24
14443,21,280,300,20,second,0,1,1,7,50,09-27-2018,11:40:24
14443,22,320,270,50,first,1,0,1,8,50,09-27-2018,11:40:24
14443,23,350,310,40,first,1,1,0,NA,50,09-27-2018,11:40:24
14443,24,380,350,30,first,0,1,1,9,50,09-27-2018,11:40:24
14443,25,250,310,60,second,0,0,0,NA,50,09-27-2018,11:40:24
14443,26,340,250,90,first,1,0,1,10,50,09-27-2018,11:40:24
14443,27,400,320,80,first,1,1,0,NA,50,09-27-2018,11:40:24
14443,28,350,280,70,first,1,1,0,NA,50,09-27-2018,11:40:24
14443,29,310,250,60,first,1,1,0,NA,50,09-27-2018,11:40:24
14443,30,320,370,50,second,1,1,0,NA,50,09-27-2018,11:40:24
14443,31,250,210,40,first,1,1,0,NA,50,09-27-2018,11:40:24
14443,32,250,280,30,second,0,1,1,11,50,09-27-2018,11:40:24
14443,33,280,340,60,second,0,0,0,NA,50,09-27-2018,11:40:24
14443,34,440,350,90,first,1,0,1,12,50,09-27-2018,11:40:24
14443,35,250,170,80,first,1,1,0,NA,50,09-27-2018,11:40:24
14443,36,350,420,70,second,1,1,0,NA,50,09-27-2018,11:40:24
14443,37,320,260,60,first,1,1,0,NA,50,09-27-2018,11:40:24
14443,38,330,280,50,first,1,1,0,NA,50,09-27-2018,11:40:24
14443,39,310,350,40,second,1,1,0,NA,50,09-27-2018,11:40:24
14443,40,250,280,30,second,1,1,0,NA,50,09-27-2018,11:40:24
14443,41,350,370,20,second,1,1,0,NA,50,09-27-2018,11:40:24
14443,42,290,280,10,first,1,1,0,NA,50,09-27-2018,11:40:24
14443,43,360,350,10,first,1,1,0,NA,50,09-27-2018,11:40:24
14443,44,350,360,10,second,1,1,0,NA,50,09-27-2018,11:40:24
14443,45,350,340,10,first,1,1,0,NA,50,09-27-2018,11:40:24
14443,46,350,340,10,first,1,1,0,NA,50,09-27-2018,11:40:24
14443,47,320,330,10,second,1,1,0,NA,50,09-27-2018,11:40:24
14443,48,350,360,10,second,1,1,0,NA,50,09-27-2018,11:40:24
14443,49,270,280,10,second,0,1,1,13,50,09-27-2018,11:40:24
14443,50,290,250,40,first,1,0,1,14,50,09-27-2018,11:40:24
14443,51,320,350,30,second,0,1,1,15,50,09-27-2018,11:40:24
14443,52,320,380,60,second,1,0,1,16,50,09-27-2018,11:40:24
14443,53,200,250,50,second,0,1,1,17,50,09-27-2018,11:40:24
14443,54,400,320,80,first,1,0,1,18,50,09-27-2018,11:40:24
14443,55,180,250,70,second,1,1,0,NA,50,09-27-2018,11:40:24
14443,56,280,220,60,first,1,1,0,NA,50,09-27-2018,11:40:24
14443,57,250,300,50,second,1,1,0,NA,50,09-27-2018,11:40:24
14443,58,250,290,40,second,1,1,0,NA,50,09-27-2018,11:40:24
14443,59,320,350,30,second,0,1,1,19,50,09-27-2018,11:40:24
14443,60,410,350,60,first,1,0,1,20,50,09-27-2018,11:40:24
14443,61,320,370,50,second,1,1,0,NA,50,09-27-2018,11:40:24
14443,62,250,290,40,second,0,1,1,21,50,09-27-2018,11:40:24
14443,63,250,320,70,second,1,0,1,22,50,09-27-2018,11:40:24
14443,64,190,250,60,second,1,1,0,NA,50,09-27-2018,11:40:24
14445,1,150,250,100,second,1,NA,NA,NA,70,08-13-2018,15:21:20
14445,2,330,250,80,first,1,1,0,NA,70,08-13-2018,15:21:20
14445,3,250,310,60,second,1,1,0,NA,70,08-13-2018,15:21:20
14445,4,320,360,40,second,0,1,1,1,70,08-13-2018,15:21:20
14445,5,250,150,100,first,1,0,1,2,70,08-13-2018,15:21:20
14445,6,250,170,80,first,1,1,0,NA,70,08-13-2018,15:21:20
14445,7,220,280,60,second,1,1,0,NA,70,08-13-2018,15:21:20
14445,8,350,300,50,first,1,1,0,NA,70,08-13-2018,15:21:20
14445,9,280,240,40,first,1,1,0,NA,70,08-13-2018,15:21:20
14445,10,290,320,30,second,1,1,0,NA,70,08-13-2018,15:21:20
14445,11,230,250,20,second,1,1,0,NA,70,08-13-2018,15:21:20
14445,12,290,280,10,first,1,1,0,NA,70,08-13-2018,15:21:20
14445,13,240,250,10,second,0,1,1,3,70,08-13-2018,15:21:20
14445,14,290,250,40,first,1,0,1,4,70,08-13-2018,15:21:20
14445,15,280,250,30,first,0,1,1,5,70,08-13-2018,15:21:20
14445,16,320,380,60,second,1,0,1,6,70,08-13-2018,15:21:20
14445,17,350,300,50,first,1,1,0,NA,70,08-13-2018,15:21:20
14445,18,350,390,40,second,1,1,0,NA,70,08-13-2018,15:21:20
14445,19,250,220,30,first,1,1,0,NA,70,08-13-2018,15:21:20
14445,20,340,320,20,first,1,1,0,NA,70,08-13-2018,15:21:20
14445,21,280,290,10,second,1,1,0,NA,70,08-13-2018,15:21:20
14445,22,280,290,10,second,1,1,0,NA,70,08-13-2018,15:21:20
14445,23,250,260,10,second,1,1,0,NA,70,08-13-2018,15:21:20
14445,24,350,360,10,second,0,1,1,7,70,08-13-2018,15:21:20
14445,25,240,280,40,second,1,0,1,8,70,08-13-2018,15:21:20
14445,26,320,350,30,second,1,1,0,NA,70,08-13-2018,15:21:20
14445,27,300,280,20,first,1,1,0,NA,70,08-13-2018,15:21:20
14445,28,340,350,10,second,0,1,1,9,70,08-13-2018,15:21:20
14445,29,250,210,40,first,1,0,1,10,70,08-13-2018,15:21:20
14445,30,320,290,30,first,1,1,0,NA,70,08-13-2018,15:21:20
14445,31,300,320,20,second,0,1,1,11,70,08-13-2018,15:21:20
14445,32,300,350,50,second,1,0,1,12,70,08-13-2018,15:21:20
14445,33,320,280,40,first,1,1,0,NA,70,08-13-2018,15:21:20
14445,34,280,310,30,second,1,1,0,NA,70,08-13-2018,15:21:20
14445,35,250,270,20,second,1,1,0,NA,70,08-13-2018,15:21:20
14445,36,280,270,10,first,1,1,0,NA,70,08-13-2018,15:21:20
14445,37,310,320,10,second,1,1,0,NA,70,08-13-2018,15:21:20
14445,38,360,350,10,first,1,1,0,NA,70,08-13-2018,15:21:20
14445,39,350,360,10,second,0,1,1,13,70,08-13-2018,15:21:20
14445,40,210,250,40,second,0,0,0,NA,70,08-13-2018,15:21:20
14445,41,250,320,70,second,1,0,1,14,70,08-13-2018,15:21:20
14445,42,350,290,60,first,1,1,0,NA,70,08-13-2018,15:21:20
14445,43,370,320,50,first,1,1,0,NA,70,08-13-2018,15:21:20
14445,44,320,280,40,first,0,1,1,15,70,08-13-2018,15:21:20
14445,45,420,350,70,first,1,0,1,16,70,08-13-2018,15:21:20
14445,46,250,310,60,second,1,1,0,NA,70,08-13-2018,15:21:20
14445,47,330,280,50,first,1,1,0,NA,70,08-13-2018,15:21:20
14445,48,320,280,40,first,0,1,1,17,70,08-13-2018,15:21:20
14445,49,280,210,70,first,1,0,1,18,70,08-13-2018,15:21:20
14445,50,380,320,60,first,0,1,1,19,70,08-13-2018,15:21:20
14445,51,340,250,90,first,0,0,0,NA,70,08-13-2018,15:21:20
14445,52,470,350,120,first,1,0,1,20,70,08-13-2018,15:21:20
14445,53,170,280,110,second,1,1,0,NA,70,08-13-2018,15:21:20
14445,54,350,250,100,first,0,1,1,21,70,08-13-2018,15:21:20
14445,55,320,450,130,second,1,0,1,22,70,08-13-2018,15:21:20
14445,56,320,200,120,first,1,1,0,NA,70,08-13-2018,15:21:20
14445,57,170,280,110,second,1,1,0,NA,70,08-13-2018,15:21:20
14445,58,350,450,100,second,1,1,0,NA,70,08-13-2018,15:21:20
14445,59,260,350,90,second,1,1,0,NA,70,08-13-2018,15:21:20
14445,60,330,250,80,first,1,1,0,NA,70,08-13-2018,15:21:20
14445,61,280,350,70,second,1,1,0,NA,70,08-13-2018,15:21:20
14445,62,280,340,60,second,0,1,1,23,70,08-13-2018,15:21:20
14445,63,440,350,90,first,1,0,1,24,70,08-13-2018,15:21:20
14445,64,400,320,80,first,1,1,0,NA,70,08-13-2018,15:21:20
14447,1,250,350,100,second,1,NA,NA,NA,70,10-04-2018,14:14:52
14447,2,320,240,80,first,1,1,0,NA,70,10-04-2018,14:14:52
14447,3,280,340,60,second,1,1,0,NA,70,10-04-2018,14:14:52
14447,4,280,320,40,second,0,1,1,1,70,10-04-2018,14:14:52
14447,5,450,350,100,first,1,0,1,2,70,10-04-2018,14:14:52
14447,6,170,250,80,second,1,1,0,NA,70,10-04-2018,14:14:52
14447,7,320,380,60,second,1,1,0,NA,70,10-04-2018,14:14:52
14447,8,300,250,50,first,1,1,0,NA,70,10-04-2018,14:14:52
14447,9,280,240,40,first,1,1,0,NA,70,10-04-2018,14:14:52
14447,10,350,380,30,second,1,1,0,NA,70,10-04-2018,14:14:52
14447,11,370,350,20,first,1,1,0,NA,70,10-04-2018,14:14:52
14447,12,280,270,10,first,0,1,1,3,70,10-04-2018,14:14:52
14447,13,360,320,40,first,1,0,1,4,70,10-04-2018,14:14:52
14447,14,220,250,30,second,1,1,0,NA,70,10-04-2018,14:14:52
14447,15,300,280,20,first,1,1,0,NA,70,10-04-2018,14:14:52
14447,16,320,330,10,second,1,1,0,NA,70,10-04-2018,14:14:52
14447,17,260,250,10,first,1,1,0,NA,70,10-04-2018,14:14:52
14447,18,340,350,10,second,1,1,0,NA,70,10-04-2018,14:14:52
14447,19,270,280,10,second,1,1,0,NA,70,10-04-2018,14:14:52
14447,20,290,280,10,first,1,1,0,NA,70,10-04-2018,14:14:52
14447,21,260,250,10,first,1,1,0,NA,70,10-04-2018,14:14:52
14447,22,310,320,10,second,1,1,0,NA,70,10-04-2018,14:14:52
14447,23,270,280,10,second,0,1,1,5,70,10-04-2018,14:14:52
14447,24,350,390,40,second,1,0,1,6,70,10-04-2018,14:14:52
14447,25,250,280,30,second,1,1,0,NA,70,10-04-2018,14:14:52
14447,26,250,230,20,first,0,1,1,7,70,10-04-2018,14:14:52
14447,27,270,320,50,second,1,0,1,8,70,10-04-2018,14:14:52
14447,28,280,240,40,first,1,1,0,NA,70,10-04-2018,14:14:52
14447,29,320,350,30,second,0,1,1,9,70,10-04-2018,14:14:52
14447,30,250,310,60,second,1,0,1,10,70,10-04-2018,14:14:52
14447,31,350,300,50,first,1,1,0,NA,70,10-04-2018,14:14:52
14447,32,240,280,40,second,0,1,1,11,70,10-04-2018,14:14:52
14447,33,350,280,70,first,0,0,0,NA,70,10-04-2018,14:14:52
14447,34,150,250,100,second,1,0,1,12,70,10-04-2018,14:14:52
14447,35,190,280,90,second,1,1,0,NA,70,10-04-2018,14:14:52
14447,36,350,430,80,second,1,1,0,NA,70,10-04-2018,14:14:52
14447,37,420,350,70,first,1,1,0,NA,70,10-04-2018,14:14:52
14447,38,190,250,60,second,1,1,0,NA,70,10-04-2018,14:14:52
14447,39,320,370,50,second,0,1,1,13,70,10-04-2018,14:14:52
14447,40,250,170,80,first,1,0,1,14,70,10-04-2018,14:14:52
14447,41,320,250,70,first,1,1,0,NA,70,10-04-2018,14:14:52
14447,42,280,220,60,first,0,1,1,15,70,10-04-2018,14:14:52
14447,43,250,340,90,second,1,0,1,16,70,10-04-2018,14:14:52
14447,44,360,280,80,first,1,1,0,NA,70,10-04-2018,14:14:52
14447,45,250,320,70,second,1,1,0,NA,70,10-04-2018,14:14:52
14447,46,320,260,60,first,0,1,1,17,70,10-04-2018,14:14:52
14447,47,350,440,90,second,1,0,1,18,70,10-04-2018,14:14:52
14447,48,330,250,80,first,1,1,0,NA,70,10-04-2018,14:14:52
14447,49,250,180,70,first,1,1,0,NA,70,10-04-2018,14:14:52
14447,50,350,290,60,first,1,1,0,NA,70,10-04-2018,14:14:52
14447,51,370,320,50,first,1,1,0,NA,70,10-04-2018,14:14:52
14447,52,310,350,40,second,1,1,0,NA,70,10-04-2018,14:14:52
14447,53,280,310,30,second,0,1,1,19,70,10-04-2018,14:14:52
14447,54,340,280,60,first,1,0,1,20,70,10-04-2018,14:14:52
14447,55,350,300,50,first,0,1,1,21,70,10-04-2018,14:14:52
14447,56,280,360,80,second,1,0,1,22,70,10-04-2018,14:14:52
14447,57,390,320,70,first,0,1,1,23,70,10-04-2018,14:14:52
14447,58,320,220,100,first,1,0,1,24,70,10-04-2018,14:14:52
14447,59,260,350,90,second,1,1,0,NA,70,10-04-2018,14:14:52
14447,60,400,320,80,first,1,1,0,NA,70,10-04-2018,14:14:52
14447,61,250,320,70,second,1,1,0,NA,70,10-04-2018,14:14:52
14447,62,260,320,60,second,1,1,0,NA,70,10-04-2018,14:14:52
14447,63,250,200,50,first,0,1,1,25,70,10-04-2018,14:14:52
14447,64,430,350,80,first,1,0,1,26,70,10-04-2018,14:14:52
14455,1,380,280,100,first,1,NA,NA,NA,40,09-25-2018,10:04:55
14455,2,430,350,80,first,1,1,0,NA,40,09-25-2018,10:04:55
14455,3,350,290,60,first,1,1,0,NA,40,09-25-2018,10:04:55
14455,4,280,240,40,first,1,1,0,NA,40,09-25-2018,10:04:55
14455,5,330,350,20,second,1,1,0,NA,40,09-25-2018,10:04:55
14455,6,320,310,10,first,1,1,0,NA,40,09-25-2018,10:04:55
14455,7,280,270,10,first,1,1,0,NA,40,09-25-2018,10:04:55
14455,8,250,240,10,first,1,1,0,NA,40,09-25-2018,10:04:55
14455,9,310,320,10,second,1,1,0,NA,40,09-25-2018,10:04:55
14455,10,290,280,10,first,1,1,0,NA,40,09-25-2018,10:04:55
14455,11,310,320,10,second,1,1,0,NA,40,09-25-2018,10:04:55
14455,12,260,250,10,first,1,1,0,NA,40,09-25-2018,10:04:55
14455,13,310,320,10,second,1,1,0,NA,40,09-25-2018,10:04:55
14455,14,330,320,10,first,1,1,0,NA,40,09-25-2018,10:04:55
14455,15,350,360,10,second,1,1,0,NA,40,09-25-2018,10:04:55
14455,16,330,320,10,first,1,1,0,NA,40,09-25-2018,10:04:55
14455,17,250,260,10,second,0,1,1,1,40,09-25-2018,10:04:55
14455,18,250,290,40,second,1,0,1,2,40,09-25-2018,10:04:55
14455,19,220,250,30,second,0,1,1,3,40,09-25-2018,10:04:55
14455,20,220,280,60,second,1,0,1,4,40,09-25-2018,10:04:55
14455,21,300,250,50,first,1,1,0,NA,40,09-25-2018,10:04:55
14455,22,250,210,40,first,1,1,0,NA,40,09-25-2018,10:04:55
14455,23,350,320,30,first,1,1,0,NA,40,09-25-2018,10:04:55
14455,24,370,350,20,first,1,1,0,NA,40,09-25-2018,10:04:55
14455,25,280,270,10,first,1,1,0,NA,40,09-25-2018,10:04:55
14455,26,250,240,10,first,1,1,0,NA,40,09-25-2018,10:04:55
14455,27,320,310,10,first,1,1,0,NA,40,09-25-2018,10:04:55
14455,28,240,250,10,second,0,1,1,5,40,09-25-2018,10:04:55
14455,29,320,280,40,first,1,0,1,6,40,09-25-2018,10:04:55
14455,30,320,350,30,second,1,1,0,NA,40,09-25-2018,10:04:55
14455,31,260,280,20,second,0,1,1,7,40,09-25-2018,10:04:55
14455,32,350,300,50,first,1,0,1,8,40,09-25-2018,10:04:55
14455,33,310,350,40,second,1,1,0,NA,40,09-25-2018,10:04:55
14455,34,220,250,30,second,0,1,1,9,40,09-25-2018,10:04:55
14455,35,350,290,60,first,1,0,1,10,40,09-25-2018,10:04:55
14455,36,300,350,50,second,1,1,0,NA,40,09-25-2018,10:04:55
14455,37,240,280,40,second,0,1,1,11,40,09-25-2018,10:04:55
14455,38,320,390,70,second,1,0,1,12,40,09-25-2018,10:04:55
14455,39,250,310,60,second,1,1,0,NA,40,09-25-2018,10:04:55
14455,40,280,330,50,second,1,1,0,NA,40,09-25-2018,10:04:55
14455,41,280,240,40,first,1,1,0,NA,40,09-25-2018,10:04:55
14455,42,350,320,30,first,1,1,0,NA,40,09-25-2018,10:04:55
14455,43,230,250,20,second,0,1,1,13,40,09-25-2018,10:04:55
14455,44,370,320,50,first,1,0,1,14,40,09-25-2018,10:04:55
14455,45,320,360,40,second,0,1,1,15,40,09-25-2018,10:04:55
14455,46,420,350,70,first,1,0,1,16,40,09-25-2018,10:04:55
14455,47,340,280,60,first,1,1,0,NA,40,09-25-2018,10:04:55
14455,48,280,330,50,second,0,1,1,17,40,09-25-2018,10:04:55
14455,49,350,430,80,second,1,0,1,18,40,09-25-2018,10:04:55
14455,50,420,350,70,first,1,1,0,NA,40,09-25-2018,10:04:55
14455,51,340,280,60,first,1,1,0,NA,40,09-25-2018,10:04:55
14455,52,280,330,50,second,1,1,0,NA,40,09-25-2018,10:04:55
14455,53,280,320,40,second,1,1,0,NA,40,09-25-2018,10:04:55
14455,54,320,350,30,second,1,1,0,NA,40,09-25-2018,10:04:55
14455,55,350,370,20,second,1,1,0,NA,40,09-25-2018,10:04:55
14455,56,310,320,10,second,0,1,1,19,40,09-25-2018,10:04:55
14455,57,250,210,40,first,1,0,1,20,40,09-25-2018,10:04:55
14455,58,320,290,30,first,1,1,0,NA,40,09-25-2018,10:04:55
14455,59,270,250,20,first,1,1,0,NA,40,09-25-2018,10:04:55
14455,60,250,260,10,second,0,1,1,21,40,09-25-2018,10:04:55
14455,61,290,250,40,first,1,0,1,22,40,09-25-2018,10:04:55
14455,62,250,280,30,second,0,1,1,23,40,09-25-2018,10:04:55
14455,63,350,410,60,second,1,0,1,24,40,09-25-2018,10:04:55
14455,64,320,370,50,second,1,1,0,NA,40,09-25-2018,10:04:55
14457,1,350,450,100,second,1,NA,NA,NA,10,10-22-2018,12:09:21
14457,2,350,430,80,second,1,1,0,NA,10,10-22-2018,12:09:21
14457,3,350,290,60,first,1,1,0,NA,10,10-22-2018,12:09:21
14457,4,310,350,40,second,1,1,0,NA,10,10-22-2018,12:09:21
14457,5,270,250,20,first,1,1,0,NA,10,10-22-2018,12:09:21
14457,6,340,350,10,second,1,1,0,NA,10,10-22-2018,12:09:21
14457,7,290,280,10,first,0,1,1,1,10,10-22-2018,12:09:21
14457,8,290,250,40,first,1,0,1,2,10,10-22-2018,12:09:21
14457,9,350,320,30,first,1,1,0,NA,10,10-22-2018,12:09:21
14457,10,370,350,20,first,0,1,1,3,10,10-22-2018,12:09:21
14457,11,280,330,50,second,1,0,1,4,10,10-22-2018,12:09:21
14457,12,280,320,40,second,1,1,0,NA,10,10-22-2018,12:09:21
14457,13,220,250,30,second,1,1,0,NA,10,10-22-2018,12:09:21
14457,14,320,300,20,first,0,1,1,5,10,10-22-2018,12:09:21
14457,15,280,230,50,first,0,0,0,NA,10,10-22-2018,12:09:21
14457,16,320,400,80,second,1,0,1,6,10,10-22-2018,12:09:21
14457,17,180,250,70,second,1,1,0,NA,10,10-22-2018,12:09:21
14457,18,280,220,60,first,1,1,0,NA,10,10-22-2018,12:09:21
14457,19,230,280,50,second,1,1,0,NA,10,10-22-2018,12:09:21
14457,20,280,320,40,second,1,1,0,NA,10,10-22-2018,12:09:21
14457,21,220,250,30,second,0,1,1,7,10,10-22-2018,12:09:21
14457,22,380,320,60,first,1,0,1,8,10,10-22-2018,12:09:21
14457,23,230,280,50,second,1,1,0,NA,10,10-22-2018,12:09:21
14457,24,280,320,40,second,1,1,0,NA,10,10-22-2018,12:09:21
14457,25,250,220,30,first,1,1,0,NA,10,10-22-2018,12:09:21
14457,26,230,250,20,second,1,1,0,NA,10,10-22-2018,12:09:21
14457,27,330,320,10,first,0,1,1,9,10,10-22-2018,12:09:21
14457,28,240,280,40,second,1,0,1,10,10,10-22-2018,12:09:21
14457,29,290,320,30,second,1,1,0,NA,10,10-22-2018,12:09:21
14457,30,280,300,20,second,1,1,0,NA,10,10-22-2018,12:09:21
14457,31,290,280,10,first,0,1,1,11,10,10-22-2018,12:09:21
14457,32,240,280,40,second,1,0,1,12,10,10-22-2018,12:09:21
14457,33,350,380,30,second,1,1,0,NA,10,10-22-2018,12:09:21
14457,34,320,300,20,first,0,1,1,13,10,10-22-2018,12:09:21
14457,35,250,200,50,first,1,0,1,14,10,10-22-2018,12:09:21
14457,36,250,290,40,second,1,1,0,NA,10,10-22-2018,12:09:21
14457,37,350,320,30,first,0,1,1,15,10,10-22-2018,12:09:21
14457,38,250,190,60,first,1,0,1,16,10,10-22-2018,12:09:21
14457,39,320,270,50,first,0,1,1,17,10,10-22-2018,12:09:21
14457,40,270,350,80,second,1,0,1,18,10,10-22-2018,12:09:21
14457,41,250,320,70,second,1,1,0,NA,10,10-22-2018,12:09:21
14457,42,250,310,60,second,1,1,0,NA,10,10-22-2018,12:09:21
14457,43,270,320,50,second,1,1,0,NA,10,10-22-2018,12:09:21
14457,44,350,310,40,first,1,1,0,NA,10,10-22-2018,12:09:21
14457,45,350,320,30,first,0,1,1,19,10,10-22-2018,12:09:21
14457,46,410,350,60,first,1,0,1,20,10,10-22-2018,12:09:21
14457,47,330,280,50,first,1,1,0,NA,10,10-22-2018,12:09:21
14457,48,360,320,40,first,0,1,1,21,10,10-22-2018,12:09:21
14457,49,320,390,70,second,1,0,1,22,10,10-22-2018,12:09:21
14457,50,310,250,60,first,1,1,0,NA,10,10-22-2018,12:09:21
14457,51,250,300,50,second,1,1,0,NA,10,10-22-2018,12:09:21
14457,52,350,390,40,second,1,1,0,NA,10,10-22-2018,12:09:21
14457,53,250,220,30,first,1,1,0,NA,10,10-22-2018,12:09:21
14457,54,320,300,20,first,1,1,0,NA,10,10-22-2018,12:09:21
14457,55,280,290,10,second,1,1,0,NA,10,10-22-2018,12:09:21
14457,56,340,350,10,second,1,1,0,NA,10,10-22-2018,12:09:21
14457,57,360,350,10,first,0,1,1,23,10,10-22-2018,12:09:21
14457,58,280,240,40,first,1,0,1,24,10,10-22-2018,12:09:21
14457,59,380,350,30,first,0,1,1,25,10,10-22-2018,12:09:21
14457,60,340,280,60,first,1,0,1,26,10,10-22-2018,12:09:21
14457,61,320,370,50,second,1,1,0,NA,10,10-22-2018,12:09:21
14457,62,280,240,40,first,1,1,0,NA,10,10-22-2018,12:09:21
14457,63,280,250,30,first,1,1,0,NA,10,10-22-2018,12:09:21
14457,64,320,340,20,second,1,1,0,NA,10,10-22-2018,12:09:21
14461,1,250,350,100,second,1,NA,NA,NA,90,09-14-2018,13:58:27
14461,2,250,330,80,second,1,1,0,NA,90,09-14-2018,13:58:27
14461,3,340,280,60,first,1,1,0,NA,90,09-14-2018,13:58:27
14461,4,390,350,40,first,1,1,0,NA,90,09-14-2018,13:58:27
14461,5,230,250,20,second,1,1,0,NA,90,09-14-2018,13:58:27
14461,6,270,280,10,second,1,1,0,NA,90,09-14-2018,13:58:27
14461,7,280,290,10,second,1,1,0,NA,90,09-14-2018,13:58:27
14461,8,240,250,10,second,1,1,0,NA,90,09-14-2018,13:58:27
14461,9,340,350,10,second,1,1,0,NA,90,09-14-2018,13:58:27
14461,10,320,310,10,first,1,1,0,NA,90,09-14-2018,13:58:27
14461,11,350,340,10,first,1,1,0,NA,90,09-14-2018,13:58:27
14461,12,350,360,10,second,1,1,0,NA,90,09-14-2018,13:58:27
14461,13,320,330,10,second,0,1,1,1,90,09-14-2018,13:58:27
14461,14,320,280,40,first,1,0,1,2,90,09-14-2018,13:58:27
14461,15,320,350,30,second,0,1,1,3,90,09-14-2018,13:58:27
14461,16,310,250,60,first,1,0,1,4,90,09-14-2018,13:58:27
14461,17,250,200,50,first,1,1,0,NA,90,09-14-2018,13:58:27
14461,18,280,240,40,first,1,1,0,NA,90,09-14-2018,13:58:27
14461,19,320,350,30,second,0,1,1,5,90,09-14-2018,13:58:27
14461,20,250,310,60,second,1,0,1,6,90,09-14-2018,13:58:27
14461,21,350,400,50,second,0,1,1,7,90,09-14-2018,13:58:27
14461,22,280,200,80,first,0,0,0,NA,90,09-14-2018,13:58:27
14461,23,430,320,110,first,1,0,1,8,90,09-14-2018,13:58:27
14461,24,320,220,100,first,1,1,0,NA,90,09-14-2018,13:58:27
14461,25,340,250,90,first,1,1,0,NA,90,09-14-2018,13:58:27
14461,26,280,200,80,first,1,1,0,NA,90,09-14-2018,13:58:27
14461,27,350,280,70,first,1,1,0,NA,90,09-14-2018,13:58:27
14461,28,220,280,60,second,1,1,0,NA,90,09-14-2018,13:58:27
14461,29,330,280,50,first,1,1,0,NA,90,09-14-2018,13:58:27
14461,30,280,320,40,second,1,1,0,NA,90,09-14-2018,13:58:27
