Subject,Task,TrialProc,Block,Trial,Accuracy,RT,Response,CorrectResponse,Stimulus_1,Stimulus_2,TargetLength,Distractor_Location,LetterComp.Total,NumberComp.Total,LetterComp_1.Total,LetterComp_2.Total,NumberComp_1.Total,NumberComp_2.Total,SessionDate,SessionTime
14355,LetterComparison,practice,NA,3,0,2967,same,different,VMJXFYZLQ,VMJKFYZLQ,NA,NA,16,25,7,9,14,11,06-01-2018,13:16:05
14355,LetterComparison,practice,NA,4,0,1230,different,same,WDYJTCSNX,WDYJTCSNX,NA,NA,16,25,7,9,14,11,06-01-2018,13:16:05
14355,LetterComparison,practice,NA,5,0,1343,same,different,SVX,SVK,NA,NA,16,25,7,9,14,11,06-01-2018,13:16:05
14355,LetterComparison,practice,NA,6,1,2725,same,same,YZG,YZG,NA,NA,16,25,7,9,14,11,06-01-2018,13:16:05
14355,LetterComparison,practice,NA,7,0,6543,same,different,VMJXFYZLQ,VMJKFYZLQ,NA,NA,16,25,7,9,14,11,06-01-2018,13:16:05
14355,LetterComparison,practice,NA,8,1,3167,different,different,TRYQZN,TRFQZN,NA,NA,16,25,7,9,14,11,06-01-2018,13:16:05
14355,LetterComparison,practice,NA,9,1,6397,same,same,WDYJTCSNX,WDYJTCSNX,NA,NA,16,25,7,9,14,11,06-01-2018,13:16:05
14355,LetterComparison,practice,NA,10,1,1447,same,same,YZG,YZG,NA,NA,16,25,7,9,14,11,06-01-2018,13:16:05
14355,LetterComparison,practice,NA,11,1,3301,same,same,DRKSGM,DRKSGM,NA,NA,16,25,7,9,14,11,06-01-2018,13:16:05
14355,LetterComparison,practice,NA,12,1,2220,different,different,SVX,SVK,NA,NA,16,25,7,9,14,11,06-01-2018,13:16:05
14355,LetterComparison,real,1,1,1,4327,same,same,BGJWQS,BGJWQS,6,0,16,25,7,9,14,11,06-01-2018,13:16:05
14355,LetterComparison,real,1,2,1,5112,same,same,RKTDCM,RKTDCM,6,0,16,25,7,9,14,11,06-01-2018,13:16:05
14355,LetterComparison,real,1,3,1,5543,same,same,FKGZMSWPX,FKGZMSWPX,9,0,16,25,7,9,14,11,06-01-2018,13:16:05
14355,LetterComparison,real,1,4,1,4145,same,same,SJZHDC,SJZHDC,6,0,16,25,7,9,14,11,06-01-2018,13:16:05
14355,LetterComparison,real,1,5,1,8899,same,same,MYSRGTHBV,MYSRGTHBV,9,0,16,25,7,9,14,11,06-01-2018,13:16:05
14355,LetterComparison,real,1,6,1,1936,different,different,SKY,SCY,3,2,16,25,7,9,14,11,06-01-2018,13:16:05
14355,LetterComparison,real,1,7,1,1590,same,same,FJM,FJM,3,0,16,25,7,9,14,11,06-01-2018,13:16:05
14355,LetterComparison,real,2,1,1,2394,same,same,THKBYZ,THKBYZ,6,0,16,25,7,9,14,11,06-01-2018,13:16:05
14355,LetterComparison,real,2,2,1,3646,same,same,GCFPNX,GCFPNX,6,0,16,25,7,9,14,11,06-01-2018,13:16:05
14355,LetterComparison,real,2,3,1,1428,same,same,QDK,QDK,3,0,16,25,7,9,14,11,06-01-2018,13:16:05
14355,LetterComparison,real,2,4,1,4229,same,same,YJZTHQ,YJZTHQ,6,0,16,25,7,9,14,11,06-01-2018,13:16:05
14355,LetterComparison,real,2,5,1,6414,different,different,JHPZQXNDY,JHPZQLNDY,9,6,16,25,7,9,14,11,06-01-2018,13:16:05
14355,LetterComparison,real,2,6,1,5678,same,same,KXWSVFZGJ,KXWSVFZGJ,9,0,16,25,7,9,14,11,06-01-2018,13:16:05
14355,LetterComparison,real,2,7,1,3517,different,different,SZRVPMTJH,SZYVPMTJH,9,3,16,25,7,9,14,11,06-01-2018,13:16:05
14355,LetterComparison,real,2,8,1,1713,different,different,MXK,GXK,3,1,16,25,7,9,14,11,06-01-2018,13:16:05
14355,LetterComparison,real,2,9,1,5276,different,different,CTBWGZNRL,CTBDGZNRL,9,4,16,25,7,9,14,11,06-01-2018,13:16:05
14355,NumberComparison,practice,NA,1,1,2083,different,different,361,261,NA,NA,16,25,7,9,14,11,06-01-2018,13:16:05
14355,NumberComparison,practice,NA,2,1,4164,same,same,650198437,650198437,NA,NA,16,25,7,9,14,11,06-01-2018,13:16:05
14355,NumberComparison,practice,NA,3,1,2136,same,same,905731,905731,NA,NA,16,25,7,9,14,11,06-01-2018,13:16:05
14355,NumberComparison,practice,NA,4,1,3276,different,different,529760843,521760843,NA,NA,16,25,7,9,14,11,06-01-2018,13:16:05
14355,NumberComparison,practice,NA,5,1,1256,same,same,468,468,NA,NA,16,25,7,9,14,11,06-01-2018,13:16:05
14355,NumberComparison,practice,NA,6,1,3187,different,different,490371,490378,NA,NA,16,25,7,9,14,11,06-01-2018,13:16:05
14355,NumberComparison,real,1,1,1,1256,same,same,780,780,3,0,16,25,7,9,14,11,06-01-2018,13:16:05
14355,NumberComparison,real,1,2,1,1054,same,same,678,678,3,0,16,25,7,9,14,11,06-01-2018,13:16:05
14355,NumberComparison,real,1,3,1,2516,different,different,825031764,895031764,9,2,16,25,7,9,14,11,06-01-2018,13:16:05
14355,NumberComparison,real,1,4,1,1589,different,different,708,208,3,1,16,25,7,9,14,11,06-01-2018,13:16:05
14355,NumberComparison,real,1,5,1,3981,same,same,984760213,984760213,9,0,16,25,7,9,14,11,06-01-2018,13:16:05
14355,NumberComparison,real,1,6,1,2105,same,same,562937,562937,6,0,16,25,7,9,14,11,06-01-2018,13:16:05
14355,NumberComparison,real,1,7,1,2810,different,different,451076,451079,6,6,16,25,7,9,14,11,06-01-2018,13:16:05
14355,NumberComparison,real,1,8,1,1888,different,different,653782,153782,6,1,16,25,7,9,14,11,06-01-2018,13:16:05
14355,NumberComparison,real,1,9,1,1601,different,different,109,139,3,2,16,25,7,9,14,11,06-01-2018,13:16:05
14355,NumberComparison,real,1,10,1,1879,same,same,739,739,3,0,16,25,7,9,14,11,06-01-2018,13:16:05
14355,NumberComparison,real,1,11,1,4597,same,same,324719605,324719605,9,0,16,25,7,9,14,11,06-01-2018,13:16:05
14355,NumberComparison,real,1,12,1,1548,different,different,405,402,3,3,16,25,7,9,14,11,06-01-2018,13:16:05
14355,NumberComparison,real,1,13,1,1503,same,same,836,836,3,0,16,25,7,9,14,11,06-01-2018,13:16:05
14355,NumberComparison,real,1,14,1,1835,different,different,897,397,3,1,16,25,7,9,14,11,06-01-2018,13:16:05
14355,NumberComparison,real,2,1,1,2078,different,different,132845970,632845970,9,1,16,25,7,9,14,11,06-01-2018,13:16:05
14355,NumberComparison,real,2,2,1,2497,different,different,680257491,683257491,9,3,16,25,7,9,14,11,06-01-2018,13:16:05
14355,NumberComparison,real,2,3,1,2959,different,different,821953760,821954760,9,6,16,25,7,9,14,11,06-01-2018,13:16:05
14355,NumberComparison,real,2,4,1,1998,different,different,539601,538601,6,3,16,25,7,9,14,11,06-01-2018,13:16:05
14355,NumberComparison,real,2,5,1,5278,different,different,365749210,365789210,9,5,16,25,7,9,14,11,06-01-2018,13:16:05
14355,NumberComparison,real,2,6,1,3718,different,different,579861,579361,6,4,16,25,7,9,14,11,06-01-2018,13:16:05
14355,NumberComparison,real,2,7,1,4692,same,same,587240136,587240136,9,0,16,25,7,9,14,11,06-01-2018,13:16:05
14355,NumberComparison,real,2,8,1,4107,same,same,693845,693845,6,0,16,25,7,9,14,11,06-01-2018,13:16:05
14355,NumberComparison,real,2,9,1,1029,same,same,841,841,3,0,16,25,7,9,14,11,06-01-2018,13:16:05
14355,NumberComparison,real,2,10,1,1375,different,different,780,720,3,2,16,25,7,9,14,11,06-01-2018,13:16:05
14355,NumberComparison,real,2,11,1,1461,same,same,430,430,3,0,16,25,7,9,14,11,06-01-2018,13:16:05
14356,LetterComparison,practice,NA,1,1,3591,same,same,DRKSGM,DRKSGM,NA,NA,16,22,9,7,14,8,06-04-2018,10:54:06
14356,LetterComparison,practice,NA,2,0,4041,same,different,VMJXFYZLQ,VMJKFYZLQ,NA,NA,16,22,9,7,14,8,06-04-2018,10:54:06
14356,LetterComparison,practice,NA,3,1,4754,same,same,WDYJTCSNX,WDYJTCSNX,NA,NA,16,22,9,7,14,8,06-04-2018,10:54:06
14356,LetterComparison,practice,NA,4,1,1220,same,same,YZG,YZG,NA,NA,16,22,9,7,14,8,06-04-2018,10:54:06
14356,LetterComparison,practice,NA,5,1,2130,different,different,SVX,SVK,NA,NA,16,22,9,7,14,8,06-04-2018,10:54:06
14356,LetterComparison,practice,NA,6,1,2038,different,different,TRYQZN,TRFQZN,NA,NA,16,22,9,7,14,8,06-04-2018,10:54:06
14356,LetterComparison,real,1,1,1,2614,same,same,BGJWQS,BGJWQS,6,0,16,22,9,7,14,8,06-04-2018,10:54:06
14356,LetterComparison,real,1,2,1,2396,same,same,RKTDCM,RKTDCM,6,0,16,22,9,7,14,8,06-04-2018,10:54:06
14356,LetterComparison,real,1,3,1,6544,same,same,FKGZMSWPX,FKGZMSWPX,9,0,16,22,9,7,14,8,06-04-2018,10:54:06
14356,LetterComparison,real,1,4,1,2434,same,same,SJZHDC,SJZHDC,6,0,16,22,9,7,14,8,06-04-2018,10:54:06
14356,LetterComparison,real,1,5,1,8640,same,same,MYSRGTHBV,MYSRGTHBV,9,0,16,22,9,7,14,8,06-04-2018,10:54:06
14356,LetterComparison,real,1,6,1,1158,different,different,SKY,SCY,3,2,16,22,9,7,14,8,06-04-2018,10:54:06
14356,LetterComparison,real,1,7,1,1313,same,same,FJM,FJM,3,0,16,22,9,7,14,8,06-04-2018,10:54:06
14356,LetterComparison,real,1,8,1,6068,same,same,JZMCBVNPT,JZMCBVNPT,9,0,16,22,9,7,14,8,06-04-2018,10:54:06
14356,LetterComparison,real,1,9,1,3342,different,different,HQTZRYSVB,HQTZRYDVB,9,7,16,22,9,7,14,8,06-04-2018,10:54:06
14356,LetterComparison,real,2,1,1,5939,same,same,THKBYZ,THKBYZ,6,0,16,22,9,7,14,8,06-04-2018,10:54:06
14356,LetterComparison,real,2,2,1,2813,same,same,GCFPNX,GCFPNX,6,0,16,22,9,7,14,8,06-04-2018,10:54:06
14356,LetterComparison,real,2,3,1,1043,same,same,QDK,QDK,3,0,16,22,9,7,14,8,06-04-2018,10:54:06
14356,LetterComparison,real,2,4,1,3814,same,same,YJZTHQ,YJZTHQ,6,0,16,22,9,7,14,8,06-04-2018,10:54:06
14356,LetterComparison,real,2,5,1,4805,different,different,JHPZQXNDY,JHPZQLNDY,9,6,16,22,9,7,14,8,06-04-2018,10:54:06
14356,LetterComparison,real,2,6,0,7532,different,same,KXWSVFZGJ,KXWSVFZGJ,9,0,16,22,9,7,14,8,06-04-2018,10:54:06
14356,LetterComparison,real,2,7,1,8044,different,different,SZRVPMTJH,SZYVPMTJH,9,3,16,22,9,7,14,8,06-04-2018,10:54:06
14356,LetterComparison,real,2,8,1,1108,different,different,MXK,GXK,3,1,16,22,9,7,14,8,06-04-2018,10:54:06
14356,NumberComparison,practice,NA,1,1,1795,different,different,361,261,NA,NA,16,22,9,7,14,8,06-04-2018,10:54:06
14356,NumberComparison,practice,NA,2,1,3822,same,same,905731,905731,NA,NA,16,22,9,7,14,8,06-04-2018,10:54:06
14356,NumberComparison,practice,NA,3,1,2661,different,different,529760843,521760843,NA,NA,16,22,9,7,14,8,06-04-2018,10:54:06
14356,NumberComparison,practice,NA,4,1,4262,same,same,650198437,650198437,NA,NA,16,22,9,7,14,8,06-04-2018,10:54:06
14356,NumberComparison,practice,NA,5,1,1781,different,different,490371,490378,NA,NA,16,22,9,7,14,8,06-04-2018,10:54:06
14356,NumberComparison,practice,NA,6,1,1574,same,same,468,468,NA,NA,16,22,9,7,14,8,06-04-2018,10:54:06
14356,NumberComparison,real,1,1,1,1531,same,same,780,780,3,0,16,22,9,7,14,8,06-04-2018,10:54:06
14356,NumberComparison,real,1,2,1,1409,same,same,678,678,3,0,16,22,9,7,14,8,06-04-2018,10:54:06
14356,NumberComparison,real,1,3,1,2007,different,different,825031764,895031764,9,2,16,22,9,7,14,8,06-04-2018,10:54:06
14356,NumberComparison,real,1,4,1,1471,different,different,708,208,3,1,16,22,9,7,14,8,06-04-2018,10:54:06
14356,NumberComparison,real,1,5,1,5034,same,same,984760213,984760213,9,0,16,22,9,7,14,8,06-04-2018,10:54:06
14356,NumberComparison,real,1,6,1,1879,same,same,562937,562937,6,0,16,22,9,7,14,8,06-04-2018,10:54:06
14356,NumberComparison,real,1,7,1,2018,different,different,451076,451079,6,6,16,22,9,7,14,8,06-04-2018,10:54:06
14356,NumberComparison,real,1,8,1,1435,different,different,653782,153782,6,1,16,22,9,7,14,8,06-04-2018,10:54:06
14356,NumberComparison,real,1,9,1,1201,different,different,109,139,3,2,16,22,9,7,14,8,06-04-2018,10:54:06
14356,NumberComparison,real,1,10,1,1268,same,same,739,739,3,0,16,22,9,7,14,8,06-04-2018,10:54:06
14356,NumberComparison,real,1,11,1,5860,same,same,324719605,324719605,9,0,16,22,9,7,14,8,06-04-2018,10:54:06
14356,NumberComparison,real,1,12,1,1495,different,different,405,402,3,3,16,22,9,7,14,8,06-04-2018,10:54:06
14356,NumberComparison,real,1,13,1,1748,same,same,836,836,3,0,16,22,9,7,14,8,06-04-2018,10:54:06
14356,NumberComparison,real,1,14,1,1997,different,different,897,397,3,1,16,22,9,7,14,8,06-04-2018,10:54:06
14356,NumberComparison,real,2,1,1,3792,different,different,132845970,632845970,9,1,16,22,9,7,14,8,06-04-2018,10:54:06
14356,NumberComparison,real,2,2,1,3271,different,different,680257491,683257491,9,3,16,22,9,7,14,8,06-04-2018,10:54:06
14356,NumberComparison,real,2,3,1,3499,different,different,821953760,821954760,9,6,16,22,9,7,14,8,06-04-2018,10:54:06
14356,NumberComparison,real,2,4,1,4111,different,different,539601,538601,6,3,16,22,9,7,14,8,06-04-2018,10:54:06
14356,NumberComparison,real,2,5,1,6179,different,different,365749210,365789210,9,5,16,22,9,7,14,8,06-04-2018,10:54:06
14356,NumberComparison,real,2,6,1,4872,different,different,579861,579361,6,4,16,22,9,7,14,8,06-04-2018,10:54:06
14356,NumberComparison,real,2,7,1,10607,same,same,587240136,587240136,9,0,16,22,9,7,14,8,06-04-2018,10:54:06
14356,NumberComparison,real,2,8,1,5400,same,same,693845,693845,6,0,16,22,9,7,14,8,06-04-2018,10:54:06
14358,LetterComparison,practice,NA,1,1,2862,same,same,DRKSGM,DRKSGM,NA,NA,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,practice,NA,2,1,1370,same,same,WDYJTCSNX,WDYJTCSNX,NA,NA,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,practice,NA,3,0,1602,same,different,VMJXFYZLQ,VMJKFYZLQ,NA,NA,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,practice,NA,4,1,2296,different,different,TRYQZN,TRFQZN,NA,NA,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,practice,NA,5,1,1490,same,same,YZG,YZG,NA,NA,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,practice,NA,6,1,2028,different,different,SVX,SVK,NA,NA,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,real,1,1,1,1691,same,same,BGJWQS,BGJWQS,6,0,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,real,1,2,1,1506,same,same,RKTDCM,RKTDCM,6,0,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,real,1,3,1,3048,same,same,FKGZMSWPX,FKGZMSWPX,9,0,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,real,1,4,1,1585,same,same,SJZHDC,SJZHDC,6,0,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,real,1,5,1,3548,same,same,MYSRGTHBV,MYSRGTHBV,9,0,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,real,1,6,1,1328,different,different,SKY,SCY,3,2,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,real,1,7,1,1301,same,same,FJM,FJM,3,0,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,real,1,8,1,2668,same,same,JZMCBVNPT,JZMCBVNPT,9,0,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,real,1,9,1,2852,different,different,HQTZRYSVB,HQTZRYDVB,9,7,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,real,1,10,1,2188,different,different,KFT,KFP,3,3,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,real,1,11,1,1991,different,different,MLPCJQ,MLPCXQ,6,5,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,real,1,12,1,2258,different,different,QDPVKTGHF,QDPVKTGHY,9,9,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,real,1,13,1,1634,different,different,DNT,DPT,3,2,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,real,1,14,1,1995,different,different,CGPWZS,CGPWZY,6,6,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,real,1,15,1,1942,different,different,BCPJWM,BCPYWM,6,4,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,real,2,1,1,1485,same,same,THKBYZ,THKBYZ,6,0,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,real,2,2,1,1196,same,same,GCFPNX,GCFPNX,6,0,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,real,2,3,1,1311,same,same,QDK,QDK,3,0,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,real,2,4,1,1806,same,same,YJZTHQ,YJZTHQ,6,0,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,real,2,5,1,3208,different,different,JHPZQXNDY,JHPZQLNDY,9,6,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,real,2,6,1,4251,same,same,KXWSVFZGJ,KXWSVFZGJ,9,0,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,real,2,7,0,1268,same,different,SZRVPMTJH,SZYVPMTJH,9,3,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,real,2,8,1,1316,different,different,MXK,GXK,3,1,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,real,2,9,0,2131,same,different,CTBWGZNRL,CTBDGZNRL,9,4,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,real,2,10,1,1776,same,same,KSDPVF,KSDPVF,6,0,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,real,2,11,1,1675,different,different,FVN,FVY,3,3,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,real,2,12,0,1755,same,different,CGJXKS,CGJXHS,6,5,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,real,2,13,1,4767,different,different,ZDRQKMPZH,ZJRQKMPZH,9,2,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,real,2,14,1,2941,same,same,BKMSYDHCL,BKMSYDHCL,9,0,27,31,15,12,18,13,10-16-2014,13:22:51
14358,LetterComparison,real,2,15,1,1498,same,same,NJH,NJH,3,0,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,practice,NA,1,1,2040,different,different,529760843,521760843,NA,NA,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,practice,NA,2,1,2388,same,same,650198437,650198437,NA,NA,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,practice,NA,3,1,1835,different,different,490371,490378,NA,NA,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,practice,NA,4,1,1584,same,same,905731,905731,NA,NA,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,practice,NA,5,1,1447,same,same,468,468,NA,NA,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,practice,NA,6,1,2211,different,different,361,261,NA,NA,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,1,1,1,1120,same,same,780,780,3,0,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,1,2,1,781,same,same,678,678,3,0,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,1,3,1,1832,different,different,825031764,895031764,9,2,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,1,4,1,1258,different,different,708,208,3,1,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,1,5,0,2506,different,same,984760213,984760213,9,0,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,1,6,1,1177,same,same,562937,562937,6,0,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,1,7,1,404,different,different,451076,451079,6,6,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,1,8,1,1774,different,different,653782,153782,6,1,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,1,9,1,1434,different,different,109,139,3,2,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,1,10,1,771,same,same,739,739,3,0,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,1,11,1,982,same,same,324719605,324719605,9,0,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,1,12,1,1474,different,different,405,402,3,3,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,1,13,1,889,same,same,836,836,3,0,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,1,14,1,1287,different,different,897,397,3,1,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,1,15,1,966,same,same,724,724,3,0,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,1,16,1,1778,different,different,198,196,3,3,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,1,17,0,2062,same,different,203817546,203819546,9,6,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,1,18,1,3558,different,different,457328019,456328019,9,3,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,1,19,1,1875,same,same,301,301,3,0,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,1,20,1,1867,different,different,287564,237564,6,2,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,2,1,1,2255,different,different,132845970,632845970,9,1,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,2,2,0,1392,same,different,680257491,683257491,9,3,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,2,3,0,1435,same,different,821953760,821954760,9,6,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,2,4,0,1316,same,different,539601,538601,6,3,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,2,5,0,1474,same,different,365749210,365789210,9,5,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,2,6,0,801,same,different,579861,579361,6,4,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,2,7,1,2772,same,same,587240136,587240136,9,0,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,2,8,1,1103,same,same,693845,693845,6,0,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,2,9,1,1197,same,same,841,841,3,0,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,2,10,1,1152,different,different,780,720,3,2,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,2,11,1,1365,same,same,430,430,3,0,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,2,12,1,985,same,same,914,914,3,0,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,2,13,1,1588,same,same,586347,586347,6,0,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,2,14,1,1574,different,different,412,416,3,3,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,2,15,1,2082,same,same,972083,972083,6,0,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,2,16,1,1640,different,different,763520,783520,6,2,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,2,17,1,3545,same,same,592034861,592034861,9,0,27,31,15,12,18,13,10-16-2014,13:22:51
14358,NumberComparison,real,2,18,1,1846,different,different,619,618,3,3,27,31,15,12,18,13,10-16-2014,13:22:51
14362,LetterComparison,practice,NA,1,1,2651,same,same,DRKSGM,DRKSGM,NA,NA,17,26,9,8,15,11,05-24-2018,13:00:26
14362,LetterComparison,practice,NA,2,0,2414,same,different,SVX,SVK,NA,NA,17,26,9,8,15,11,05-24-2018,13:00:26
14362,LetterComparison,practice,NA,3,1,3530,same,same,WDYJTCSNX,WDYJTCSNX,NA,NA,17,26,9,8,15,11,05-24-2018,13:00:26
14362,LetterComparison,practice,NA,4,0,3982,same,different,VMJXFYZLQ,VMJKFYZLQ,NA,NA,17,26,9,8,15,11,05-24-2018,13:00:26
14362,LetterComparison,practice,NA,5,1,3437,different,different,TRYQZN,TRFQZN,NA,NA,17,26,9,8,15,11,05-24-2018,13:00:26
14362,LetterComparison,practice,NA,6,1,1790,same,same,YZG,YZG,NA,NA,17,26,9,8,15,11,05-24-2018,13:00:26
14362,LetterComparison,practice,NA,7,1,2983,different,different,TRYQZN,TRFQZN,NA,NA,17,26,9,8,15,11,05-24-2018,13:00:26
14362,LetterComparison,practice,NA,8,1,2550,same,same,YZG,YZG,NA,NA,17,26,9,8,15,11,05-24-2018,13:00:26
14362,LetterComparison,practice,NA,9,0,3484,same,different,SVX,SVK,NA,NA,17,26,9,8,15,11,05-24-2018,13:00:26
14362,LetterComparison,practice,NA,10,1,5024,different,different,VMJXFYZLQ,VMJKFYZLQ,NA,NA,17,26,9,8,15,11,05-24-2018,13:00:26
14362,LetterComparison,practice,NA,11,1,4296,same,same,WDYJTCSNX,WDYJTCSNX,NA,NA,17,26,9,8,15,11,05-24-2018,13:00:26
14362,LetterComparison,practice,NA,12,1,3764,same,same,DRKSGM,DRKSGM,NA,NA,17,26,9,8,15,11,05-24-2018,13:00:26
14362,LetterComparison,real,1,1,1,5575,same,same,BGJWQS,BGJWQS,6,0,17,26,9,8,15,11,05-24-2018,13:00:26
14362,LetterComparison,real,1,2,1,4446,same,same,RKTDCM,RKTDCM,6,0,17,26,9,8,15,11,05-24-2018,13:00:26
14362,LetterComparison,real,1,3,1,5192,same,same,FKGZMSWPX,FKGZMSWPX,9,0,17,26,9,8,15,11,05-24-2018,13:00:26
14362,LetterComparison,real,1,4,1,3852,same,same,SJZHDC,SJZHDC,6,0,17,26,9,8,15,11,05-24-2018,13:00:26
14362,LetterComparison,real,1,5,1,4411,same,same,MYSRGTHBV,MYSRGTHBV,9,0,17,26,9,8,15,11,05-24-2018,13:00:26
14362,LetterComparison,real,1,6,1,1577,different,different,SKY,SCY,3,2,17,26,9,8,15,11,05-24-2018,13:00:26
14362,LetterComparison,real,1,7,1,1626,same,same,FJM,FJM,3,0,17,26,9,8,15,11,05-24-2018,13:00:26
14362,LetterComparison,real,1,8,1,5322,same,same,JZMCBVNPT,JZMCBVNPT,9,0,17,26,9,8,15,11,05-24-2018,13:00:26
14362,LetterComparison,real,1,9,1,3407,different,different,HQTZRYSVB,HQTZRYDVB,9,7,17,26,9,8,15,11,05-24-2018,13:00:26
14362,LetterComparison,real,2,1,1,4182,same,same,THKBYZ,THKBYZ,6,0,17,26,9,8,15,11,05-24-2018,13:00:26
14362,LetterComparison,real,2,2,1,4711,same,same,GCFPNX,GCFPNX,6,0,17,26,9,8,15,11,05-24-2018,13:00:26
14362,LetterComparison,real,2,3,1,2489,same,same,QDK,QDK,3,0,17,26,9,8,15,11,05-24-2018,13:00:26
