Subject,Block,Trial,SetSize,SubTrial,SubTrialProc,RT,Accuracy,Response,CorrectResponse,MemoryItem,Processing.total,Recall.total,RotSpan.Absolute,RotSpan.Partial,RotSpan.Partial_Block1,RotSpan.Partial_Block2,RotSpan.RotationACC,RotSpan.RotationDuration,SessionDate,SessionTime
12000,1,6,6,2,ProcessingTask,541,1,TRUE,TRUE,10,6,1,14,31,17,14,1,,03-04-2015,12:03:09
12000,1,6,6,3,ProcessingTask,581,1,FALSE,FALSE,8,6,1,14,31,17,14,1,,03-04-2015,12:03:09
12000,1,6,6,4,ProcessingTask,860,1,FALSE,FALSE,1,6,1,14,31,17,14,1,,03-04-2015,12:03:09
12000,1,6,6,5,ProcessingTask,639,1,FALSE,FALSE,14,6,1,14,31,17,14,1,,03-04-2015,12:03:09
12000,1,6,6,6,ProcessingTask,474,1,TRUE,TRUE,15,6,1,14,31,17,14,1,,03-04-2015,12:03:09
12000,1,6,6,7,Recall,,1,7,7,,6,1,14,31,17,14,1,,03-04-2015,12:03:09
12000,1,6,6,8,Recall,,0,4,10,,6,1,14,31,17,14,1,,03-04-2015,12:03:09
12000,1,6,6,9,Recall,,0,16,8,,6,1,14,31,17,14,1,,03-04-2015,12:03:09
12000,1,6,6,10,Recall,,0,10,1,,6,1,14,31,17,14,1,,03-04-2015,12:03:09
12000,1,6,6,11,Recall,,0,15,14,,6,1,14,31,17,14,1,,03-04-2015,12:03:09
12000,1,6,6,12,Recall,,,,15,,6,1,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,1,7,1,ProcessingTask,605,1,FALSE,FALSE,3,7,5,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,1,7,2,ProcessingTask,663,1,FALSE,FALSE,14,7,5,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,1,7,3,ProcessingTask,664,1,FALSE,FALSE,13,7,5,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,1,7,4,ProcessingTask,553,1,FALSE,FALSE,11,7,5,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,1,7,5,ProcessingTask,961,1,TRUE,TRUE,7,7,5,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,1,7,6,ProcessingTask,577,1,FALSE,FALSE,9,7,5,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,1,7,7,ProcessingTask,480,1,FALSE,FALSE,4,7,5,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,1,7,8,Recall,,1,3,3,,7,5,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,1,7,9,Recall,,1,14,14,,7,5,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,1,7,10,Recall,,0,16,13,,7,5,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,1,7,11,Recall,,1,11,11,,7,5,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,1,7,12,Recall,,1,7,7,,7,5,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,1,7,13,Recall,,1,9,9,,7,5,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,1,7,14,Recall,,,,4,,7,5,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,2,5,1,ProcessingTask,741,1,TRUE,TRUE,4,5,0,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,2,5,2,ProcessingTask,513,1,TRUE,TRUE,7,5,0,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,2,5,3,ProcessingTask,467,1,TRUE,TRUE,6,5,0,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,2,5,4,ProcessingTask,516,1,FALSE,FALSE,5,5,0,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,2,5,5,ProcessingTask,509,1,FALSE,FALSE,2,5,0,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,2,5,6,Recall,,0,7,4,,5,0,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,2,5,7,Recall,,0,14,7,,5,0,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,2,5,8,Recall,,0,3,6,,5,0,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,2,5,9,Recall,,0,1,5,,5,0,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,2,5,10,Recall,,,,2,,5,0,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,3,4,1,ProcessingTask,608,1,TRUE,TRUE,10,4,1,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,3,4,2,ProcessingTask,622,1,FALSE,FALSE,16,4,1,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,3,4,3,ProcessingTask,600,1,TRUE,TRUE,7,4,1,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,3,4,4,ProcessingTask,510,1,FALSE,FALSE,1,4,1,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,3,4,5,Recall,,0,6,10,,4,1,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,3,4,6,Recall,,0,2,16,,4,1,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,3,4,7,Recall,,0,10,7,,4,1,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,3,4,8,Recall,,1,1,1,,4,1,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,4,2,1,ProcessingTask,341,1,TRUE,TRUE,4,2,2,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,4,2,2,ProcessingTask,474,1,TRUE,TRUE,15,2,2,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,4,2,3,Recall,,1,4,4,,2,2,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,4,2,4,Recall,,1,15,15,,2,2,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,5,3,1,ProcessingTask,508,1,TRUE,TRUE,13,3,3,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,5,3,2,ProcessingTask,484,1,FALSE,FALSE,15,3,3,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,5,3,3,ProcessingTask,541,1,FALSE,FALSE,5,3,3,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,5,3,4,Recall,,1,13,13,,3,3,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,5,3,5,Recall,,1,15,15,,3,3,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,5,3,6,Recall,,1,5,5,,3,3,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,6,6,1,ProcessingTask,699,1,FALSE,FALSE,6,6,3,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,6,6,2,ProcessingTask,483,1,FALSE,FALSE,10,6,3,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,6,6,3,ProcessingTask,507,1,TRUE,TRUE,1,6,3,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,6,6,4,ProcessingTask,797,1,FALSE,FALSE,13,6,3,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,6,6,5,ProcessingTask,461,1,FALSE,FALSE,5,6,3,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,6,6,6,ProcessingTask,696,1,TRUE,TRUE,16,6,3,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,6,6,7,Recall,,1,6,6,,6,3,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,6,6,8,Recall,,1,10,10,,6,3,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,6,6,9,Recall,,1,1,1,,6,3,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,6,6,10,Recall,,0,16,13,,6,3,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,6,6,11,Recall,,0,8,5,,6,3,14,31,17,14,1,,03-04-2015,12:03:09
12000,2,6,6,12,Recall,,,,16,,6,3,14,31,17,14,1,,03-04-2015,12:03:09
12002,1,1,5,1,ProcessingTask,618,1,FALSE,FALSE,9,5,1,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,1,5,2,ProcessingTask,517,1,FALSE,FALSE,16,5,1,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,1,5,3,ProcessingTask,620,1,TRUE,TRUE,15,5,1,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,1,5,4,ProcessingTask,575,1,TRUE,TRUE,6,5,1,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,1,5,5,ProcessingTask,485,1,TRUE,TRUE,1,5,1,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,1,5,6,Recall,,0,13,9,,5,1,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,1,5,7,Recall,,0,14,16,,5,1,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,1,5,8,Recall,,1,15,15,,5,1,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,1,5,9,Recall,,0,8,6,,5,1,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,1,5,10,Recall,,0,4,1,,5,1,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,2,2,1,ProcessingTask,804,1,FALSE,FALSE,13,2,2,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,2,2,2,ProcessingTask,756,1,FALSE,FALSE,9,2,2,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,2,2,3,Recall,,1,13,13,,2,2,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,2,2,4,Recall,,1,9,9,,2,2,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,3,6,1,ProcessingTask,975,1,FALSE,FALSE,6,6,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,3,6,2,ProcessingTask,606,1,TRUE,TRUE,1,6,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,3,6,3,ProcessingTask,550,1,FALSE,FALSE,2,6,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,3,6,4,ProcessingTask,715,1,FALSE,FALSE,9,6,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,3,6,5,ProcessingTask,930,1,TRUE,TRUE,12,6,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,3,6,6,ProcessingTask,665,1,FALSE,FALSE,4,6,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,3,6,7,Recall,,,,6,,6,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,3,6,8,Recall,,,,1,,6,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,3,6,9,Recall,,,,2,,6,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,3,6,10,Recall,,,,9,,6,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,3,6,11,Recall,,0,6,12,,6,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,3,6,12,Recall,,,,4,,6,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,4,7,1,ProcessingTask,784,1,TRUE,TRUE,2,7,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,4,7,2,ProcessingTask,648,1,TRUE,TRUE,4,7,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,4,7,3,ProcessingTask,599,1,TRUE,TRUE,16,7,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,4,7,4,ProcessingTask,526,1,TRUE,TRUE,9,7,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,4,7,5,ProcessingTask,488,1,TRUE,TRUE,14,7,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,4,7,6,ProcessingTask,604,1,FALSE,FALSE,13,7,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,4,7,7,ProcessingTask,530,1,TRUE,TRUE,1,7,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,4,7,8,Recall,,,,2,,7,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,4,7,9,Recall,,,,4,,7,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,4,7,10,Recall,,,,16,,7,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,4,7,11,Recall,,,,9,,7,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,4,7,12,Recall,,0,1,14,,7,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,4,7,13,Recall,,,,13,,7,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,4,7,14,Recall,,,,1,,7,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,5,4,1,ProcessingTask,943,1,FALSE,FALSE,9,4,4,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,5,4,2,ProcessingTask,683,1,TRUE,TRUE,4,4,4,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,5,4,3,ProcessingTask,588,1,FALSE,FALSE,16,4,4,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,5,4,4,ProcessingTask,533,1,FALSE,FALSE,13,4,4,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,5,4,5,Recall,,1,9,9,,4,4,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,5,4,6,Recall,,1,4,4,,4,4,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,5,4,7,Recall,,1,16,16,,4,4,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,5,4,8,Recall,,1,13,13,,4,4,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,6,3,1,ProcessingTask,1107,1,FALSE,FALSE,2,3,3,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,6,3,2,ProcessingTask,457,1,TRUE,TRUE,4,3,3,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,6,3,3,ProcessingTask,524,1,TRUE,TRUE,11,3,3,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,6,3,4,Recall,,1,2,2,,3,3,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,6,3,5,Recall,,1,4,4,,3,3,14,22,10,12,1,,02-27-2015,14:51:04
12002,1,6,3,6,Recall,,1,11,11,,3,3,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,1,7,1,ProcessingTask,519,1,TRUE,TRUE,8,7,2,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,1,7,2,ProcessingTask,730,1,FALSE,FALSE,5,7,2,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,1,7,3,ProcessingTask,661,1,FALSE,FALSE,12,7,2,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,1,7,4,ProcessingTask,508,1,TRUE,TRUE,3,7,2,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,1,7,5,ProcessingTask,1053,1,FALSE,FALSE,1,7,2,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,1,7,6,ProcessingTask,543,1,FALSE,FALSE,2,7,2,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,1,7,7,ProcessingTask,491,1,FALSE,FALSE,6,7,2,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,1,7,8,Recall,,1,8,8,,7,2,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,1,7,9,Recall,,1,5,5,,7,2,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,1,7,10,Recall,,,,12,,7,2,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,1,7,11,Recall,,,,3,,7,2,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,1,7,12,Recall,,0,4,1,,7,2,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,1,7,13,Recall,,,,2,,7,2,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,1,7,14,Recall,,,,6,,7,2,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,2,5,1,ProcessingTask,872,1,FALSE,FALSE,1,5,2,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,2,5,2,ProcessingTask,479,1,TRUE,TRUE,12,5,2,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,2,5,3,ProcessingTask,761,1,TRUE,TRUE,4,5,2,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,2,5,4,ProcessingTask,553,1,TRUE,TRUE,7,5,2,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,2,5,5,ProcessingTask,572,1,TRUE,TRUE,9,5,2,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,2,5,6,Recall,,1,1,1,,5,2,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,2,5,7,Recall,,0,4,12,,5,2,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,2,5,8,Recall,,0,12,4,,5,2,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,2,5,9,Recall,,0,8,7,,5,2,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,2,5,10,Recall,,1,9,9,,5,2,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,3,2,1,ProcessingTask,652,1,FALSE,FALSE,16,2,2,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,3,2,2,ProcessingTask,510,1,TRUE,TRUE,11,2,2,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,3,2,3,Recall,,1,16,16,,2,2,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,3,2,4,Recall,,1,11,11,,2,2,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,4,6,1,ProcessingTask,484,1,TRUE,TRUE,10,6,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,4,6,2,ProcessingTask,607,1,TRUE,TRUE,5,6,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,4,6,3,ProcessingTask,567,1,TRUE,TRUE,9,6,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,4,6,4,ProcessingTask,545,1,FALSE,FALSE,7,6,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,4,6,5,ProcessingTask,543,1,FALSE,FALSE,1,6,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,4,6,6,ProcessingTask,1092,1,FALSE,FALSE,8,6,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,4,6,7,Recall,,,,10,,6,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,4,6,8,Recall,,,,5,,6,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,4,6,9,Recall,,,,9,,6,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,4,6,10,Recall,,,,7,,6,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,4,6,11,Recall,,0,8,1,,6,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,4,6,12,Recall,,,,8,,6,0,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,5,3,1,ProcessingTask,795,1,TRUE,TRUE,7,3,3,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,5,3,2,ProcessingTask,665,1,FALSE,FALSE,15,3,3,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,5,3,3,ProcessingTask,1338,1,FALSE,FALSE,2,3,3,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,5,3,4,Recall,,1,7,7,,3,3,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,5,3,5,Recall,,1,15,15,,3,3,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,5,3,6,Recall,,1,2,2,,3,3,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,6,4,1,ProcessingTask,807,1,TRUE,TRUE,7,4,3,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,6,4,2,ProcessingTask,545,1,TRUE,TRUE,3,4,3,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,6,4,3,ProcessingTask,522,1,FALSE,FALSE,11,4,3,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,6,4,4,ProcessingTask,448,1,FALSE,FALSE,5,4,3,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,6,4,5,Recall,,1,7,7,,4,3,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,6,4,6,Recall,,0,6,3,,4,3,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,6,4,7,Recall,,1,11,11,,4,3,14,22,10,12,1,,02-27-2015,14:51:04
12002,2,6,4,8,Recall,,1,5,5,,4,3,14,22,10,12,1,,02-27-2015,14:51:04
12006,1,1,4,1,ProcessingTask,491,1,TRUE,TRUE,4,4,3,24,30,13,17,0.9496402877697842,,02-27-2015,09:10:17
12006,1,1,4,2,ProcessingTask,685,1,FALSE,FALSE,10,4,3,24,30,13,17,0.9496402877697842,,02-27-2015,09:10:17
12006,1,1,4,3,ProcessingTask,536,1,FALSE,FALSE,16,4,3,24,30,13,17,0.9496402877697842,,02-27-2015,09:10:17
12006,1,1,4,4,ProcessingTask,504,1,TRUE,TRUE,13,4,3,24,30,13,17,0.9496402877697842,,02-27-2015,09:10:17
12006,1,1,4,5,Recall,,1,4,4,,4,3,24,30,13,17,0.9496402877697842,,02-27-2015,09:10:17
12006,1,1,4,6,Recall,,1,10,10,,4,3,24,30,13,17,0.9496402877697842,,02-27-2015,09:10:17
12006,1,1,4,7,Recall,,0,8,16,,4,3,24,30,13,17,0.9496402877697842,,02-27-2015,09:10:17
12006,1,1,4,8,Recall,,1,13,13,,4,3,24,30,13,17,0.9496402877697842,,02-27-2015,09:10:17
12006,1,2,3,1,ProcessingTask,898,1,FALSE,FALSE,13,3,3,24,30,13,17,0.9496402877697842,,02-27-2015,09:10:17
12006,1,2,3,2,ProcessingTask,1095,1,FALSE,FALSE,2,3,3,24,30,13,17,0.9496402877697842,,02-27-2015,09:10:17
12006,1,2,3,3,ProcessingTask,712,1,FALSE,FALSE,7,3,3,24,30,13,17,0.9496402877697842,,02-27-2015,09:10:17
12006,1,2,3,4,Recall,,1,13,13,,3,3,24,30,13,17,0.9496402877697842,,02-27-2015,09:10:17
12006,1,2,3,5,Recall,,1,2,2,,3,3,24,30,13,17,0.9496402877697842,,02-27-2015,09:10:17
12006,1,2,3,6,Recall,,1,7,7,,3,3,24,30,13,17,0.9496402877697842,,02-27-2015,09:10:17
12006,1,3,5,1,ProcessingTask,972,1,TRUE,TRUE,13,5,2,24,30,13,17,0.9496402877697842,,02-27-2015,09:10:17
12006,1,3,5,2,ProcessingTask,630,1,TRUE,TRUE,10,5,2,24,30,13,17,0.9496402877697842,,02-27-2015,09:10:17
12006,1,3,5,3,ProcessingTask,527,1,FALSE,FALSE,4,5,2,24,30,13,17,0.9496402877697842,,02-27-2015,09:10:17
12006,1,3,5,4,ProcessingTask,783,1,FALSE,FALSE,11,5,2,24,30,13,17,0.9496402877697842,,02-27-2015,09:10:17
12006,1,3,5,5,ProcessingTask,1504,1,TRUE,TRUE,12,5,2,24,30,13,17,0.9496402877697842,,02-27-2015,09:10:17
12006,1,3,5,6,Recall,,1,13,13,,5,2,24,30,13,17,0.9496402877697842,,02-27-2015,09:10:17
12006,1,3,5,7,Recall,,0,2,10,,5,2,24,30,13,17,0.9496402877697842,,02-27-2015,09:10:17
12006,1,3,5,8,Recall,,0,12,4,,5,2,24,30,13,17,0.9496402877697842,,02-27-2015,09:10:17
