Subject,Trial,Tone1,Tone2,Difference,CorrectResponse,Accuracy,LoudThreshold.last,NextTrial.ACC,Reversal,ReversalNumb
12126,4,17,13,4,first,1,1,1,0,
12126,5,11,13,2,second,0,1,1,1,1
12126,6,21,13,8,first,1,1,0,1,2
12126,7,13,19,6,second,1,1,1,0,
12126,8,13,18,5,second,1,1,1,0,
12126,9,17,13,4,first,1,1,1,0,
12126,10,13,10,3,first,1,1,1,0,
12126,11,11,13,2,second,0,1,1,1,3
12126,12,13,18,5,second,1,1,0,1,4
12126,13,13,9,4,first,1,1,1,0,
12126,14,10,13,3,second,0,1,1,1,5
12126,15,13,7,6,first,1,1,0,1,6
12126,16,13,18,5,second,1,1,1,0,
12126,17,17,13,4,first,1,1,1,0,
12126,18,13,16,3,second,1,1,1,0,
12126,19,13,11,2,first,1,1,1,0,
12126,20,13,14,1,second,0,1,1,1,7
12126,21,13,9,4,first,0,1,0,0,
12126,22,20,13,7,first,1,1,0,1,8
12126,23,7,13,6,second,1,1,1,0,
12126,24,13,8,5,first,1,1,1,0,
12126,25,9,13,4,second,0,1,1,1,9
12126,26,20,13,7,first,1,1,0,1,10
12126,27,7,13,6,second,1,1,1,0,
12126,28,13,18,5,second,1,1,1,0,
12126,29,9,13,4,second,1,1,1,0,
12126,30,13,16,3,second,1,1,1,0,
12126,31,15,13,2,first,0,1,1,1,11
12126,32,8,13,5,second,1,1,0,1,12
12126,33,13,17,4,second,1,1,1,0,
12126,34,13,10,3,first,1,1,1,0,
12126,35,15,13,2,first,1,1,1,0,
12126,36,12,13,1,second,1,1,1,0,
12126,37,13,14,1,second,0,1,1,1,13
12126,38,9,13,4,second,1,1,0,1,14
12126,39,10,13,3,second,0,1,1,1,15
12126,40,19,13,6,first,1,1,0,1,16
12126,41,8,13,5,second,1,1,1,0,
12126,42,13,9,4,first,1,1,1,0,
12126,43,16,13,3,first,0,1,1,1,17
12126,44,13,19,6,second,1,1,0,1,18
12126,45,13,8,5,first,1,1,1,0,
12126,46,13,9,4,first,1,1,1,0,
12126,47,10,13,3,second,1,1,1,0,
12126,48,13,11,2,first,1,1,1,0,
12126,49,12,13,1,second,1,1,1,0,
12126,50,13,12,1,first,1,1,1,0,
12126,51,14,13,1,first,1,1,1,0,
12126,52,14,13,1,first,0,1,1,1,19
12126,53,13,17,4,second,1,1,0,1,20
12126,54,13,16,3,second,1,1,1,0,
12126,55,15,13,2,first,1,1,1,0,
12126,56,12,13,1,second,1,1,1,0,
12126,57,12,13,1,second,1,1,1,0,
12126,58,14,13,1,first,1,1,1,0,
12126,59,13,12,1,first,0,1,1,1,21
12126,60,13,17,4,second,1,1,0,1,22
12126,61,16,13,3,first,1,1,1,0,
12126,62,13,15,2,second,1,1,1,0,
12126,63,13,14,1,second,1,1,1,0,
12126,64,13,12,1,first,1,1,1,0,
12127,1,13,23,10,second,1,5,,,
12127,2,13,21,8,second,1,5,1,0,
12127,3,19,13,6,first,1,5,1,0,
12127,4,13,17,4,second,0,5,1,1,1
12127,5,3,13,10,second,1,5,0,1,2
12127,6,5,13,8,second,1,5,1,0,
12127,7,13,7,6,first,1,5,1,0,
12127,8,18,13,5,first,1,5,1,0,
12127,9,13,9,4,first,1,5,1,0,
12127,10,13,10,3,first,0,5,1,1,3
12127,11,19,13,6,first,1,5,0,1,4
12127,12,8,13,5,second,1,5,1,0,
12127,13,9,13,4,second,1,5,1,0,
12127,14,13,10,3,first,0,5,1,1,5
12127,15,7,13,6,second,1,5,0,1,6
12127,16,8,13,5,second,1,5,1,0,
12127,17,17,13,4,first,1,5,1,0,
12127,18,13,10,3,first,1,5,1,0,
12127,19,13,11,2,first,1,5,1,0,
12127,20,12,13,1,second,1,5,1,0,
12127,21,13,12,1,first,0,5,1,1,7
12127,22,13,17,4,second,1,5,0,1,8
12127,23,13,10,3,first,1,5,1,0,
12127,24,15,13,2,first,0,5,1,1,9
12127,25,13,8,5,first,1,5,0,1,10
12127,26,9,13,4,second,0,5,1,1,11
12127,27,6,13,7,second,0,5,0,0,
12127,28,3,13,10,second,1,5,0,1,12
12127,29,13,22,9,second,1,5,1,0,
12127,30,5,13,8,second,0,5,1,1,13
12127,31,24,13,11,first,1,5,0,1,14
12127,32,13,3,10,first,1,5,1,0,
12127,33,4,13,9,second,1,5,1,0,
12127,34,5,13,8,second,1,5,1,0,
12127,35,13,20,7,second,1,5,1,0,
12127,36,13,19,6,second,0,5,1,1,15
12127,37,22,13,9,first,1,5,0,1,16
12127,38,13,21,8,second,1,5,1,0,
12127,39,13,20,7,second,1,5,1,0,
12127,40,13,19,6,second,1,5,1,0,
12127,41,18,13,5,first,1,5,1,0,
12127,42,13,9,4,first,1,5,1,0,
12127,43,13,16,3,second,1,5,1,0,
12127,44,15,13,2,first,1,5,1,0,
12127,45,13,12,1,first,1,5,1,0,
12127,46,13,12,1,first,0,5,1,1,17
12127,47,17,13,4,first,1,5,0,1,18
12127,48,13,16,3,second,1,5,1,0,
12127,49,13,11,2,first,1,5,1,0,
12127,50,12,13,1,second,1,5,1,0,
12127,51,13,14,1,second,1,5,1,0,
12127,52,13,14,1,second,1,5,1,0,
12127,53,13,14,1,second,0,5,1,1,19
12127,54,13,17,4,second,0,5,0,0,
12127,55,6,13,7,second,1,5,0,1,20
12127,56,13,7,6,first,1,5,1,0,
12127,57,18,13,5,first,1,5,1,0,
12127,58,17,13,4,first,1,5,1,0,
12127,59,13,10,3,first,0,5,1,1,21
12127,60,19,13,6,first,1,5,0,1,22
12127,61,18,13,5,first,1,5,1,0,
12127,62,17,13,4,first,1,5,1,0,
12127,63,16,13,3,first,1,5,1,0,
12127,64,11,13,2,second,0,5,1,1,23
12129,1,13,3,10,first,0,13,,,
12129,2,26,13,13,first,1,13,0,1,1
12129,3,13,2,11,first,0,13,1,1,2
12129,4,13,0,13,first,0,13,0,0,
12129,5,0,13,13,second,1,13,0,1,3
12129,6,24,13,11,first,0,13,1,1,4
12129,7,13,0,13,first,1,13,0,1,5
12129,8,1,13,12,second,0,13,1,1,6
12129,9,26,13,13,first,1,13,0,1,7
12129,10,13,25,12,second,0,13,1,1,8
12129,11,26,13,13,first,1,13,0,1,9
12129,12,13,25,12,second,1,13,1,0,
12129,13,13,24,11,second,1,13,1,0,
12129,14,13,23,10,second,1,13,1,0,
12129,15,13,22,9,second,1,13,1,0,
12129,16,13,21,8,second,1,13,1,0,
12129,17,20,13,7,first,0,13,1,1,10
12129,18,13,3,10,first,0,13,0,0,
12129,19,26,13,13,first,0,13,0,0,
12129,20,26,13,13,first,0,13,0,0,
12129,21,26,13,13,first,0,13,0,0,
12129,22,0,13,13,second,1,13,0,1,11
12129,23,13,25,12,second,1,13,1,0,
12129,24,24,13,11,first,0,13,1,1,12
12129,25,13,0,13,first,0,13,0,0,
12129,26,13,26,13,second,1,13,0,1,13
12129,27,13,25,12,second,1,13,1,0,
12129,28,24,13,11,first,1,13,1,0,
12129,29,13,3,10,first,1,13,1,0,
12129,30,13,22,9,second,0,13,1,1,14
12129,31,1,13,12,second,1,13,0,1,15
12129,32,13,24,11,second,1,13,1,0,
12129,33,13,3,10,first,0,13,1,1,16
12129,34,26,13,13,first,0,13,0,0,
12129,35,0,13,13,second,1,13,0,1,17
12129,36,13,25,12,second,1,13,1,0,
12129,37,13,2,11,first,0,13,1,1,18
12129,38,26,13,13,first,0,13,0,0,
12129,39,13,0,13,first,1,13,0,1,19
12129,40,13,25,12,second,1,13,1,0,
12129,41,13,2,11,first,1,13,1,0,
12129,42,3,13,10,second,1,13,1,0,
12129,43,22,13,9,first,1,13,1,0,
12129,44,13,5,8,first,1,13,1,0,
12129,45,6,13,7,second,0,13,1,1,20
12129,46,13,23,10,second,0,13,0,0,
12129,47,0,13,13,second,1,13,0,1,21
12129,48,25,13,12,first,1,13,1,0,
12129,49,13,2,11,first,1,13,1,0,
12129,50,3,13,10,second,1,13,1,0,
12129,51,22,13,9,first,1,13,1,0,
12129,52,5,13,8,second,0,13,1,1,22
12129,53,2,13,11,second,1,13,0,1,23
12129,54,23,13,10,first,1,13,1,0,
12129,55,13,22,9,second,1,13,1,0,
12129,56,13,5,8,first,1,13,1,0,
12129,57,6,13,7,second,1,13,1,0,
12129,58,7,13,6,second,0,13,1,1,24
12129,59,4,13,9,second,1,13,0,1,25
12129,60,13,5,8,first,1,13,1,0,
12129,61,13,6,7,first,0,13,1,1,26
12129,62,13,23,10,second,0,13,0,0,
12129,63,0,13,13,second,1,13,0,1,27
12129,64,1,13,12,second,0,13,1,1,28
12133,1,23,13,10,first,1,7,,,
12133,2,21,13,8,first,1,7,1,0,
12133,3,13,19,6,second,1,7,1,0,
12133,4,9,13,4,second,1,7,1,0,
12133,5,13,11,2,first,1,7,1,0,
12133,6,12,13,1,second,0,7,1,1,1
12133,7,13,20,7,second,1,7,0,1,2
12133,8,19,13,6,first,1,7,1,0,
12133,9,8,13,5,second,1,7,1,0,
12133,10,17,13,4,first,1,7,1,0,
12133,11,10,13,3,second,0,7,1,1,3
12133,12,19,13,6,first,1,7,0,1,4
12133,13,8,13,5,second,1,7,1,0,
12133,14,17,13,4,first,1,7,1,0,
12133,15,16,13,3,first,1,7,1,0,
12133,16,13,15,2,second,1,7,1,0,
12133,17,12,13,1,second,0,7,1,1,5
12133,18,9,13,4,second,1,7,0,1,6
12133,19,13,16,3,second,1,7,1,0,
12133,20,13,11,2,first,1,7,1,0,
12133,21,13,12,1,first,1,7,1,0,
12133,22,13,14,1,second,0,7,1,1,7
12133,23,13,9,4,first,1,7,0,1,8
12133,24,10,13,3,second,1,7,1,0,
12133,25,13,11,2,first,1,7,1,0,
12133,26,13,12,1,first,1,7,1,0,
12133,27,14,13,1,first,1,7,1,0,
12133,28,12,13,1,second,0,7,1,1,9
12133,29,13,9,4,first,1,7,0,1,10
12133,30,13,10,3,first,1,7,1,0,
12133,31,13,15,2,second,0,7,1,1,11
12133,32,13,18,5,second,1,7,0,1,12
12133,33,9,13,4,second,1,7,1,0,
12133,34,16,13,3,first,1,7,1,0,
12133,35,13,15,2,second,1,7,1,0,
12133,36,13,14,1,second,1,7,1,0,
12133,37,12,13,1,second,0,7,1,1,13
12133,38,9,13,4,second,1,7,0,1,14
12133,39,16,13,3,first,1,7,1,0,
12133,40,13,11,2,first,1,7,1,0,
12133,41,13,14,1,second,1,7,1,0,
12133,42,14,13,1,first,0,7,1,1,15
12133,43,17,13,4,first,1,7,0,1,16
12133,44,13,10,3,first,0,7,1,1,17
12133,45,13,7,6,first,1,7,0,1,18
12133,46,13,18,5,second,1,7,1,0,
12133,47,13,9,4,first,1,7,1,0,
12133,48,16,13,3,first,1,7,1,0,
12133,49,13,15,2,second,1,7,1,0,
12133,50,13,12,1,first,1,7,1,0,
12133,51,13,14,1,second,0,7,1,1,19
12133,52,13,9,4,first,1,7,0,1,20
12133,53,16,13,3,first,0,7,1,1,21
12133,54,7,13,6,second,1,7,0,1,22
12133,55,13,18,5,second,1,7,1,0,
12133,56,9,13,4,second,0,7,1,1,23
12133,57,6,13,7,second,1,7,0,1,24
12133,58,13,7,6,first,0,7,1,1,25
12133,59,22,13,9,first,1,7,0,1,26
12133,60,13,21,8,second,1,7,1,0,
12133,61,13,20,7,second,1,7,1,0,
12133,62,19,13,6,first,1,7,1,0,
12133,63,13,8,5,first,1,7,1,0,
12133,64,9,13,4,second,0,7,1,1,27
12134,1,13,23,10,second,1,3,,,
12134,2,5,13,8,second,1,3,1,0,
12134,3,13,19,6,second,1,3,1,0,
12134,4,13,9,4,first,1,3,1,0,
12134,5,13,15,2,second,0,3,1,1,1
12134,6,13,5,8,first,1,3,0,1,2
12134,7,19,13,6,first,1,3,1,0,
12134,8,8,13,5,second,1,3,1,0,
12134,9,17,13,4,first,0,3,1,1,3
12134,10,13,20,7,second,1,3,0,1,4
12134,11,13,19,6,second,0,3,1,1,5
12134,12,13,4,9,first,1,3,0,1,6
12134,13,13,21,8,second,1,3,1,0,
12134,14,13,6,7,first,1,3,1,0,
12134,15,19,13,6,first,1,3,1,0,
12134,16,18,13,5,first,1,3,1,0,
12134,17,13,17,4,second,1,3,1,0,
12134,18,13,10,3,first,1,3,1,0,
12134,19,11,13,2,second,0,3,1,1,7
12134,20,13,18,5,second,1,3,0,1,8
12134,21,17,13,4,first,1,3,1,0,
12134,22,16,13,3,first,1,3,1,0,
12134,23,15,13,2,first,1,3,1,0,
12134,24,13,12,1,first,1,3,1,0,
12134,25,14,13,1,first,1,3,1,0,
12134,26,13,14,1,second,0,3,1,1,9
12134,27,9,13,4,second,1,3,0,1,10
12134,28,16,13,3,first,1,3,1,0,
12134,29,11,13,2,second,0,3,1,1,11
12134,30,13,18,5,second,1,3,0,1,12
12134,31,13,17,4,second,1,3,1,0,
12134,32,13,16,3,second,1,3,1,0,
12134,33,13,11,2,first,1,3,1,0,
12134,34,13,12,1,first,1,3,1,0,
12134,35,14,13,1,first,0,3,1,1,13
12134,36,17,13,4,first,1,3,0,1,14
12134,37,10,13,3,second,1,3,1,0,
12134,38,13,11,2,first,0,3,1,1,15
12134,39,18,13,5,first,1,3,0,1,16
12134,40,13,9,4,first,1,3,1,0,
12134,41,10,13,3,second,1,3,1,0,
12134,42,13,11,2,first,1,3,1,0,
12134,43,13,14,1,second,0,3,1,1,17
12134,44,17,13,4,first,1,3,0,1,18
12134,45,13,10,3,first,1,3,1,0,
12134,46,11,13,2,second,0,3,1,1,19
12134,47,13,8,5,first,1,3,0,1,20
12134,48,13,9,4,first,1,3,1,0,
12134,49,13,16,3,second,1,3,1,0,
12134,50,11,13,2,second,0,3,1,1,21
12134,51,8,13,5,second,1,3,0,1,22
12134,52,9,13,4,second,1,3,1,0,
12134,53,10,13,3,second,1,3,1,0,
12134,54,11,13,2,second,1,3,1,0,
12134,55,12,13,1,second,0,3,1,1,23
12134,56,17,13,4,first,1,3,0,1,24
12134,57,16,13,3,first,1,3,1,0,
12134,58,11,13,2,second,0,3,1,1,25
12134,59,13,18,5,second,1,3,0,1,26
12134,60,13,17,4,second,1,3,1,0,
12134,61,13,10,3,first,1,3,1,0,
12134,62,13,11,2,first,1,3,1,0,
12134,63,12,13,1,second,0,3,1,1,27
12134,64,17,13,4,first,1,3,0,1,28
12135,1,3,13,10,second,1,10,,,
12135,2,13,21,8,second,1,10,1,0,
12135,3,13,7,6,first,1,10,1,0,
12135,4,17,13,4,first,1,10,1,0,
12135,5,13,11,2,first,1,10,1,0,
12135,6,12,13,1,second,1,10,1,0,
12135,7,14,13,1,first,0,10,1,1,1
12135,8,17,13,4,first,1,10,0,1,2
12135,9,13,10,3,first,1,10,1,0,
12135,10,11,13,2,second,1,10,1,0,
12135,11,13,12,1,first,1,10,1,0,
12135,12,13,14,1,second,1,10,1,0,
12135,13,14,13,1,first,1,10,1,0,
12135,14,13,12,1,first,1,10,1,0,
12135,15,13,14,1,second,0,10,1,1,3
12135,16,9,13,4,second,0,10,0,0,
12135,17,20,13,7,first,1,10,0,1,4
12135,18,13,7,6,first,1,10,1,0,
12135,19,8,13,5,second,1,10,1,0,
12135,20,13,9,4,first,1,10,1,0,
12135,21,13,10,3,first,1,10,1,0,
12135,22,15,13,2,first,0,10,1,1,5
12135,23,13,18,5,second,1,10,0,1,6
12135,24,13,17,4,second,1,10,1,0,
12135,25,16,13,3,first,1,10,1,0,
12135,26,13,11,2,first,1,10,1,0,
12135,27,14,13,1,first,1,10,1,0,
12135,28,14,13,1,first,0,10,1,1,7
12135,29,9,13,4,second,1,10,0,1,8
12135,30,13,10,3,first,1,10,1,0,
12135,31,11,13,2,second,1,10,1,0,
12135,32,14,13,1,first,1,10,1,0,
12135,33,12,13,1,second,0,10,1,1,9
12135,34,13,9,4,first,1,10,0,1,10
12135,35,13,16,3,second,1,10,1,0,
12135,36,13,15,2,second,1,10,1,0,
12135,37,14,13,1,first,1,10,1,0,
12135,38,13,14,1,second,0,10,1,1,11
12135,39,13,9,4,first,1,10,0,1,12
12135,40,10,13,3,second,1,10,1,0,
12135,41,13,15,2,second,0,10,1,1,13
12135,42,13,18,5,second,0,10,0,0,
12135,43,13,5,8,first,1,10,0,1,14
12135,44,13,6,7,first,1,10,1,0,
12135,45,13,19,6,second,1,10,1,0,
12135,46,8,13,5,second,1,10,1,0,
12135,47,9,13,4,second,0,10,1,1,15
12135,48,6,13,7,second,1,10,0,1,16
12135,49,13,7,6,first,1,10,1,0,
12135,50,8,13,5,second,0,10,1,1,17
12135,51,5,13,8,second,1,10,0,1,18
12135,52,13,20,7,second,1,10,1,0,
12135,53,19,13,6,first,0,10,1,1,19
12135,54,13,22,9,second,0,10,0,0,
12135,55,1,13,12,second,1,10,0,1,20
12135,56,24,13,11,first,1,10,1,0,
12135,57,23,13,10,first,1,10,1,0,
12135,58,4,13,9,second,1,10,1,0,
12135,59,21,13,8,first,1,10,1,0,
12135,60,20,13,7,first,1,10,1,0,
12135,61,13,19,6,second,0,10,1,1,21
12135,62,13,4,9,first,1,10,0,1,22
12135,63,13,21,8,second,0,10,1,1,23
12135,64,13,24,11,second,1,10,0,1,24
12136,1,3,13,10,second,1,1,,,
12136,2,5,13,8,second,1,1,1,0,
12136,3,13,7,6,first,1,1,1,0,
12136,4,9,13,4,second,1,1,1,0,
12136,5,11,13,2,second,1,1,1,0,
12136,6,12,13,1,second,1,1,1,0,
12136,7,13,12,1,first,1,1,1,0,
12136,8,13,14,1,second,0,1,1,1,1
12136,9,13,17,4,second,1,1,0,1,2
12136,10,10,13,3,second,1,1,1,0,
12136,11,13,15,2,second,0,1,1,1,3
12136,12,13,8,5,first,1,1,0,1,4
12136,13,13,9,4,first,1,1,1,0,
12136,14,10,13,3,second,1,1,1,0,
12136,15,15,13,2,first,1,1,1,0,
12136,16,13,14,1,second,0,1,1,1,5
12136,17,13,9,4,first,1,1,0,1,6
12136,18,13,10,3,first,1,1,1,0,
12136,19,15,13,2,first,1,1,1,0,
12136,20,13,12,1,first,1,1,1,0,
12136,21,14,13,1,first,1,1,1,0,
12136,22,13,12,1,first,1,1,1,0,
12136,23,14,13,1,first,1,1,1,0,
12136,24,13,12,1,first,0,1,1,1,7
12136,25,13,17,4,second,1,1,0,1,8
12136,26,16,13,3,first,1,1,1,0,
12136,27,15,13,2,first,1,1,1,0,
12136,28,13,14,1,second,0,1,1,1,9
12136,29,17,13,4,first,1,1,0,1,10
12136,30,16,13,3,first,1,1,1,0,
12136,31,13,15,2,second,1,1,1,0,
12136,32,14,13,1,first,0,1,1,1,11
12136,33,9,13,4,second,1,1,0,1,12
12136,34,10,13,3,second,1,1,1,0,
12136,35,13,15,2,second,0,1,1,1,13
12136,36,18,13,5,first,1,1,0,1,14
12136,37,9,13,4,second,1,1,1,0,
12136,38,10,13,3,second,0,1,1,1,15
12136,39,19,13,6,first,1,1,0,1,16
12136,40,13,8,5,first,1,1,1,0,
12136,41,13,17,4,second,1,1,1,0,
12136,42,13,16,3,second,1,1,1,0,
12136,43,11,13,2,second,0,1,1,1,17
12136,44,13,18,5,second,1,1,0,1,18
12136,45,13,17,4,second,0,1,1,1,19
12136,46,20,13,7,first,1,1,0,1,20
12136,47,13,7,6,first,1,1,1,0,
12136,48,13,18,5,second,1,1,1,0,
12136,49,9,13,4,second,0,1,1,1,21
12136,50,6,13,7,second,1,1,0,1,22
12136,51,13,7,6,first,1,1,1,0,
12136,52,13,8,5,first,1,1,1,0,
12136,53,13,9,4,first,1,1,1,0,
12136,54,10,13,3,second,1,1,1,0,
12136,55,15,13,2,first,0,1,1,1,23
12136,56,13,18,5,second,1,1,0,1,24
12136,57,13,17,4,second,1,1,1,0,
12136,58,16,13,3,first,0,1,1,1,25
12136,59,13,19,6,second,1,1,0,1,26
12136,60,8,13,5,second,1,1,1,0,
12136,61,17,13,4,first,1,1,1,0,
12136,62,13,10,3,first,1,1,1,0,
12136,63,13,11,2,first,1,1,1,0,
12136,64,14,13,1,first,1,1,1,0,
12137,1,3,13,10,second,1,2,,,
12137,2,5,13,8,second,1,2,1,0,
12137,3,13,19,6,second,1,2,1,0,
12137,4,9,13,4,second,1,2,1,0,
12137,5,13,15,2,second,1,2,1,0,
12137,6,12,13,1,second,0,2,1,1,1
12137,7,20,13,7,first,1,2,0,1,2
12137,8,13,7,6,first,1,2,1,0,
12137,9,18,13,5,first,1,2,1,0,
12137,10,17,13,4,first,1,2,1,0,
12137,11,13,16,3,second,0,2,1,1,3
12137,12,13,7,6,first,1,2,0,1,4
12137,13,18,13,5,first,1,2,1,0,
12137,14,13,17,4,second,1,2,1,0,
12137,15,13,16,3,second,1,2,1,0,
12137,16,11,13,2,second,0,2,1,1,5
12137,17,13,8,5,first,1,2,0,1,6
12137,18,13,17,4,second,1,2,1,0,
12137,19,16,13,3,first,1,2,1,0,
12137,20,13,11,2,first,1,2,1,0,
12137,21,14,13,1,first,1,2,1,0,
12137,22,12,13,1,second,0,2,1,1,7
12137,23,17,13,4,first,1,2,0,1,8
12137,24,10,13,3,second,1,2,1,0,
12137,25,11,13,2,second,1,2,1,0,
12137,26,14,13,1,first,1,2,1,0,
12137,27,13,14,1,second,0,2,1,1,9
12137,28,13,17,4,second,1,2,0,1,10
12137,29,13,16,3,second,1,2,1,0,
12137,30,15,13,2,first,1,2,1,0,
12137,31,13,12,1,first,1,2,1,0,
12137,32,12,13,1,second,1,2,1,0,
12137,33,14,13,1,first,0,2,1,1,11
12137,34,13,17,4,second,1,2,0,1,12
12137,35,13,16,3,second,1,2,1,0,
12137,36,11,13,2,second,0,2,1,1,13
12137,37,13,8,5,first,1,2,0,1,14
12137,38,13,9,4,first,1,2,1,0,
12137,39,10,13,3,second,1,2,1,0,
12137,40,13,11,2,first,1,2,1,0,
12137,41,14,13,1,first,1,2,1,0,
12137,42,14,13,1,first,1,2,1,0,
12137,43,12,13,1,second,0,2,1,1,15
12137,44,13,9,4,first,1,2,0,1,16
12137,45,13,10,3,first,1,2,1,0,
12137,46,15,13,2,first,1,2,1,0,
12137,47,12,13,1,second,1,2,1,0,
12137,48,13,12,1,first,0,2,1,1,17
12137,49,9,13,4,second,1,2,0,1,18
12137,50,13,16,3,second,1,2,1,0,
12137,51,13,15,2,second,1,2,1,0,
12137,52,13,14,1,second,1,2,1,0,
12137,53,14,13,1,first,0,2,1,1,19
12137,54,9,13,4,second,1,2,0,1,20
12137,55,13,16,3,second,1,2,1,0,
12137,56,15,13,2,first,1,2,1,0,
12137,57,13,12,1,first,1,2,1,0,
12137,58,13,12,1,first,0,2,1,1,21
12137,59,9,13,4,second,1,2,0,1,22
12137,60,13,10,3,first,1,2,1,0,
12137,61,13,11,2,first,1,2,1,0,
12137,62,13,14,1,second,0,2,1,1,23
12137,63,13,9,4,first,1,2,0,1,24
12137,64,16,13,3,first,1,2,1,0,
12138,1,23,13,10,first,1,9,,,
12138,2,5,13,8,second,1,9,1,0,
12138,3,13,7,6,first,1,9,1,0,
12138,4,17,13,4,first,0,9,1,1,1
12138,5,13,23,10,second,1,9,0,1,2
12138,6,21,13,8,first,1,9,1,0,
12138,7,7,13,6,second,0,9,1,1,3
12138,8,13,4,9,first,1,9,0,1,4
12138,9,13,21,8,second,1,9,1,0,
12138,10,20,13,7,first,1,9,1,0,
12138,11,13,19,6,second,1,9,1,0,
12138,12,18,13,5,first,1,9,1,0,
12138,13,13,17,4,second,1,9,1,0,
12138,14,13,10,3,first,0,9,1,1,5
12138,15,13,7,6,first,1,9,0,1,6
12138,16,18,13,5,first,1,9,1,0,
12138,17,17,13,4,first,1,9,1,0,
12138,18,10,13,3,second,1,9,1,0,
12138,19,13,15,2,second,0,9,1,1,7
12138,20,8,13,5,second,1,9,0,1,8
12138,21,17,13,4,first,1,9,1,0,
12138,22,16,13,3,first,1,9,1,0,
12138,23,13,11,2,first,1,9,1,0,
12138,24,13,14,1,second,0,9,1,1,9
12138,25,17,13,4,first,1,9,0,1,10
12138,26,13,10,3,first,0,9,1,1,11
12138,27,13,7,6,first,1,9,0,1,12
12138,28,8,13,5,second,0,9,1,1,13
12138,29,13,21,8,second,1,9,0,1,14
12138,30,13,20,7,second,1,9,1,0,
12138,31,13,19,6,second,1,9,1,0,
12138,32,8,13,5,second,0,9,1,1,15
12138,33,13,5,8,first,1,9,0,1,16
12138,34,13,6,7,first,1,9,1,0,
12138,35,7,13,6,second,1,9,1,0,
12138,36,8,13,5,second,1,9,1,0,
12138,37,9,13,4,second,0,9,1,1,17
12138,38,13,6,7,first,1,9,0,1,18
12138,39,19,13,6,first,1,9,1,0,
12138,40,18,13,5,first,1,9,1,0,
12138,41,13,17,4,second,1,9,1,0,
12138,42,10,13,3,second,0,9,1,1,19
12138,43,7,13,6,second,1,9,0,1,20
12138,44,13,8,5,first,0,9,1,1,21
12138,45,21,13,8,first,1,9,0,1,22
12138,46,13,6,7,first,1,9,1,0,
12138,47,13,7,6,first,1,9,1,0,
12138,48,8,13,5,second,0,9,1,1,23
12138,49,13,21,8,second,0,9,0,0,
12138,50,13,24,11,second,1,9,0,1,24
12138,51,13,23,10,second,0,9,1,1,25
12138,52,13,0,13,first,0,9,0,0,
12138,53,13,26,13,second,1,9,0,1,26
12138,54,25,13,12,first,1,9,1,0,
12138,55,13,24,11,second,1,9,1,0,
12138,56,3,13,10,second,1,9,1,0,
12138,57,13,22,9,second,1,9,1,0,
12138,58,5,13,8,second,0,9,1,1,27
12138,59,13,2,11,first,1,9,0,1,28
12138,60,3,13,10,second,1,9,1,0,
12138,61,22,13,9,first,1,9,1,0,
12138,62,5,13,8,second,0,9,1,1,29
12138,63,13,2,11,first,1,9,0,1,30
12138,64,23,13,10,first,1,9,1,0,
12139,1,13,23,10,second,1,7,,,
12139,2,13,21,8,second,1,7,1,0,
12139,3,13,19,6,second,1,7,1,0,
12139,4,13,17,4,second,1,7,1,0,
12139,5,13,15,2,second,1,7,1,0,
12139,6,13,14,1,second,1,7,1,0,
12139,7,13,12,1,first,1,7,1,0,
12139,8,14,13,1,first,1,7,1,0,
12139,9,12,13,1,second,0,7,1,1,1
12139,10,13,17,4,second,1,7,0,1,2
12139,11,16,13,3,first,1,7,1,0,
12139,12,15,13,2,first,1,7,1,0,
12139,13,12,13,1,second,1,7,1,0,
12139,14,12,13,1,second,0,7,1,1,3
12139,15,13,17,4,second,1,7,0,1,4
12139,16,16,13,3,first,1,7,1,0,
12139,17,13,11,2,first,1,7,1,0,
12139,18,14,13,1,first,1,7,1,0,
12139,19,12,13,1,second,0,7,1,1,5
12139,20,17,13,4,first,1,7,0,1,6
12139,21,13,16,3,second,0,7,1,1,7
12139,22,19,13,6,first,1,7,0,1,8
12139,23,18,13,5,first,1,7,1,0,
12139,24,13,17,4,second,0,7,1,1,9
12139,25,13,6,7,first,1,7,0,1,10
12139,26,7,13,6,second,1,7,1,0,
12139,27,8,13,5,second,0,7,1,1,11
12139,28,21,13,8,first,1,7,0,1,12
12139,29,20,13,7,first,1,7,1,0,
12139,30,13,19,6,second,1,7,1,0,
12139,31,13,18,5,second,1,7,1,0,
12139,32,13,9,4,first,1,7,1,0,
12139,33,13,10,3,first,1,7,1,0,
12139,34,13,15,2,second,0,7,1,1,13
12139,35,13,8,5,first,1,7,0,1,14
12139,36,17,13,4,first,0,7,1,1,15
12139,37,6,13,7,second,0,7,0,0,
12139,38,23,13,10,first,1,7,0,1,16
12139,39,13,4,9,first,1,7,1,0,
12139,40,13,5,8,first,1,7,1,0,
12139,41,6,13,7,second,0,7,1,1,17
12139,42,13,3,10,first,1,7,0,1,18
12139,43,4,13,9,second,1,7,1,0,
12139,44,5,13,8,second,1,7,1,0,
12139,45,20,13,7,first,1,7,1,0,
12139,46,13,19,6,second,1,7,1,0,
12139,47,13,18,5,second,1,7,1,0,
12139,48,9,13,4,second,0,7,1,1,19
12139,49,13,6,7,first,1,7,0,1,20
